year,original,orig_gauss_b4_pq34,orig_gauss_b4_FCC_pq12,orig_gauss_b4_FCC_pq3,orig_gauss_b4_pCCC_pq12,orig_gauss_b4_pCCC_pq3,tribal_name,legal_stat,legal_st_1,reservatio,tribal_gov,n_kids_u5,n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_AI_tribal_name,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2020,,,,,,,Grand Portage,Grand Portage Reservation,86,R,Grand Portage Band of Lake Superior Chippewa,9.1633778,5.9481573,349261,259503,0,0,.73635191,.73635191,0,0,0,96.694626,96.694626,,,,.25953332,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,0,0,0,0,1.148622,1.0604336,0,1.148622,1.0604336,0,0,0,0,0,0,0,0,0,80.176071,127.59283,82.314964,80.176071,127.59283,82.314964,,,,,,,,,,-.52188987,.69327074,.60721904,0,0,0,12,11.5,4,2,12,10.5,11,11.5,7,8,2,,,,0,100,0,35,48,16
2021,,,,,,,Grand Portage,Grand Portage Reservation,86,R,Grand Portage Band of Lake Superior Chippewa,9.1633778,5.9481573,349261,259503,.97368425,.66666669,.97368425,0,0,0,.97368425,15.726883,,,15.726883,,2.0858214,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,0,1.5603515,1.3607012,0,1.5603515,1.3607012,0,0,0,0,0,0,0,0,0,0,1.5603515,1.3607012,2.833339,38.561188,5.7861228,,,,,,,2.833339,38.561188,5.7861228,,,,-.093127288,3.3948846,2.9557066,0,1,1,12,3,4,11,11.5,11.5,3,3,3,2,,,7,,0,0,100,33,52,16
2012,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.38310921,.32903835,.53960711,.030680131,.12581778,0,.38310921,73.576294,449.89288,,34.644531,,.89905798,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.52635366,5.7351940e-07,2.0468813e-35,1.1079727,.073844008,0,.000047667781,0,0,.1921577,.0017302188,0,0,0,0,.52635366,5.7351940e-07,29.670267,113.67612,67.914856,109.77315,626.7085,588.11646,,,,9.5637951,36.361183,18.058029,,,,-.15491027,1.660381,.43487853,0,.78057539,.000012256933,12,3,4,7,5,6.5,3,5,4,3,12,,6,,23,6,71,57,36,7
2013,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.39727166,.32942164,.55691826,.030680137,.12896648,0,.39727166,82.117683,160.37575,233.93434,23.090508,1.7421439,.82935363,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.5378629,1.5179259e-06,2.0468813e-35,1.1114893,.073844008,0,.000047667781,0,0,.20090879,.0015327615,0,0,0,0,.5378629,1.5179259e-06,33.604588,117.44608,107.0312,119.23339,193.70662,154.26427,211.55908,254.67003,241.1286,9.5874128,34.111179,17.983259,1.5254081,2.0497169,1.784288,-.12747253,1.3526808,.16446018,0,.77151805,.00002794932,12,3,5,6,5,9.5,3,4,4,3,6,6,7,6,23,6,71,56,37,7
2014,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.25214511,.4705531,.35739124,2.5162857e-35,.10524613,0,.25214511,69.014229,248.85997,210.35423,19.499149,1.5399936,.55901796,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,5.7388402e-38,.33378226,.00017460453,2.7478366e-17,.65673733,.10957363,0,0,0,0,.15746121,.0013515102,0,0,0,5.7388402e-38,.33378226,.00017460453,20.965387,119.36417,57.266541,196.73871,299.03101,251.13013,155.83937,292.66989,174.56146,7.3889031,28.416723,16.142879,1.1323632,1.9200482,1.2358701,-.2920408,1.0054406,.24188294,3.1225506e-35,.95625424,.53863633,12,5,7,9,5,9.5,5,3,5,4,10,7,7,8,29,0,71,51,40,10
2015,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.25401935,.49610302,.34204334,1.1021699e-35,.088970296,.00094630878,.25307304,68.730011,198.29294,199.98996,19.597603,1.3995172,.58725578,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,5.7388402e-38,.34086427,.00022723085,9.0936372e-20,.62929815,.085302636,0,0,0,0,.13781933,.000099122073,0,5.0194151e-16,0,5.7388402e-38,.33378226,.00022723085,20.054295,122.72205,46.545643,159.19452,245.38899,184.09735,161.22226,244.33344,183.93063,7.3889031,28.416723,16.251015,1.1284517,1.5989583,1.2107037,-.43943006,1.070343,.11541922,1.3821699e-34,.99988413,.72248721,12,4,7,8,6,6,3,3,6,4,8,7,7,6,26,0,74,49,41,10
2016,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.10256009,.5165627,.11335672,1.9264041e-35,.024200788,.013404148,.089155942,57.362099,195.83456,175.33447,72.868713,1.3378044,.33423969,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,.10292402,2.0115236e-08,0,.12081894,6.2301055e-08,0,0,0,0,3.7113134e-07,0,0,2.5763860e-15,0,0,.081947304,1.1475966e-25,12.611135,89.868286,64.67894,163.90155,227.74948,188.47104,149.52782,174.28244,158.97227,11.194468,66.778465,26.541721,.95648086,1.9147817,1.0492603,-.00035550198,.50074542,.23839232,0,1,.55504715,12,5,6,6,6,4,2,2,4,2,4,3,5,4,21,0,79,36,55,9
2017,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.2335774,.64280444,.26857519,4.5051078e-07,.057108402,.022111051,.21146634,103.90501,491.88635,309.70035,68.302444,1.1677481,.31879905,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,5.7388402e-38,.33999476,.0028399467,1.6484524e-34,.4414708,.020073136,0,0,0,0,.022315988,0,0,.0023770158,0,5.7388402e-38,.26866117,.00010364538,14.777806,136.36115,31.347286,484.53568,546.23029,518.82739,143.36087,505.78574,193.11267,7.3889031,28.416723,16.458366,.98912287,1.2194865,1.0070664,-.2391689,.84209591,.23742583,7.8938387e-25,1,.91414201,12,4,7,7,6,5,3,2,5,5,9,9,8,4,21,0,79,41,48,11
2018,.28456765,.1805698,.007404909,.0049314755,0,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.26799926,.6540162,.30372193,1.1008750e-35,.054346643,.018623967,.24937531,57.12479,226.65556,164.70094,17.791328,1.0849648,.57615048,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,5.5019400e-23,.43453798,.011711536,8.6331003e-12,.54658735,.046835609,0,0,0,0,.03134805,2.2015654e-21,0,.0020918236,0,1.7628175e-23,.38607153,.0040885634,13.916694,110.12226,34.435165,191.86917,253.97029,220.21645,131.3262,175.12717,155.82625,6.8230157,25.166718,14.138917,.91776019,1.1237578,.95952529,-.35540649,1.1608649,.047954272,.0058699092,1,.85890341,12,3,7,8,6,6,2,3,4,2,6,5,6,5,18,0,82,41,47,12
2019,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.27055904,.64900327,.30642918,4.1859703e-34,.056752544,.020882407,.24967663,62.92963,156.79868,136.45798,17.912567,.97435892,.45821324,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,1.4307199e-23,.43626586,.0085636489,1.0333471e-15,.54786819,.051754214,0,0,0,0,.086661346,8.3764746e-09,0,.011539564,1.4307199e-23,0,.38608247,.00021812385,23.584955,127.14614,42.662735,156.4584,157.73618,157.12506,118.45702,158.2883,131.08054,7.0244942,26.138939,14.928333,.87015969,1.1039754,.94020021,-.24413759,1.0185895,-.028659305,.0054581049,1,.80570155,12,4,8,9,7,6,3,1,5,4,3,3,5,4,19,0,81,37,48,14
2020,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.30849132,.61234754,.37812468,.0098427441,.075550236,.015759623,.2927317,50.602226,189.67877,175.6488,19.123255,1.2205904,.62481308,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,1.0650840e-36,.57959032,.00047937495,7.2532462e-32,.67636621,.01419753,0,.00058805861,0,0,.014692027,6.0813018e-21,0,.00094701472,0,0,.54385293,.00014399644,20.083374,60.444565,31.498016,182.79166,197.1528,185.47223,163.98831,185.46681,180.74472,6.87884,28.295124,15.77781,1.0968246,1.3472798,1.2872478,-.16332722,1.5871762,-.0028987727,1.2512523e-14,1,.89261222,12,5,9,6,7,6,4,3,6,2,5,6,6,5,20,3,77,35,48,16
2021,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.24813549,.50860649,.31763491,.0099331243,.074694172,.015127891,.23300761,65.726669,207.32904,185.38084,19.739656,1.1732976,.37281647,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,0,.31778362,9.2051584e-07,0,.67970806,.000069435053,0,3.9341444e-06,0,0,.014617291,1.9493933e-21,0,.0000470958,0,0,.31087619,8.7618538e-08,27.038944,99.238731,40.603153,200.98888,210.43613,203.07083,161.68958,202.7865,199.13748,7.9194641,29.011169,17.677322,1.0128303,1.3480878,1.2321439,-.17744,.69900298,-.050744854,0,.99928486,.7609359,12,7,9,6,6,5,5,7,7,5,6,3,10,3,24,3,73,33,52,16
2022,,,,,,,Leech Lake,Leech Lake Reservation,86,R,Leech Lake Band of Ojibwe,756.79333,621.15912,349261,259503,.2124123,.45162916,.30495265,.031542838,.066916667,.0059191408,.20649315,87.428482,199.85718,172.04695,18.752428,1.0534745,.25199956,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,0,.34002876,.000050721443,1.0922984e-20,.66002363,.064298719,0,.026824143,3.8911643e-18,0,.049404424,9.4720638e-19,0,2.8137729e-06,0,0,.25850576,6.2227582e-06,27.750057,151.64775,57.400391,193.09224,205.30634,198.20337,164.11511,176.22733,170.55557,6.6153736,26.056314,15.204822,.92184532,1.1073937,1.0642498,-.53804833,.68406928,-.0022218623,0,.99489313,.50337219,12,8,8,7,7,6,4,5,5,3,6,3,9,4,22,10,68,30,58,12
2012,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,.000028345477,.0081060305,.003496838,0,.0034684928,0,.000028345477,113.57876,386.92822,,15.750031,,-.21278143,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.000028345477,.000028345477,.000028345477,.003496838,.003496838,.003496838,0,0,0,.0034684928,.0034684928,.0034684928,0,0,0,.000028345477,.000028345477,.000028345477,113.57876,113.57876,113.57876,386.92822,386.92822,386.92822,,,,15.750031,15.750031,15.750031,,,,-.21278143,-.21278143,-.21278143,.0081060305,.0081060305,.0081060305,12,11,11,11.5,7,6.5,11,10,10,9,10,,2,,99,0,1,57,36,7
2013,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,0,0,.007300206,.000053991385,.0072462144,0,0,118.36437,93.070877,211.55571,37.027851,1.7873259,-.14761125,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,0,0,.007300206,.007300206,.007300206,.000053991385,.000053991385,.000053991385,.0072462144,.0072462144,.0072462144,0,0,0,0,0,0,118.36437,118.36437,118.36437,93.070877,93.070877,93.070877,211.55571,211.55571,211.55571,37.027851,37.027851,37.027851,1.7873259,1.7873259,1.7873259,-.14761125,-.14761125,-.14761125,0,0,0,12,11,11,10,7,9.5,11,11,10,9,3,5,8,7,99,1,0,56,37,7
2014,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,.000027615379,.00033667922,.082022816,0,.081995204,0,.000027615379,123.84586,188.73563,146.20197,15.786184,1.1801687,-.2987223,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.000027615379,.000027615379,.000027615379,.082022816,.082022816,.082022816,0,0,0,.081995204,.081995204,.081995204,0,0,0,.000027615379,.000027615379,.000027615379,123.84586,123.84586,123.84586,188.73563,188.73563,188.73563,146.20197,146.20197,146.20197,15.786184,15.786184,15.786184,1.1801687,1.1801687,1.1801687,-.2987223,-.2987223,-.2987223,.00033667922,.00033667922,.00033667922,12,10,10,11,6,9.5,10,10,10,8,8,4,4,4,100,0,0,51,40,10
2015,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,.000042756892,.0004672108,.091515206,0,.091472447,0,.000042756892,109.23841,191.56956,154.6946,15.852427,1.4155535,-.32253188,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.000042756892,.000042756892,.000042756892,.091515206,.091515206,.091515206,0,0,0,.091472447,.091472447,.091472447,0,0,0,.000042756892,.000042756892,.000042756892,109.23841,109.23841,109.23841,191.56956,191.56956,191.56956,154.6946,154.6946,154.6946,15.852427,15.852427,15.852427,1.4155535,1.4155535,1.4155535,-.32253188,-.32253188,-.32253188,.0004672108,.0004672108,.0004672108,12,10,10,10.5,5,10,10,10,9,9,6,4,3,7,100,0,0,49,41,10
2016,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,0,0,.0000279752,0,.0000279752,0,0,141.91281,401.72821,,257.91718,,-.23455901,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,0,0,.0000279752,.0000279752,.0000279752,0,0,0,.0000279752,.0000279752,.0000279752,0,0,0,0,0,0,141.91281,141.91281,141.91281,401.72821,401.72821,401.72821,,,,257.91718,257.91718,257.91718,,,,-.23455901,-.23455901,-.23455901,0,0,0,12,10,9,9.5,8,9.5,9.5,10,11,9,11,,11,,100,0,0,36,55,9
2017,,,,,,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,.000048037073,.00058621983,.081943788,0,.081916794,.000021041382,.000026995693,106.2804,401.72821,139.25003,45.977879,1.3099917,-.12334391,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.000048037073,.000048037073,.000048037073,.081943788,.081943788,.081943788,0,0,0,.081916794,.081916794,.081916794,.000021041382,.000021041382,.000021041382,.000026995693,.000026995693,.000026995693,106.2804,106.2804,106.2804,401.72821,401.72821,401.72821,139.25003,139.25003,139.25003,45.977879,45.977879,45.977879,1.3099917,1.3099917,1.3099917,-.12334391,-.12334391,-.12334391,.00058621983,.00058621983,.00058621983,12,10,9,10,5,7,10,10,9,6,8,2,4,6,100,0,0,41,48,11
2018,.65155613,.000048037073,.09704151,.000021041382,2.7602549e-25,,Lower Sioux,Lower Sioux Indian Community,95,R,Lower Sioux Indian Community,1.757772,.93747878,349261,259503,.000048037073,.00049477082,.097089544,2.7602549e-25,.09706255,.000021041382,.000026995693,125.03564,176.97227,165.50003,15.750031,1.3233939,-.37966445,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.000048037073,.000048037073,.000048037073,.097089544,.097089544,.097089544,2.7602549e-25,2.7602549e-25,2.7602549e-25,.09706255,.09706255,.09706255,.000021041382,.000021041382,.000021041382,.000026995693,.000026995693,.000026995693,125.03564,125.03564,125.03564,176.97227,176.97227,176.97227,165.50003,165.50003,165.50003,15.750031,15.750031,15.750031,1.3233939,1.3233939,1.3233939,-.37966445,-.37966445,-.37966445,.00049477082,.00049477082,.00049477082,12,10,10,7,5,7,10,10,10,9,4,6,3,9,100,0,0,41,47,12
