year,original,orig_gauss_b4_pq34,orig_gauss_b4_FCC_pq12,orig_gauss_b4_FCC_pq3,orig_gauss_b4_pCCC_pq12,orig_gauss_b4_pCCC_pq3,tribal_name,legal_stat,legal_st_1,reservatio,tribal_gov,n_kids_u5,n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_AI_tribal_name,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2022,,,,,,,Shakopee Mdewakanton Sioux,Shakopee Mdewakanton Sioux Community,82,R,Shakopee Mdewakanton Sioux Community,345.68835,265.72388,349261,259503,.27727583,.41080654,.63551742,.53295791,.075853556,.25056982,.026706005,294.11145,321.55173,343.92084,9.2110996,1.2395155,-.37736467,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.083075218,.46825331,.2137374,.54461128,.80778009,.66125721,.45013967,.68771857,.53852439,.05269115,.099488281,.089165621,.078582093,.44965333,.18218265,.015563981,.050944168,.020181552,279.84985,304.59131,302.58929,304.77432,332.80777,311.95648,340.72833,349.02924,343.11252,7.7772388,9.5119925,8.9987106,1.1942246,1.2907766,1.2396737,-.69476646,-.049767867,-.22785778,.19875269,.67651051,.25602213,12,5,4,3,5,3,9,8,9,11,9,9,3,6,12,84,4,30,58,12
2012,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.00024213921,.017225577,.0065558525,.0018705577,.0044431551,0,.00024213921,105.29009,93.696281,,16.888924,,-.12777109,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,5.9557235e-09,.000010442725,6.2563240e-06,9.4563075e-07,.00055736798,.00035947043,3.0696626e-07,.00016973709,.00011001388,6.3270875e-07,.00037718815,.00024320024,0,0,0,5.9557235e-09,.000010442725,6.2563240e-06,104.74708,107.79705,105.03155,93.157394,95.740738,93.379616,,,,16.333366,18.944483,16.55559,,,,-.16105872,-.13054353,-.13358617,.006298149,.018735783,.017404281,12,10,10,10,6,6.5,10,9,9,8,1,,3,,68,29,4,57,36,7
2013,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.0021818795,.23106225,.0075143389,.0018705577,.0053324592,.0018705577,.00031132187,117.51014,78.688751,78.688751,16.888924,.60376871,-.13999726,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,3.1462361e-07,.00018316344,.00011805773,1.7430925e-06,.00072058541,.00047303853,3.0696626e-07,.00016973709,.00011001388,1.4284690e-06,.00053742196,.00035498079,3.0696626e-07,.00016973709,.00011001388,7.6573583e-09,.000013426361,8.0438449e-06,114.40833,125.64891,115.20432,78.149864,80.733208,78.372086,78.149864,80.733208,78.372086,16.333366,18.944483,16.55559,.59418172,.60906953,.60822123,-.19865641,-.12685321,-.13212027,.18049736,.25418702,.24957317,12,9,10,9,8,5,9,5,9,8,1,1,4,1,71,25,4,56,37,7
2014,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.0021818795,.23228316,.0069910465,.0018705577,.0048091672,.0018705577,.00031132187,111.16,69.727379,69.727379,16.888924,.55859667,-.27668026,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,3.1462361e-07,.00018316344,.00011805773,1.8686218e-06,.00070704753,.00046708668,3.0696626e-07,.00016973709,.00011001388,1.5539981e-06,.00052388408,.00034902894,3.0696626e-07,.00016973709,.00011001388,7.6573583e-09,.000013426361,8.0438449e-06,108.50312,118.74557,109.28556,69.188492,71.771835,69.410713,69.188492,71.771835,69.410713,16.333366,18.944483,16.55559,.55845642,.55976325,.55846518,-.33047423,-.26796791,-.27294901,.16837202,.25905395,.25275338,12,9,11,8,9,5,9,8,9,7,1,1,6,1,69,27,4,51,40,10
2015,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.0021814941,.39138469,.0056954278,.0018701724,.0035139329,.0018701724,.00031132187,97.768532,69.98336,69.98336,16.888924,.59351879,-.3268528,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.1456040e-07,.00018312849,.00011803507,7.8461301e-07,.00047466849,.00030552829,3.0690305e-07,.00016970212,.00010999123,4.7005258e-07,.00029154,.00018749321,3.0690305e-07,.00016970212,.00010999123,7.6573583e-09,.000013426361,8.0438449e-06,97.422905,99.925781,97.69178,69.444473,72.027817,69.666695,69.444473,72.027817,69.666695,16.333366,18.944483,16.55559,.59130228,.60294545,.5923366,-.34827843,-.33298239,-.33481029,.38580289,.40091154,.38633108,12,9,11,7,9,5,9,6,10,8,1,1,6,1,62,33,5,49,41,10
2016,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.0024215116,1,.0024215116,.0018705577,.00055095408,.0024215116,0,43.014427,39.05505,43.014423,44.516754,.1447739,.20462912,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,4.0764709e-07,.00022203897,.00014407017,4.0764709e-07,.00022203897,.00014407017,3.0696626e-07,.00016973709,.00011001388,1.0068083e-07,.00005230189,.000034056291,4.0764709e-07,.00022203897,.00014407017,0,0,0,42.423958,45.19688,42.660019,38.516163,41.099499,38.738384,42.423958,45.19688,42.660019,43.972309,46.555649,44.194534,.099814378,.17073956,.16994591,.19057974,.20317726,.20199606,1,1,1,12,7,8,4,7,5,9.5,1,5,1,1,1,3,1,23,77,0,36,55,9
2017,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.00097246672,.1863813,.004781811,.0018705577,.0025999318,.00066114485,.00031132187,108.81364,95.593193,128.08049,16.888924,1.1803353,-.19697857,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,1.2847435e-07,.000076188633,.000048911392,7.1197780e-07,.00041384567,.00026735003,3.0696626e-07,.00016973709,.00011001388,3.9735420e-07,.00023068224,.0001492923,1.2081699e-07,.000062762272,.000040867548,7.6573583e-09,.000013426361,8.0438449e-06,108.14409,112.24727,108.54523,95.054306,97.63765,95.276527,127.5416,130.12494,127.76383,16.333366,18.944483,16.55559,1.1788749,1.1854322,1.1793176,-.21847217,-.19838654,-.20045997,.18046373,.18409914,.1829489,12,9,11,6,8,6,9,9,10,7,2,1,2,5,54,39,7,41,48,11
2018,.42959914,.0017056939,.0098039322,,,0,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.00034591317,.072741643,.0023626401,0,.0020167269,0,.00034591317,123.50922,214.49521,214.49521,16.888924,1.6263182,-.4604525,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,8.5081764e-09,.000014918179,8.9376053e-06,2.8552753e-07,.00018464483,.00011838159,0,0,0,2.7701935e-07,.00016972664,.00010944399,0,0,0,8.5081764e-09,.000014918179,8.9376053e-06,122.00351,130.15007,122.78728,214.44522,216.08411,214.66743,214.44522,216.08411,214.66743,16.333366,18.944483,16.55559,1.6178131,1.6329169,1.6297772,-.49335209,-.45621601,-.45984176,.029798094,.080793917,.075498268,12,9,11,10.5,8,11,9,9,11,8,5,9,4,10,85,0,15,41,47,12
2019,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,0,0,.0038032518,.0025266809,.0012765708,0,0,187.69217,215.24307,281.51859,,1.5194235,-.79594958,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,0,0,0,5.7632337e-07,.00033579615,.00021688755,3.9687282e-07,.0002251355,.00014549264,1.7945057e-07,.00011066064,.000071394905,0,0,0,0,0,0,186.64929,191.27277,186.96451,214.6407,218.22862,214.97684,279.27783,282.75006,282.52783,,,,1.5123194,1.5322683,1.5136828,-.81638056,-.79390985,-.79552394,0,0,0,12,11,11,6,8,10,11,11,11,9,7,8,,8,34,66,0,37,48,14
2020,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.00030434088,.024406657,.0056521273,.0037644811,.0018876465,.00030434088,0,187.30414,214.77948,173.80952,,.92647517,-.8046931,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,7.9625115e-09,.000012661958,7.5858848e-06,8.5789378e-07,.00049945735,.00032261459,5.9240369e-07,.0003358289,.00021704423,2.6549006e-07,.00016362849,.00010557038,7.9625115e-09,.000012661958,7.5858848e-06,0,0,0,186.26689,190.89761,186.58388,214.17625,217.79097,214.5155,173.27063,175.85397,173.49286,,,,.92051566,.92854261,.9282701,-.82732868,-.80453926,-.80622798,.0092814658,.025351429,.023513768,12,10,11,7,8,7,11,10,12,10,6,5,,2,33,67,0,35,48,16
2021,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.000025362438,.016239077,.00065286859,.00041141384,.00024145472,.000025362438,0,178.17581,196.27502,187.78693,,1.054728,-.70672262,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,8.1824803e-13,1.2832053e-06,6.9735637e-07,3.2754327e-10,.000066608394,.000039700986,1.4986565e-10,.000039369203,.000023248056,1.7767762e-10,.000027239192,.000016452932,8.1824803e-13,1.2832053e-06,6.9735637e-07,0,0,0,178.09592,178.84258,178.19426,195.03761,199.10492,195.2825,186.59692,190.42749,186.81915,,,,1.0487159,1.0649047,1.0493097,-.71021318,-.70687354,-.70732856,.0024981373,.019264918,.017565215,12,11,11,7,8,7,11.5,11,12,10,4,5,,2,37,63,0,33,52,16
2022,,,,,,,Upper Sioux,Upper Sioux Community,82,R,Upper Sioux Community,1.6254146,1.4183985,349261,259503,.00030434062,.031508856,.0044573457,.0032315438,.0012258019,.00030434062,0,181.17883,193.30974,174.26286,,.96083778,-.73055547,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,7.9625115e-09,.000012661958,7.5858848e-06,6.5650084e-07,.00038072356,.00024579858,5.0238702e-07,.00028605416,.00018478309,1.5411381e-07,.000094669413,.0000610155,7.9625115e-09,.000012661958,7.5858848e-06,0,0,0,180.46584,184.33791,180.77693,192.73085,195.87929,193.01695,173.72397,176.30731,173.9462,,,,.95592415,.96140629,.9610582,-.74974513,-.73088986,-.73249608,.012128714,.033257615,.030862199,12,10,10,8,8,7,10.5,10,10,7,4,4,,3,28,72,0,30,58,12
2012,,,,,,,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.18102285,.32913134,.39232922,.020429946,.19087644,0,.18102285,76.266853,317.19852,,41.115105,,.67461056,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.19437647,.000054723198,6.5438932e-11,.53435582,.26462939,0,2.1238285e-13,0,5.4107756e-29,.23797627,.10519259,0,0,0,0,.19437647,.000054723198,47.50457,109.69644,69.664749,114.99538,425.63391,401.32831,,,,3.1111174,58.861229,16.972256,,,,-.12544739,.96004122,.73914891,0,.54721141,.3502638,12,6,7,8,2,6.5,6,4,6,4,8,,8,,49,5,46,57,36,7
2013,,,,,,,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.27483553,.61275703,.40076932,.020429946,.19943161,.093927771,.18090776,78.206528,141.62677,120.14761,19.84193,.95136625,.6326794,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,1.3718949e-20,.29703474,.12065508,2.1727287e-10,.53435582,.27045152,0,2.1238285e-13,0,5.0689724e-30,.23797627,.10686152,0,.10803016,9.9511385e-07,0,.19437647,.0005773165,49.490028,115.86761,69.812843,101.77924,164.47382,137.0571,95.154137,144.76099,116.58984,3.1111174,32.666733,15.944476,.83622873,1.0317,.94960868,-.050571036,.84369725,.5088346,.37774602,1,.59783715,12,5,7,8,2,1,5,2,6,2,5,2,5,2,50,5,45,56,37,7
2014,,,,,,,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.4764652,.72324067,.57933146,.02703655,.21565165,.13982192,.33664328,57.702045,135.0988,117.6469,14.155942,.94842726,1.0787371,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,5.6202964e-13,.52437073,.38795483,1.8179388e-09,.85863531,.48337725,0,4.9922263e-15,0,4.7958562e-17,.24667564,.11464065,0,.13973008,8.3842979e-06,2.0834327e-17,.39605108,.32238111,27.137541,93.257263,47.366245,90.213402,151.40797,125.32458,90.213402,139.90274,118.0953,3.9539564,23.628839,8.2874146,.72301787,1.1454446,.85101241,.23322433,1.3490684,1.0779145,.65781695,.99999994,.81810486,12,2,5,6,2,1,4,1,3,3,2,2,2,2,37,5,58,51,40,10
2015,,,,,,,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.36053228,.68960005,.4813447,0,.23989891,.1190865,.24144579,63.328472,250.05948,145.3118,16.201603,1.2486914,.93128514,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,9.7895896e-16,.4256275,.32211843,1.7712196e-14,.64143926,.40523252,0,0,0,3.8320054e-16,.35595763,.10336226,0,.13670327,5.1076796e-16,5.8783694e-20,.35026386,.21125244,29.697048,97.806374,64.079109,235.41681,268.75021,241.75015,112.83344,167.80566,135.86115,4.3157787,24.722271,11.966152,1.0423284,1.3943708,1.0732332,-.061042707,1.2143894,.98225862,.6487453,.99827522,.76256669,12,3,6,10.5,2,1,4,1,3,3,11,3,5,4,50,0,50,49,41,10
2016,,,,,,,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.10604352,.36878321,.139568,0,.078944333,.045419853,.060623668,59.804565,201.10448,170.66205,116.23544,1.3717984,.34760454,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,.020489834,1.0877339e-28,0,.13689573,.013721166,0,0,0,0,.11940018,5.5865634e-33,0,1.4528555e-26,0,0,1.3003397e-14,0,29.310623,83.656631,47.777214,124.82854,250.69397,223.38054,128.83296,233.41615,151.38895,22.111155,184.33369,42.861195,.42568424,2.8797476,.63886154,.044379573,.40528286,.26412207,0,1,1.0950682e-25,12,3,5,9.5,3,3,3,4,3,3,5,2,8,5,57,0,43,36,55,9
2017,,,,,,,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.28638771,.69150174,.37064949,0,.17193726,.08767546,.19871224,76.415115,579.51355,144.54504,68.063782,1.0903788,.59649634,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,2.0834327e-17,.36300674,.22532026,1.4307796e-14,.53193873,.33082438,0,0,0,3.3710831e-26,.24842785,.00073519297,0,.086718746,2.4711807e-15,0,.27399918,.037238464,23.19449,117.62304,59.146305,384.7504,841.39539,428.58383,123.84289,141.85387,126.89972,4.3157787,115.6669,11.944468,.92629063,1.1570028,1.1107411,-.042298749,.94609821,.58671832,.53605896,1,.9558298,12,2,6,10,2,4,4,1,4,2,10,3,7,2,46,0,54,41,48,11
2018,1.0737906,1.769356,5.8512406e-33,1.3036026,,0,White Earth,White Earth Reservation,86,R,White Earth Band,898.5296,563.29407,349261,259503,.36912537,.67560112,.46251398,0,.25774235,.16435373,.20477164,75.547379,261.15891,148.97992,18.198759,1.0271386,.8123855,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,1.4307796e-14,.36801091,.2284691,4.0712923e-11,.5620454,.38525912,0,0,0,0,.31221762,.0011454541,0,.15524209,2.3360401e-06,7.4356232e-38,.30174455,.032347195,37.0592,120.77032,76.875557,229.72229,282.50018,265.40607,122.37013,160.69449,127.64946,4.3713427,28.444498,11.944468,.82779342,1.0647627,1.0224209,-.31683934,1.0049052,.65521514,.3903532,1,.99927908,12,2,6,10.5,1,2,4,2,3,5,9,2,7,4,56,0,44,41,47,12
