adj_supply_hr,adj_supply_any,year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,adj_supply_ccc,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_hr,rank_adj_supply_public,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,share_hr
.15309505,.45742249,2017,2996,2195,Meeker,.13026597,.083273306,117.95666,265.54755,211.85252,17.486956,1.7591453,87,71,36,15,56,57,51,64,30,74,.33469069
.19790648,.43909001,2018,2996,2195,Meeker,.15045816,.068817072,128.83023,214.86375,192.65651,12.370349,1.567559,87,70,33,3,56,62,53,64,42,80,.45071959
,.50148767,2012,4073,2943,Mille Lacs,.24342008,.0092717037,123.13113,173.54269,,112.57952,,87,58,4,,76,67,8,,73,,
.041596595,.62617534,2013,4073,2943,Mille Lacs,.24384461,.1002503,128.48863,155.3298,164.44508,50.595665,1.3490475,87,42,6,17,21,67,29,26,80,25,.06642963
.041596595,.54544199,2014,4073,2943,Mille Lacs,.23642035,.044839498,121.3569,155.98134,164.73598,15.54049,1.3651563,87,61,13,36,69,65,24,32,56,31,.076262183
.041440412,.52730411,2015,4073,2943,Mille Lacs,.24073863,.044839498,122.24249,156.53986,169.946,15.54049,1.4080776,87,60,10,37,69,66,25,43,60,52,.078589208
.05209586,.53859633,2016,4073,2943,Mille Lacs,.26495087,.055325683,136.81931,181.01199,167.58473,37.531956,1.2199737,87,52,6,45,65,70,21,37,73,31,.09672524
.098523431,.4877944,2017,4073,2943,Mille Lacs,.23923388,.055334676,123.16019,181.50473,169.32683,44.028133,1.3313123,87,61,12,27,71,63,6,39,64,51,.20197737
.088121265,.46802813,2018,4073,2943,Mille Lacs,.23049474,.055334676,128.80632,166.27475,178.34988,15.748074,1.3438636,87,63,14,22,67,61,15,57,64,63,.18828198
,.51371932,2012,3652,3135,Morrison,.02227661,.060785249,100.4174,295.09238,,91.930656,,87,55,71,,40,34,60,,62,,
.0046456824,.5702219,2013,3652,3135,Morrison,.029256774,.040575087,107.78592,160.34599,148.42311,31.555347,1.3153619,87,53,71,41,51,36,38,16,71,23,.0081471484
.048868153,.63622755,2014,3652,3135,Morrison,.05874683,.076230168,105.19693,159.71448,162.98744,18.123573,1.4405603,87,44,62,31,51,45,29,28,70,45,.076809235
.095671229,.57525009,2015,3652,3135,Morrison,.053163283,.073307127,104.58543,173.66745,155.7682,17.690386,1.369472,87,47,61,14,51,43,42,35,68,47,.16631241
.11213055,.54853082,2016,3652,3135,Morrison,.049358595,.070619829,112.16292,206.32161,164.08789,37.728153,1.3430986,87,50,63,20,54,44,47,35,74,45,.20441979
.072368667,.57103318,2017,3652,3135,Morrison,.073317096,.083798096,108.88941,220.82933,183.39551,49.92202,1.5600165,87,46,55,43,55,45,29,50,67,66,.12673286
.058595017,.50680971,2018,3652,3135,Morrison,.046815272,.091687173,111.5013,194.76816,158.00995,17.857986,1.2807637,87,52,60,49,40,42,37,37,67,58,.11561542
,.40220529,2012,1838,1276,Mower,.094774425,.010078241,115.33728,163.0565,,18.917124,,87,80,44,,74,60,5,,10,,
1.1943199e-09,.42179462,2013,1838,1276,Mower,.096497886,.010078241,119.23833,149.09229,285.08658,13.144032,2.3496621,87,80,45,48,73,60,21,75,8,77,2.8315199e-09
1.1943199e-09,.50571817,2014,1838,1276,Mower,.13279255,.066360861,115.98208,175.3436,240.34857,10.009897,1.9058299,87,75,37,59,59,59,46,68,16,70,2.3616313e-09
.000040808827,.44448286,2015,1838,1276,Mower,.082556754,.068692878,107.816,150.2943,228.79582,10.246872,1.8929263,87,80,49,61,57,50,21,74,23,79,.000091811926
.060132161,.41160953,2016,1838,1276,Mower,.076040216,.074342661,106.37335,232.41536,226.30287,13.368959,2.251663,87,82,53,40,51,33,57,64,28,75,.1460903
.06483791,.39903092,2017,1838,1276,Mower,.082461029,.086758561,106.63577,194.22646,137.35538,9.2576942,1.0905381,87,84,52,48,54,41,12,22,11,18,.16248843
.063308425,.3789258,2018,1838,1276,Mower,.076040216,.087857299,108.70322,173.47792,151.10762,8.8869133,1.1520894,87,81,51,43,44,38,19,28,17,43,.16707341
,.76535994,2012,510,366,Murray,.15259224,6.5655146e-15,99.592316,281.63037,,314.01248,,87,17,22,,85,29,57,,83,,
0,.83211714,2013,510,366,Murray,.15259224,6.5655146e-15,106.92671,163.39966,236.01489,72.843689,2.2955332,87,14,21,70.5,84,34,43,55,86,75,0
0,.86141258,2014,510,366,Murray,.15259224,.052889563,101.66241,154.3284,224.57764,25.378727,2.1937566,87,16,29,76.5,65,36,23,60,80,78,0
0,.7285794,2015,510,366,Murray,.15133156,.052929737,106.94372,151.62874,169.43114,24.877092,1.478194,87,28,27,79.5,65,47,22,42,81,60,0
.00011776821,.7492739,2016,510,366,Murray,.15255037,.10755026,111.59337,372.52948,535.06842,39.81522,5.3994203,87,15,27,72,37,42,80,82,76,84,.00015717644
.00056166376,.71592468,2017,510,366,Murray,.15255037,.10755026,103.17722,329.47141,412.60608,58.738056,3.7470896,87,14,30,76,41,38,63,82,74,83,.00078452914
.0010430898,.70730346,2018,510,366,Murray,.15255037,.052929737,113.63754,166.87787,122.78585,23.691633,.79011351,87,11,30,74,68,47,16,8,81,3,.0014747415
,.75154787,2012,2078,1525,Nicollet,.31647298,.0099720396,133.83415,166.13948,,53.028645,,87,20,1,,75,74,6,,41,,
.0069647087,.70449281,2013,2078,1525,Nicollet,.27047688,.0099077364,136.36949,166.14166,144.64539,22.932905,1.052307,87,31,3,39,74,73,45,15,56,6,.0098861316
.083520435,.7181288,2014,2078,1525,Nicollet,.32304367,.021046834,136.89236,166.50264,165.65559,15.625111,1.2131108,87,36,3,17,81,75,36,33,58,20,.11630286
.053234313,.71668625,2015,2078,1525,Nicollet,.31338406,.049753949,135.12511,173.36615,132.09598,8.9741955,.92186332,87,31,3,29,67,75,41,12,12,2,.074278407
.016793417,.63504851,2016,2078,1525,Nicollet,.25011638,.049693219,139.36639,186.05711,152.37279,13.559,1.0036882,87,37,8,66,70,72,25,24,29,4,.026444305
.046304759,.68355513,2017,2078,1525,Nicollet,.33025169,.065409072,135.84541,187.86084,141.43892,13.660617,.96481299,87,21,4,57,66,74,8,25,26,6,.067741074
.034729294,.57682329,2018,2078,1525,Nicollet,.26455691,.063125461,143.02965,191.62892,159.96951,9.2518368,1.0318052,87,34,10,66,61,69,33,42,19,18,.060207859
,.34506696,2012,1791,1162,Nobles,.047044352,.041837107,85.48983,185.07675,,65.096352,,87,85,60,,52,4,14,,50,,
0,.33217594,2013,1791,1162,Nobles,.047044352,.041837107,87.76416,124.98724,331.43863,14.867265,3.3628008,87,87,61,70.5,49,5,10,82,21,85,0
0,.3664614,2014,1791,1162,Nobles,.058096319,.06632866,88.428307,140.0209,228.31436,12.424265,2.2201331,87,86,63,76.5,60,12,14,63,36,79,0
.005952816,.37191817,2015,1791,1162,Nobles,.047137722,.07741522,88.181969,127.16399,119.39005,12.354294,1.0992254,87,86,63,56,49,9,4,5,38,10,.016005713
.042862598,.42512086,2016,1791,1162,Nobles,.052413333,.13022272,115.29562,301.35962,223.3479,19.624353,1.5695387,87,81,62,51,30,46,78,62,47,60,.1008245
.040325377,.41766924,2017,1791,1162,Nobles,.052413333,.14709093,79.666237,183.8638,103.27555,38.306252,.95589125,87,81,61,61,23,4,7,3,60,5,.096548595
.043689661,.36176538,2018,1791,1162,Nobles,.060466807,.080926128,104.38538,172.85771,149.10669,11.979398,1.1962976,87,83,56,61,47,32,18,27,40,48,.12076794
,.8113268,2012,352,273,Norman,.23958302,.16390787,94.062904,294.86429,,124.56133,,87,11,5,,9,14,59,,75,,
.23958302,.86765468,2013,352,273,Norman,.23958302,.16390787,98.044792,113.42443,114.88172,27.898525,1.0205456,87,11,7,1,10,17,4,4,65,4,.27612716
.23958302,.8731783,2014,352,273,Norman,.32312846,.10775862,109.80658,150.08145,109.53965,44.333645,.91567165,87,14,2,2,37,50,20,3,87,3,.27438042
5.2976359e-15,.86156034,2015,352,273,Norman,.082146473,.36781973,95.822815,198.01358,176.64404,17.03248,1.4386272,87,9,50,68,3,23,60,53,67,54,6.1488853e-15
9.0477972e-14,.7809152,2016,352,273,Norman,.083545454,.309374,84.384262,67.51593,127.90033,59.482235,1.6844945,87,12,50,76,3,7,1,3,81,67,1.1586146e-13
6.0317989e-14,.80548912,2017,352,273,Norman,.083545454,.42416921,81.159492,260.25977,133.55212,21.544544,.88867718,87,7,51,79,3,7,45,19,37,3,7.4883676e-14
.083545454,.86158186,2018,352,273,Norman,.083545454,.42416921,91.547241,178.99313,173.19939,17.014826,1.4436377,87,4,49,27,2,9,21,51,65,74,.096967518
,.76549405,2012,1549,1049,Olmsted,.2218568,.096298128,156.85649,228.33406,,11.112873,,87,16,10,,23,80,40,,2,,
.10765798,.76046765,2013,1549,1049,Olmsted,.21472037,.098554961,160.82481,233.86148,250.03514,9.3198938,1.531364,87,25,11,7,24,80,77,63,1,39,.14156812
.19351982,.79712319,2014,1549,1049,Olmsted,.28748003,.10234515,161.78807,227.44012,227.48038,8.1119385,1.4088483,87,22,7,4,41,80,75,62,5,39,.24277279
.21016058,.78376806,2015,1549,1049,Olmsted,.29952398,.096290275,170.81868,239.25662,242.72234,7.9697561,1.5058805,87,17,4,1,37,80,74,76,5,62,.2681413
.1724304,.71894592,2016,1549,1049,Olmsted,.27294141,.10179985,173.61655,255.55954,253.16954,8.2078466,1.4976132,87,20,5,5,40,80,63,68,9,55,.23983778
.19029175,.71107352,2017,1549,1049,Olmsted,.28449556,.10765842,182.08022,260.70142,243.41933,8.1093473,1.3469082,87,15,7,4,39,80,47,70,6,54,.26761192
.18747038,.70886755,2018,1549,1049,Olmsted,.29443747,.1203807,194.6153,284.27158,281.04663,7.8081436,1.4828219,87,10,7,5,30,80,77,75,7,76,.26446462
,.45425737,2012,2630,2129,Otter Tail,.04564444,.048257153,105.01194,299.97964,,75.043022,,87,72,62,,48,39,64,,56,,
.00009576157,.49899811,2013,2630,2129,Otter Tail,.039746646,.048257153,109.25779,159.55179,193.66991,20.65387,1.6251732,87,66,63,44,46,41,36,37,51,46,.00019190769
.002552401,.54134768,2014,2630,2129,Otter Tail,.03985719,.10683825,99.041069,159.43419,194.25594,14.57081,1.628582,87,63,67,53,39,31,27,44,51,56,.0047149016
.0083614234,.4789497,2015,2630,2129,Otter Tail,.034281068,.078878514,102.62776,163.78961,143.99074,14.764424,1.2017874,87,74,69,54,48,38,31,23,54,23,.017457832
.023743371,.46415129,2016,2630,2129,Otter Tail,.038921002,.083466932,109.83244,159.23398,151.34232,33.263638,1.1654084,87,70,66,60,48,37,8,22,69,23,.051154379
.072551765,.47655872,2017,2630,2129,Otter Tail,.032455124,.12560385,102.60735,307.93903,182.11707,57.518616,1.4946327,87,62,69,42,31,37,60,49,73,64,.15224098
.036062635,.51194119,2018,2630,2129,Otter Tail,.043550156,.15788592,102.83103,184.73024,154.30736,15.082883,1.1465452,87,49,62,64,15,26,28,33,58,41,.070442922
,.74495435,2012,1017,722,Pennington,.11668392,.021392418,108.09014,225.37146,,106.3184,,87,21,30,,64,46,36,,69,,
0,.76627982,2013,1017,722,Pennington,.11668392,.021392418,111.78535,130.95561,236.0929,17.090155,2.061337,87,23,33,70.5,63,49,12,56,33,66,0
0,.76043433,2014,1017,722,Pennington,.11668392,.041048463,109.83269,133.14067,163.4826,13.562369,1.4267941,87,28,40,76.5,72,51,9,30,47,40,0
0,.75422454,2015,1017,722,Pennington,.12705782,.043168195,112.53562,141.53395,175.4826,13.562369,1.4935743,87,22,33,79.5,72,55,15,52,49,61,0
.01112678,.71991873,2016,1017,722,Pennington,.11356831,.058874246,120.59517,279.17868,160.99062,22.454943,1.2889745,87,19,39,69,63,50,72,31,54,38,.015455605
.011988208,.7026664,2017,1017,722,Pennington,.11356831,.064560615,117.24803,242.28879,121.57063,39.298401,.96621424,87,18,42,72,67,55,40,9,61,7,.017061023
.011988208,.69824827,2018,1017,722,Pennington,.11356831,.04124359,124.48956,161.05951,137.57062,15.199841,1.0468481,87,13,38,72,74,55,10,18,59,23,.017168976
,.34401587,2012,3387,2386,Pine,.018208941,.012837441,126.77179,227.88976,,143.49123,,87,86,72,,71,71,39,,77,,
.029282467,.3808606,2013,3387,2386,Pine,.018208941,.014377935,129.96793,153.96266,159.57832,65.518227,1.2092743,87,82,74,21,69,70,28,23,84,16,.076885
.050329093,.41763917,2014,3387,2386,Pine,.021424949,.074429668,113.84671,137.53752,145.30441,18.737127,1.1385161,87,82,72,28,53,55,12,20,73,13,.12050856
.050326124,.375393,2015,3387,2386,Pine,.021421982,.07440047,116.46663,147.76833,147.48715,18.845682,1.1054766,87,85,71,30,50,59,20,28,74,11,.1340625
.083951749,.39458382,2016,3387,2386,Pine,.053454466,.063103519,120.09641,190.55566,166.68637,38.668819,1.5894279,87,85,61,30,58,49,31,36,75,62,.21276024
.071196958,.36033294,2017,3387,2386,Pine,.031011682,.074949667,113.30388,306.1004,179.31769,35.991718,1.3802199,87,85,70,44,59,51,59,47,56,56,.1975866
.048098404,.35295901,2018,3387,2386,Pine,.018208943,.078711703,115.32841,210.65872,193.12386,18.279768,1.4066517,87,85,71,56,50,48,48,65,71,70,.13627192
,.5552879,2012,386,278,Pipestone,.069867902,5.7123558e-16,105.13768,211.59045,,389.23477,,87,47,54,,86,40,28,,86,,
0,.64822102,2013,386,278,Pipestone,.069867902,5.7123558e-16,109.64471,155.5419,251.44061,56.934288,2.3095915,87,38,55,70.5,85,43,30,64,83,76,0
0,.72942346,2014,386,278,Pipestone,.069867902,.13156675,88.809853,156.63965,243.19865,16.143703,2.2246811,87,32,59,76.5,24,13,25,71,62,80,0
0,.73091733,2015,386,278,Pipestone,.069725968,.13160598,88.971954,143.72849,217.32602,16.012138,2.0059783,87,27,57,79.5,25,11,18,70,64,83,0
.01868229,.7020523,2016,386,278,Pipestone,.069867902,.15032627,97.350861,234.11449,215.02747,9.7554731,1.7575653,87,23,56,63,19,18,58,59,15,69,.026610967
.020864163,.69875932,2017,386,278,Pipestone,.069867902,.15880637,87.123695,238.26576,111.14262,15.278319,.96813279,87,19,56,69,20,11,39,6,29,8,.029858869
.020864163,.63267851,2018,386,278,Pipestone,.069867902,.12401576,93.702591,162.06181,117.88715,8.7885876,.99082673,87,27,54,70,27,12,13,5,15,14,.03297751
,.67217314,2012,1934,1538,Polk,.091556288,.13579763,99.877907,280.48486,,75.470818,,87,31,46,,13,33,56,,58,,
.028736901,.69382524,2013,1934,1538,Polk,.088741392,.13579763,103.16509,161.1049,139.57458,16.931854,1.1521466,87,32,48,23,12,26,40,13,32,13,.041418068
.075311199,.77834749,2014,1934,1538,Polk,.15550621,.13760413,99.978294,145.53317,122.2756,12.685218,1.0197728,87,25,28,19,20,32,18,8,40,5,.096757807
.070814118,.79085308,2015,1934,1538,Polk,.16424896,.13985248,107.6451,164.50102,135.81902,11.55902,1.0733697,87,15,24,23,21,49,32,15,32,8,.089541435
.16056639,.70023453,2016,1934,1538,Polk,.18062824,.10139711,127.70602,210.05212,171.14201,22.377535,1.243313,87,24,17,7,41,61,48,40,53,33,.22930373
.1778141,.70769036,2017,1934,1538,Polk,.21382858,.10139711,115.92133,262.15479,170.6808,40.668449,1.344645,87,17,16,9,45,53,49,42,62,53,.25125974
.062943839,.65771502,2018,1934,1538,Polk,.093907021,.19653636,100.89811,200.43604,131.52068,10.751065,.96885645,87,22,45,44,8,22,40,15,29,8,.095700778
,.52736568,2012,2266,1906,Pope,.10681005,.07591249,92.528793,194.27097,,46.612251,,87,53,39,,33,11,19,,35,,
5.3081760e-07,.61860561,2013,2266,1906,Pope,.12125207,.07591249,100.47206,153.94382,168.06342,18.305519,1.4682705,87,44,32,45,33,21,27,28,40,36,8.5808728e-07
5.3081760e-07,.54071939,2014,2266,1906,Pope,.074592479,.07591249,105.24128,165.39117,176.87479,17.821625,1.5033709,87,64,57,56,52,46,35,38,67,49,9.8168778e-07
5.3174580e-07,.49689317,2015,2266,1906,Pope,.083548948,.035605043,109.20672,167.26396,170.32317,26.135218,1.4756001,87,68,48,63,78,52,35,45,83,59,1.0701411e-06
6.0615075e-06,.45215204,2016,2266,1906,Pope,.094776161,.051627211,108.55676,178.50948,120.05265,27.007513,2.0261266,87,73,47,73,69,35,18,2,61,73,.000013405906
3.0755123e-26,.46348268,2017,2266,1906,Pope,.094776116,.055430517,113.99661,231.66647,149.43941,55.972668,1.1419928,87,67,47,82,70,52,35,27,71,24,6.6356576e-26
2.7106867e-20,.47534874,2018,2266,1906,Pope,.094775647,.030211071,126.73515,233.90219,164.65323,22.774673,1.1569438,87,59,43,80,81,56,64,46,79,44,5.7025224e-20
,.42799547,2012,37163,26404,Ramsey,.23121957,.028224938,191.60179,241.31995,,10.111344,,87,76,7,,61,83,45,,1,,
.111762,.45023069,2013,37163,26404,Ramsey,.25807378,.03003771,200.89011,250.78172,271.12259,9.5809317,1.4068601,87,77,4,5,59,83,80,72,2,30,.24823275
.12994209,.45934701,2014,37163,26404,Ramsey,.27214146,.039297726,201.22707,253.88579,270.1785,8.1213646,1.3875312,87,81,9,7,74,85,82,77,6,36,.28288436
.14412622,.4430739,2015,37163,26404,Ramsey,.26970354,.045270257,206.10054,263.04803,274.98416,7.7640243,1.3627907,87,81,7,3,68,85,80,82,4,44,.3252871
.15259387,.43737823,2016,37163,26404,Ramsey,.26244852,.059474941,208.95592,275.94485,279.6727,7.4686747,1.3217574,87,78,7,8,62,84,70,74,4,42,.34888309
.15613626,.45958534,2017,37163,26404,Ramsey,.28890017,.066968776,207.54887,270.53122,275.28018,7.364687,1.265046,87,70,6,14,64,84,52,75,2,46,.33973289
.14669181,.37784746,2018,37163,26404,Ramsey,.24782091,.032619733,250.63469,314.60007,318.98697,7.4928193,1.3732437,87,82,12,11,80,85,83,81,5,66,.38823023
,1.4801029,2012,250,143,Red Lake,.10073082,.7319991,84.309204,397.01013,,62.520679,,87,1,41,,1,3,74,,48,,
0,1.495304,2013,250,143,Red Lake,.10073082,.7319991,82.255585,124.47134,192.38875,17.131367,2.0618424,87,2,40,70.5,2,2,9,34,34,67,0
.039587613,1.5888512,2014,250,143,Red Lake,.10073082,.89363873,78.612755,123.7924,129.54834,10.841484,1.3715661,87,1,47,37,1,2,5,12,22,34,.024915872
.047505137,1.595021,2015,250,143,Red Lake,.09904407,.90383178,80.535645,127.51857,141.54834,10.841484,1.4512427,87,1,43,34,1,4,5,22,27,57,.029783392
.047505137,1.6178797,2016,250,143,Red Lake,.1058965,.90383178,97.540222,438.31573,146.35799,11.022635,1.1459759,87,1,42,48,1,19,83,15,24,20,.029362587
.057006162,1.6252035,2017,250,143,Red Lake,.14002782,.90383178,87.528481,424.07642,133.50558,10.841484,1.177706,87,1,34,53,1,12,75,18,18,33,.035076324
,1.5708685,2018,250,143,Red Lake,.1058965,.90383178,89.051773,150.79474,,10.841484,,87,1,41,,1,5,3,,32,,
,.60522842,2012,1576,1222,Redwood,.0030676336,.04423245,99.090141,408.84155,,123.13905,,87,40,75,,51,25,75,,74,,
0,.6653651,2013,1576,1222,Redwood,.044744138,.022352288,104.13258,117.71736,213.45758,44.327938,2.0129821,87,34,62,70.5,62,28,5,47,77,63,0
5.5245988e-37,.67175764,2014,1576,1222,Redwood,.0030676336,.082514063,97.524818,151.59435,137.52005,19.606455,1.2724007,87,42,76,65,49,26,21,13,75,24,8.2240956e-37
5.6063337e-37,.63360715,2015,1576,1222,Redwood,.0030641546,.079379797,99.630753,158.34486,145.98227,21.424692,1.3662632,87,42,75,71,47,32,26,27,78,46,8.8482801e-37
.017611586,.55347168,2016,1576,1222,Redwood,.0022069304,.099165417,105.92328,188.12587,191.62016,44.943775,1.5312217,87,48,74,64,44,31,29,49,78,58,.031820212
.027467187,.51431257,2017,1576,1222,Redwood,.0028694468,.082569972,98.988235,401.9473,203.94228,71.564034,1.7455308,87,53,74,65,57,31,73,60,76,73,.053405631
.024660321,.49677354,2018,1576,1222,Redwood,.0025333592,.082569972,102.30922,164.93129,142.14073,18.79921,1.2133607,87,54,74,69,46,25,14,21,73,49,.049640972
,.9167223,2012,877,629,Renville,.077846564,.22872485,99.755348,298.07126,,70.430428,,87,5,52,,4,31,62,,53,,
2.2221454e-07,2.3934417,2013,877,629,Renville,.077846937,1.6976535,101.70388,145.8588,162.94835,26.401539,1.4182876,87,1,52,46,1,23,18,25,62,32,9.2843095e-08
2.2221454e-07,.83604097,2014,877,629,Renville,.11214487,.12525685,97.896706,176.42215,198.44975,12.412304,1.7085571,87,19,43,58,26,27,48,45,35,60,2.6579383e-07
2.2216878e-07,.79882616,2015,877,629,Renville,.14825554,.096902989,98.905304,161.01033,183.29323,13.22956,1.5968369,87,13,28,65,36,30,28,56,45,69,2.7811905e-07
3.8452791e-07,.66539931,2016,877,629,Renville,.13717189,.11179522,81.220543,171.97739,197.41791,11.748839,1.9446013,87,31,31,75,35,5,15,53,25,71,5.7789043e-07
2.4115830e-06,.72486365,2017,877,629,Renville,.22740398,.088675357,88.563255,196.55542,208.15804,20.831375,1.6210393,87,13,13,77,53,14,13,63,36,70,3.3269471e-06
3.5526368e-06,.6433804,2018,877,629,Renville,.15307423,.088675372,95.127258,159.1763,177.30956,13.097837,1.4125059,87,24,29,77,42,15,9,55,47,71,5.5218293e-06
,.48357192,2012,3960,2862,Rice,.11381342,.030959275,135.21895,184.05891,,19.187723,,87,64,32,,60,75,12,,12,,
.014556693,.48593682,2013,3960,2862,Rice,.11125102,.02438084,136.48425,169.31317,192.92218,13.608056,1.3788669,87,68,37,33,60,74,50,35,10,29,.029955937
.018314894,.46285143,2014,3960,2862,Rice,.10985297,.039035954,129.96117,172.83322,155.04437,7.7376595,1.1153082,87,80,44,46,75,74,44,23,3,10,.039569706
.032681055,.46170139,2015,3960,2862,Rice,.11907103,.044162374,132.73438,175.71954,138.40688,8.0225487,.94340694,87,77,35,44,70,73,46,18,6,3,.070783965
.032791611,.42706251,2016,3960,2862,Rice,.11955228,.038380083,146.67712,200.18921,183.41167,8.7513342,1.2153026,87,80,37,55,76,75,41,45,11,30,.076784104
.068140291,.41521692,2017,3960,2862,Rice,.12378675,.04416237,137.6443,193.27708,169.10809,8.9259224,1.127436,87,82,37,46,79,75,11,38,10,23,.1641077
.067663364,.41002232,2018,3960,2862,Rice,.12542978,.04416253,145.86847,193.79005,172.22485,8.0225954,1.0943863,87,77,36,42,72,71,35,50,8,32,.16502361
,.80245191,2012,612,461,Rock,0,.0325475,99.700211,425.6879,,320.97574,,87,13,83.5,,58,30,78,,84,,
0,.85060126,2013,612,461,Rock,0,.0325475,105.68061,225.515,336.57703,43.959618,3.1745129,87,12,83.5,70.5,57,31,75,83,76,83,0
0,.73437262,2014,612,461,Rock,0,5.8760641e-14,107.85651,241.3575,275.09982,40.645435,2.5776083,87,31,83.5,76.5,87,49,77,79,86,84,0
0,.77517074,2015,612,461,Rock,0,.037083719,101.37402,166.14021,170.13762,18.00432,1.6372983,87,19,82.5,79.5,76,37,34,44,71,73,0
0,.69536334,2016,612,461,Rock,0,.062356953,109.11112,560.93378,522.88043,16.941998,4.5227475,87,25,82,83.5,60,36,84,81,40,81,0
.0093230288,.67355877,2017,612,461,Rock,0,.17360793,87.977859,444.2067,119.12065,26.176184,1.0213318,87,23,82,74,14,13,76,8,46,11,.013841448
.00065261201,.60166663,2018,612,461,Rock,0,.062356781,98.865181,203.70297,198.14847,14.478985,1.9057493,87,31,82,75,63,18,41,67,56,82,.0010846738
,.71872407,2012,296,171,Roseau,0,.099821977,91.236786,1040.0316,,21.835762,,87,24,83.5,,22,10,87,,14,,
0,.71366781,2013,296,171,Roseau,0,.099821977,94.984169,301.38266,414.16977,15.633017,3.9557924,87,30,83.5,70.5,23,15,86,85,23,86,0
.011975574,.72439384,2014,296,171,Roseau,.011975574,.11594012,96.008064,222.33963,224.99487,15.590942,2.0883663,87,35,74,48,30,25,74,61,57,74,.016531855
0,.66821063,2015,296,171,Roseau,0,.092774682,94.033936,318.66122,204.82608,16.746258,1.9307359,87,35,82.5,79.5,41,22,86,63,66,81,0
.016267942,.66120869,2016,296,171,Roseau,0,.088914856,89.563705,835.84003,643.31915,76.248421,6.9561043,87,32,82,68,47,10,86,84,84,85,.024603341
.036559138,.56329584,2017,296,171,Roseau,0,.092774682,94.683868,1048.4259,108.61247,75.94545,1.0156641,87,48,82,63,51,25,87,5,78,10,.064902201
.035455264,.48437029,2018,296,171,Roseau,0,.016118124,110.45203,328.08453,109.43753,43.98394,.98697013,87,57,82,65,87,41,85,3,87,12,.073198676
,.58190721,2012,10809,8078,Scott,.17928527,.010939412,187.42653,253.4325,,38.108631,,87,44,14,,73,82,51,,27,,
.048482742,.57859474,2013,10809,8078,Scott,.1809992,.007296734,191.62987,248.16292,292.90042,16.596693,1.5899408,87,52,14,15,77,82,79,76,31,43,.083793953
.05207238,.56699318,2014,10809,8078,Scott,.18699709,.014435405,191.01823,251.121,278.93622,9.9959192,1.5090972,87,56,16,26,86,82,81,82,14,50,.091839515
.069261223,.52692491,2015,10809,8078,Scott,.17476751,.015200783,196.76598,266.45868,273.60425,10.562464,1.4482942,87,61,19,24,87,82,81,80,25,56,.1314442
.070473894,.53378445,2016,10809,8078,Scott,.20172006,.02147276,202.84676,272.23175,281.19568,8.6975508,1.4202754,87,54,13,35,85,83,68,75,10,52,.13202688
.083681606,.51459819,2017,10809,8078,Scott,.20568855,.026157092,199.75122,261.66397,273.28906,8.7079353,1.427987,87,52,17,38,83,82,48,74,8,60,.16261543
.081307508,.5317378,2018,10809,8078,Scott,.23189154,.029656187,219.53458,298.53619,300.60373,8.6181669,1.3964963,87,45,13,31,82,82,80,79,14,68,.15290903
,.51736951,2012,7902,5831,Sherburne,.15025315,.0073388405,144.83955,199.42366,,25.778992,,87,54,23,,79,76,22,,17,,
.019559372,.54134995,2013,7902,5831,Sherburne,.15063682,.0095673278,146.3082,204.65201,264.49811,18.243866,1.8406305,87,57,22,29,75,76,69,70,39,58,.036130738
.02054581,.54700089,2014,7902,5831,Sherburne,.16688119,.024134384,148.50034,210.8476,242.17302,11.861734,1.5933236,87,60,24,45,80,78,68,69,32,54,.037560835
.023278467,.52267367,2015,7902,5831,Sherburne,.16101462,.024042841,146.62434,209.8831,230.59322,11.862366,1.5312185,87,63,25,50,84,77,68,75,34,65,.044537287
.032217335,.50236058,2016,7902,5831,Sherburne,.16923739,.023421904,159.64514,220.16478,215.16086,12.618035,1.3083959,87,61,20,56,84,78,53,60,26,40,.064131893
.03971044,.45229685,2017,7902,5831,Sherburne,.16702189,.024384752,153.96671,222.90057,200.87204,13.347528,1.2642837,87,73,26,62,85,78,31,58,24,45,.087797292
.037757602,.44056565,2018,7902,5831,Sherburne,.15975338,.022566404,172.40482,247.0625,234.49884,11.152226,1.3282478,87,69,24,63,85,78,69,73,35,62,.085702553
,.56758469,2012,2272,1740,Sibley,.00094020762,.031430721,109.49267,285.31891,,40.075474,,87,45,76,,59,51,58,,29,,
0,.59776533,2013,2272,1740,Sibley,.00073978701,.031430721,114.57671,197.81017,210.69884,17.637955,1.7521249,87,46,77,70.5,58,55,64,46,35,54,0
6.9399483e-23,.67258561,2014,2272,1740,Sibley,.00073978701,.13401107,93.335754,206.60191,218.8692,8.2877283,1.8759252,87,41,78,63,22,17,66,58,7,67,1.0318312e-22
.00015458146,.65474117,2015,2272,1740,Sibley,.00083606562,.12317601,93.211403,221.55507,214.50876,8.2760677,1.8302596,87,38,76,60,27,20,72,68,10,77,.00023609553
.022721427,.60899115,2016,2272,1740,Sibley,.0010707132,.10258037,95.781837,242.87881,151.82864,9.2264442,1.3739277,87,39,75,61,39,17,60,23,13,50,.037309945
