year,county,TotCapacity,Price,Capacity,ShareCCC,ShareHighRated,SharePublic
2022,Carlton,1402.0886,136.1,20.6,.176,.353,.088
2022,Wilkin,323.74286,124.3,15.4,0,.238,0
2022,Chisago,1239.2014,162.4,16.1,.117,.234,.052
2022,Wabasha,910.75665,133.8,13.4,.059,.162,.029
2022,Cottonwood,345.73334,110.3,11.5,0,.267,.1
2022,Murray,288.04193,110.2,14.4,.05,.05,0
2022,Redwood,657.58948,115.7,12,.018,.164,.055
2022,Pipestone,535.62109,103.9,13.1,.073,.22,.122
2022,Roseau,512.56665,111.4,10.3,0,.22,.06
2022,Pope,356.27536,130.3,14.3,.08,.12,0
2022,Isanti,839.2373,167.8,19.1,.227,.341,.023
2022,Marshall,264,111.9,12.6,.048,.238,.143
2022,Faribault,531.89648,109.5,15.6,.059,.176,.088
2022,Lake,189.5,126.8,12.6,.067,.2,.067
2022,Rock,437.79651,110.6,13.3,.03,.091,.03
2022,Grant,222.14285,124,11.7,0,.105,.053
2022,Wadena,481.05682,112.4,14.6,.091,.303,.121
2022,Sibley,535.30951,120.9,12.7,.024,.214,.071
2022,Pine,637.02466,115.2,14.8,.14,.279,.14
2022,Lac qui Parle,177.16254,117.3,12.7,.143,.214,.071
2022,Hubbard,607.70477,129.5,11.7,.038,.385,.058
2022,Watonwan,335.66666,92.40000000000001,17.7,.105,.158,.105
2022,Yellow Medicine,406.48413,113.9,12.7,.063,.25,.063
2022,Houston,870.94043,130.8,17.8,.163,.102,.041
2022,Beltrami,1497.5618,130.9,13.9,.074,.222,.065
2022,RichlandCounty,22,0,22,0,1,1
2022,Kanabec,863.72571,147.2,25.4,.118,.382,.029
2022,Becker,1351.7069,129,15.2,.101,.36,.101
2022,Lincoln,301.20001,107.8,15.1,0,.3,.1
2022,Aitkin,307.86667,116.1,12.3,.04,.24,.12
2022,Todd,591.0777,108.1,12.1,.061,.265,.102
2022,Koochiching,265.16666,99.5,13.3,0,.2,.2
2022,Mahnomen,282.99649,97.8,15.7,.056,.778,.222
2022,Lake of the Woods,81.900002,108.7,10.2,0,.375,.125
2022,Waseca,584.99432,131.2,14.6,.1,.05,0
2022,Clearwater,241.79048,108.9,10.5,0,.348,.13
2022,Big Stone,221.2,108.4,12.3,0,.167,.056
2022,Kittson,206.06667,100.1,10.8,.053,.158,.158
2022,Renville,633.64227,125.2,17.6,.111,.167,.028
2022,Cook,188.66667,186.5,23.6,.125,.625,0
2022,Traverse,143.58,112.6,14.4,0,.3,.1
2022,Swift,432.0899,101.7,14.9,.069,.172,.138
2022,Jackson,388.44882,109.5,14.9,.077,.231,.115
2022,Norman,263.29388,100.9,13.9,.053,.316,.158
