year,mnlegdist,legdist_n_kids_u5,legdist_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_mnlegdist,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2018,17B,2539.6094,1905.2476,349261,259503,.16169292,.32683849,.46950933,.11313457,.27066052,.075978681,.085714236,115.62728,197.98489,155.67203,10.191385,1.181023,.28457648,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.030196846,.27891842,.14413092,.18102773,.69418651,.56513631,8.7875080e-08,.20760402,.08317665,.13904819,.35902393,.30154967,.00014772585,.14306928,.061767213,.0018435046,.13329522,.055703018,101.18552,130.832,120.54237,179.02261,220.57578,185.16849,139.6917,169.80464,159.00891,6.9021173,12.858157,7.6876497,1.0910881,1.2569743,1.1994679,-.15008725,.64542329,.34921595,.20566447,.4378711,.31707329,134,78,85,104,41,87,32,70,33,25,27,22,86,43,58,24,18,41,47,12
2019,17B,2539.6094,1905.2476,349261,259503,.17769787,.31354707,.47277451,.10618633,.25889921,.070008889,.10768899,114.38113,179.42432,153.89464,30.518461,1.1888137,.21734118,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.032059256,.27349365,.15732521,.20048475,.68283206,.55372256,2.6770772e-08,.21219574,.078218684,.13707237,.34241787,.29180574,.000031260413,.13339512,.038652882,.0052508363,.13148697,.057237253,104.56859,132.15366,123.26564,174.29645,182.58005,177.63181,137.02994,172.24463,156.57941,13.397125,39.489002,22.845142,1.0611092,1.2831686,1.2281857,-.20744115,.51790166,.24562526,.16651988,.40416664,.33737129,134,92,102,110,44,99,36,86,37,24,28,28,71,59,55,22,23,37,48,14
2020,17B,2539.6094,1905.2476,349261,259503,.21001352,.34324798,.52325886,.13708137,.25985402,.083690047,.12632348,121.82342,188.41606,154.03661,68.955757,1.1592726,.26199615,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.03909371,.32019174,.17463225,.22810213,.72018307,.61112535,.00013637103,.25071934,.15080196,.14424273,.32896346,.28222364,.00010862295,.15467526,.055357404,.0056123184,.1615575,.082663178,110.82793,138.89001,131.60995,174.1844,200.36893,178.45288,136.22008,171.81389,157.34784,16.746128,106.89351,69.428886,1.0497333,1.2669561,1.2119489,-.20151143,.55762792,.26477388,.18472058,.45659247,.36773616,134,80,89,105,39,96,32,81,32,25,33,20,42,50,50,26,24,35,48,16
2021,17B,2539.6094,1905.2476,349261,259503,.28163201,.40837878,.55132508,.1887994,.26072556,.17983192,.10180009,131.62849,210.22025,189.85612,10.981476,1.373471,.31502116,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.0081188204,.45533806,.26450831,.18921836,.81930149,.60894173,8.3879115e-10,.35371494,.15372136,.12013443,.31316072,.26106575,3.7445577e-07,.32395953,.15694636,.000034444151,.14903072,.068327382,121.4906,149.06261,134.97392,201.84,215.65295,210.93663,168.50069,209.83168,198.25342,5.6099467,15.027812,7.5096507,1.1902951,1.520523,1.3628942,-.28345191,.67779422,.34311107,.14058664,.60331297,.47883344,134,44,80,95,34,52,40,74,29,33,42,40,110,105,47,34,18,33,52,16
2022,17B,2539.6094,1905.2476,349261,259503,.32058001,.47280571,.57442212,.23893814,.25070718,.23580317,.084776834,136.29617,195.8717,178.25365,9.8242779,1.2660937,.38606462,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.029036894,.5290556,.38275376,.22184798,.84937072,.6803863,.00084721216,.44564936,.2557703,.14115323,.27994159,.24833027,.0025731481,.42030567,.258773,.000092344912,.13065207,.087772354,131.09836,150.38222,141.62344,189.83217,202.81352,197.31398,169.38799,191.0896,182.74344,4.6469641,14.918926,6.8010106,1.1917461,1.3326013,1.2602602,-.16228606,.82607502,.49989823,.25706917,.64250016,.58573759,134,34,80,92,33,38,43,53,20,29,35,25,89,75,44,42,15,30,58,12
2012,18A,2530.021,1745.3429,349261,259503,.035898719,.049759034,.4993394,.11674466,.34669602,0,.035898719,115.18693,201.32037,,38.84264,,.43876818,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.0528882,.0006723798,.16023432,.76405013,.59049356,2.3731592e-29,.20809513,.0653596,.14195757,.48665079,.33382651,0,0,0,0,.0528882,.0006723798,110.02654,121.34418,117.85261,140.77002,204.97707,160.35927,,,,4.666676,55.685295,14.027805,,,,.037160754,.77142787,.49606279,0,.07055708,.0041679037,134,52,73,96,52,67.5,52,59,35,30,23,,92,,69,23,7,57,36,7
2013,18A,2530.021,1745.3429,349261,259503,.049939606,.079769298,.52385372,.12150349,.35652319,.0041125594,.045827046,116.05267,155.55826,139.16618,17.593994,1.1375051,.26387158,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.092747644,.0043884967,.12686329,.78510237,.59533316,2.3731592e-29,.24885227,.0653596,.056646921,.47559622,.35274327,0,4.4341086e-27,0,0,.082843237,.0043778839,108.84054,123.23518,118.44977,154.244,182.02432,158.92644,123.91473,154.47035,147.02589,5.1841912,29.666725,12.555581,.97745711,1.250903,1.1571597,.013357133,.48720959,.29302648,0,.11852233,.055993348,134,105,72,96,47,106,39,104,37,28,17,6,82,11,68,23,9,56,37,7
2014,18A,2530.021,1745.3429,349261,259503,.1008694,.14232537,.57291198,.12049095,.35566419,.0041125594,.096756838,110.43466,156.39584,161.32396,11.493767,1.2749925,.28294584,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,3.8287576e-06,.14673345,.078121349,.13918151,.87340546,.64992535,2.3731592e-29,.24573065,.0653596,.061284337,.46831271,.35720661,0,4.4341086e-27,0,3.8287576e-06,.13783014,.078121349,101.25241,118.80298,112.27219,143.84749,182.06395,159.27448,116.82304,243.88683,139.96198,4.9991837,17.172199,7.8568544,.92513317,1.8675587,1.1735263,-.15153037,.542337,.32204121,.0035181544,.229091,.12944204,134,101,71,106,44,120,19,98,35,27,15,18,86,41,62,21,17,51,40,10
2015,18A,2530.021,1745.3429,349261,259503,.10385025,.14695135,.5700441,.14241862,.33085507,.007079856,.096770391,114.94083,181.14964,132.98628,11.496005,1.0147393,.24796858,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.8287576e-06,.15438659,.084838323,.1315116,.83943361,.6846205,2.3788431e-29,.28924343,.062680528,.11073228,.40156081,.30636588,0,.010736017,0,3.8287576e-06,.13783014,.078121349,102.02925,128.75003,121.02634,165.65637,192.37346,177.37657,114.58613,144.19455,138.5834,4.9991837,17.172199,7.856854,.81349772,1.1411797,1.0450901,-.29768118,.54816306,.29294622,.00048068806,.23173176,.15302071,134,104,61,91,48,121,21,109,38,30,35,9,91,6,58,25,17,49,41,10
2016,18A,2530.021,1745.3429,349261,259503,.073141582,.32282069,.18399374,.070750631,.090680018,.050578501,.022563083,95.318199,168.69313,157.2334,60.234886,2.1690652,.19113311,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,2.2058457e-11,.075742565,.038092878,.0041349428,.28509259,.19944149,2.9036615e-33,.085704759,.05455815,.00021987793,.12585343,.068815365,0,.017108766,6.3159282e-06,0,.03470318,4.2551704e-10,79.126198,119.86749,91.862946,108.69952,186.33894,164.75557,135.61113,166.14445,152.75006,7.3611259,100.18076,19.833372,1.3763131,2.3722162,1.6712036,.10907051,.25849161,.20048003,.019417122,.59635317,.21559383,134,85,117,100,86,77,64,55,34,34,17,31,99,109,49,38,12,36,55,9
2017,18A,2530.021,1745.3429,349261,259503,.15010245,.30763051,.38288859,.14382195,.19024967,.10128551,.048816949,123.87605,226.47832,192.00693,54.735004,1.5396252,.2160057,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,2.8339852e-07,.22975853,.10881601,.073220484,.592691,.47728565,2.3731592e-29,.24892901,.11323821,.024101602,.28336763,.18398356,3.3762318e-18,.10881601,.031775001,0,.082236923,.00013510439,120.99334,146.57457,127.48391,165.41428,318.99557,169.76195,134.88254,181.18173,170.86673,7.1667228,152.88921,15.611143,1.0184524,1.5707605,1.2909472,-.17312621,.48996118,.29461634,.0097530289,.42843074,.30798301,134,75,93,87,54,72,51,86,36,31,23,39,115,116,50,38,13,41,48,11
2018,18A,2530.021,1745.3429,349261,259503,.16845968,.30710381,.46223563,.15908195,.24000148,.10530747,.063152216,133.36635,215.61737,186.73747,10.468118,1.3898339,.20887032,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.00067742402,.23428908,.11648532,.14607529,.69850582,.58007753,2.3731592e-29,.28010678,.088231586,.045366541,.38532826,.19859768,0,.095549457,.00038328432,.00039148252,.053454198,.040730625,119.63954,152.28523,149.26326,206.19687,230.51898,210.40645,174.87151,194.5195,184.67079,5.0650735,14.861139,6.1835761,1.1006471,1.6114379,1.5378156,-.25732937,.69368458,.16117947,.064708911,.47524497,.20140578,134,74,88,88,50,69,51,80,44,41,41,46,89,108,52,34,14,41,47,12
2019,18A,2530.021,1745.3429,349261,259503,.20259997,.35348928,.51015353,.17855164,.24101561,.1120137,.090586282,116.68713,167.13162,180.89117,10.039668,1.371485,.27475432,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.00055801793,.26336759,.1680672,.15354873,.74116719,.6137926,7.3406820e-30,.32528335,.13695334,.062529363,.37612665,.17743525,0,.10251848,.000020776115,.00049741304,.1154916,.086357579,94.902473,140.20239,135.76726,176.87219,196.68108,189.64909,171.82001,184.8802,180.06564,5.0084796,14.611217,6.024951,1.1155082,1.565347,1.5023847,-.16514611,.66554165,.35177383,.12469096,.59181082,.26336658,134,71,87,89,47,76,47,65,32,27,16,49,13,106,47,35,18,37,48,14
2020,18A,2530.021,1745.3429,349261,259503,.19989844,.36794817,.4895038,.1768457,.23171179,.11895212,.080946311,121.60534,166.50613,177.92172,52.507996,1.3714638,.21928923,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.0013671775,.24356136,.17507026,.14794368,.72523326,.57199663,8.7233387e-30,.30431506,.1127549,.082211711,.33166975,.18510176,3.3992715e-36,.10610239,.00072930387,.0005163172,.11713766,.043070808,96.953064,141.69731,132.13264,177.84714,195.88519,189.90196,173.5556,182.90714,179.69818,5.8781805,74.818321,11.003874,1.1799728,1.545204,1.3751414,-.20123601,.54547614,.29986894,.18315181,.61158234,.29356393,134,85,101,90,49,76,66,73,39,23,14,41,28,106,47,36,17,35,48,16
2021,18A,2530.021,1745.3429,349261,259503,.2267568,.40309304,.50633758,.19982687,.22388162,.14412773,.08262907,128.98959,174.37419,179.70238,10.243011,1.2967309,.21742053,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.00024214623,.36159578,.18237296,.077520974,.78458047,.56995767,1.1116439e-35,.4157187,.11382025,.035887737,.31426045,.17492294,2.3839244e-12,.20534803,.0360801,.000064717489,.090587988,.072616816,109.35508,152.62735,141.12611,154.5284,192.69946,186.6998,152.01021,198.52005,188.91745,5.5246782,14.577633,7.1177964,1.1309634,1.477698,1.3520603,-.32586089,.62944704,.20627403,.20078819,.72862017,.32255778,134,77,93,91,48,76,58,77,41,31,11,33,96,87,44,39,16,33,52,16
2022,18A,2530.021,1745.3429,349261,259503,.19962999,.3490451,.53029245,.23690048,.21515651,.12139452,.078235477,133.13309,179.76317,183.86203,9.9746084,1.2207828,.20126851,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.0016201907,.32311624,.20147908,.11113367,.85603493,.61849308,6.8463069e-26,.48250747,.11389941,.054656763,.30777061,.17966156,2.8514288e-11,.19014125,.052887585,.00038252596,.084715001,.073565602,105.16489,159.48413,146.22878,174.87695,196.53381,190.35283,148.80374,206.79314,191.30363,5.0000095,14.555584,6.2117076,1.1004995,1.3912908,1.1507747,-.26979917,.57639587,.27395999,.25639871,.52295208,.31231165,134,108,88,93,46,110,51,94,47,23,18,32,92,57,41,45,15,30,58,12
2012,18B,2408.2422,1855.6708,349261,259503,.068125218,.095141143,.64264297,.026786843,.54773092,0,.068125218,105.55233,281.47092,,25.517317,,.72563839,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,6.4847618e-17,.087435409,.047714718,.41462418,.86079741,.71186006,0,0,0,.36951995,.70073903,.55843413,0,0,0,6.4847618e-17,.087435409,.047714718,87.839355,119.34997,107.84506,236.49155,330.16757,310.42316,,,,2.8405612,22.847267,6.3885441,,,,.43201947,1.1557343,.7760269,5.6638234e-16,.15825137,.065074787,134,26,31,132,11,67.5,26,27,18,20,119,,81,,85,4,11,57,36,7
2013,18B,2408.2422,1855.6708,349261,259503,.09678106,.11280433,.70660073,.032602455,.57721722,0,.09678106,107.33539,211.19229,223.12039,13.730174,1.876343,.48702058,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,9.0207096e-17,.11020604,.053736486,.43055859,.96002424,.76990199,0,0,0,.37048277,.72272432,.56062162,0,0,0,9.0207096e-17,.11020604,.053736486,90.504669,118.72026,110.15015,182.22675,240.80289,213.25624,165.45508,264.74176,257.90845,3.5482459,22.847267,5.7296987,1.3884974,2.3044467,2.0064845,.20511812,.81414211,.41761976,8.4402339e-16,.14389162,.086617492,134,77,22,131,9,129.5,14,86,16,14,57,39,57,120,82,5,14,56,37,7
2014,18B,2408.2422,1855.6708,349261,259503,.15780543,.20448104,.73002744,.081252776,.5386703,.047701079,.11010435,105.69588,202.38924,224.97691,9.8436203,1.8947794,.5028652,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,6.2613970e-10,.26040602,.13168363,.46952116,1.0221971,.73219407,0,.22425732,0,.35354847,.72083282,.48184258,0,0,0,6.2613970e-10,.17361438,.12983838,94.088577,119.61212,112.15346,186.93068,223.76178,200.43628,200.92841,247.20628,238.62292,2.7640717,19.555649,4.9212208,1.7318444,2.1501768,1.8410344,.2289696,.86127514,.52174217,.0043376763,.31169572,.15862252,134,51,24,119,12,88,17,86,19,25,47,50,69,127,74,11,15,51,40,10
