year,mnlegdist,legdist_n_kids_u5,legdist_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_mnlegdist,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2019,16B,2250.7366,1657.3795,349261,259503,.14761788,.16922948,.73843426,.16250168,.50179517,.073480457,.074137427,120.82621,159.03775,137.81183,12.485319,1.066375,.36939818,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.0011012007,.19175196,.17375979,.42503357,.94565904,.75619853,0,.29155099,.12045652,.27639037,.5261631,.4897939,0,.12293103,.10343082,.00058923027,.076587856,.058591772,114.59798,124.71145,122.61305,153.63892,174.90167,157.56841,115.57372,151.71454,149.83456,3.1944506,8.8965921,4.5745716,.90878713,1.1546073,1.1315174,-.060479347,.58228064,.40190005,.071912885,.25466126,.20992374,134,106,20,94,4,97,61,124,21,29,8,16,30,27,68,22,10,37,48,14
2020,16B,2250.7366,1657.3795,349261,259503,.18502492,.17523175,.83787763,.18945941,.53622878,.072835468,.11218944,126.65392,164.035,151.9391,78.326385,1.164991,.47237524,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.013164368,.25154725,.12132905,.51703155,1.0406518,.88795483,4.0143579e-22,.34960741,.16237485,.22938986,.66843963,.53535503,0,.12420593,4.4822558e-14,.0077871447,.13055894,.091448531,117.03613,132.03297,129.12755,153.91646,176.11113,159.80284,150.58102,158.33563,152.89639,9.5555754,116.41672,97.844879,1.1376419,1.2077684,1.1608796,-.026397726,.72969335,.44501981,.080945678,.25784296,.20124546,134,94,7,87,2,103,37,128,16,29,9,18,51,54,64,23,13,35,48,16
2021,16B,2250.7366,1657.3795,349261,259503,.18098111,.1783904,.79171175,.21847261,.47023582,.077977836,.10300328,125.98355,172.75035,173.83118,7.5463848,1.2716756,.39857861,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.0034399158,.24700445,.082672775,.38598022,1.0898741,.84982145,0,.43848366,.16478702,.18710721,.57288992,.46253297,0,.11928245,7.1369999e-10,.00067389745,.13014303,.078515187,120.43604,130.77267,128.98425,161.62216,186.78061,167.31,160.24722,190.60283,163.61111,3.6000073,7.6250224,4.8688164,1.0957397,1.4130856,1.162511,-.15290961,.7146275,.36500704,.082005046,.25591511,.1427329,134,103,14,81,3,102,38,127,18,27,9,24,50,80,59,28,13,33,52,16
2022,16B,2250.7366,1657.3795,349261,259503,.22107252,.20327203,.83911949,.33573985,.46201187,.17970476,.041367773,137.86031,166.92032,172.30783,13.741444,1.2754112,.46152854,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.0033474867,.20243281,.18875913,.4805432,1.0039356,.94029391,.0005495174,.4811404,.36320513,.19695345,.60128117,.40582401,.000063170824,.20041698,.11541188,0,.070701793,.000041659885,136.88416,142.80533,137.85153,159.63695,173.34068,164.62628,159.6389,180.75806,173.25101,4.3069935,21.763931,9.4722414,1.0891705,1.4269478,1.3193758,-.13939109,.56529856,.49827933,.11507502,.24078177,.2015904,134,90,9,62,2,75,107,126,12,32,6,21,123,82,55,40,5,30,58,12
2012,17A,2384.1482,1874.5002,349261,259503,.12509786,.10619903,.78048599,.085995033,.56939316,0,.12509786,94.276451,253.2874,,40.130733,,1.0211786,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.10990743,.00051352801,.093092218,1.0196635,.7428652,0,.08274886,0,.046866562,.80279315,.57424611,0,0,0,0,.10990743,.00051352801,83.613472,105.60522,93.440933,88.462944,370.23373,291.68088,,,,4.4444537,59.500122,15.305587,,,,.032501161,1.4524038,1.1228862,0,.13498729,.0099378033,134,9,10,109,7,67.5,9,23,5,6,88,,93,,73,11,16,57,36,7
2013,17A,2384.1482,1874.5002,349261,259503,.6697644,.15093656,1.3001184,.085995033,.57952088,.035161838,.63460255,93.38488,127.69933,127.12762,20.538805,1.1720771,1.5186771,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.15605688,.034872927,.11906568,1.1228281,.75452185,0,.08274886,0,.032817844,.87164569,.56212157,0,0,0,0,.13906528,.0026702378,80.936729,107.68524,95.806839,73.733192,175.52229,120.00801,99.39991,156.25029,118.68314,4.7500091,34.500069,15.305587,.8834573,1.4346317,1.0917029,.022131115,.92834479,.69448292,0,.15982968,.11758706,134,1,1,110,8,82,1,76,1,4,3,3,93,15,45,7,49,56,37,7
2014,17A,2384.1482,1874.5002,349261,259503,.18174426,.21121946,.8166948,.097629257,.58459353,.047272295,.13447197,90.601044,144.5936,150.83878,15.089777,1.3690535,.69000214,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,4.0627528e-09,.30723518,.15774634,.12735654,1.2316321,.88408089,0,.12267342,5.7311668e-33,.046920389,.82029974,.54280519,0,.00011589286,0,1.4088772e-16,.22942889,.11928293,79.405418,103.85702,92.797539,94.261063,196.82475,128.15459,104.28525,229.25275,121.4647,3.3611178,23.111156,6.2548122,.9744848,1.9688411,1.1216377,.034667354,1.1686238,.86194313,6.0596922e-06,.29838514,.15706822,134,38,8,112,6,90,14,83,7,4,7,15,112,64,72,12,16,51,40,10
2015,17A,2384.1482,1874.5002,349261,259503,.13434474,.15506007,.72476703,.11780324,.52292496,.050305896,.084038839,97.045372,137.2744,140.36258,20.049086,1.2674801,.54170805,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,0,.20949146,.0011164721,.045555271,1.0321964,.72911656,0,.15707541,2.1240134e-32,.031454276,.7784946,.45227414,0,.00011617305,0,0,.10276331,.000062941246,88.487198,108.68237,94.793022,107.6389,174.44453,130.51393,100.44454,186.74535,122.12514,4.0277858,32.527843,15.805586,.92788512,1.7251502,1.1786902,-.22996627,.94730741,.45979542,0,.25752443,.088093929,134,86,18,103,9,89,27,105,14,9,5,13,130,45,72,16,12,49,41,10
2016,17A,2384.1482,1874.5002,349261,259503,.056772821,.23026629,.23495705,.059589002,.12552677,.0069315503,.04984127,43.887802,172.67299,182.3446,36.085026,3.9687574,.4395088,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,.10530504,0,.000051651383,.30336207,.22593251,0,.000091316877,0,3.3037456e-14,.22541246,.10001139,0,0,0,0,.05056541,0,22.627232,54.769802,39.181587,90.827705,214.69455,185.97177,180.11064,193.49361,187.21582,11.194467,42.33342,30.26395,2.1996822,5.0047989,3.78232,.24655212,.64295,.37576318,0,.33536577,1.1290140e-36,134,93,96,105,50,120,17,81,4,2,20,40,84,126,53,25,21,36,55,9
2017,17A,2384.1482,1874.5002,349261,259503,.082936794,.21578936,.48089215,.10925214,.29558274,.0068795211,.07605727,94.946114,246.98891,168.92625,53.852917,1.3952862,.35378668,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,1.9664731e-24,.13102071,.049444813,.010885186,.73819506,.46694368,0,.15707541,5.9088854e-33,1.6544834e-07,.44826341,.28627491,0,3.8215557e-22,0,8.0766361e-28,.11664341,.04607955,82.132858,107.0204,93.564896,115.92537,374.97272,259.93237,120.88164,146.39557,127.75665,3.9166744,28.250057,10.277799,1.1218882,1.4081475,1.1531183,-.10371172,.65991336,.47302717,4.7437264e-20,.23020674,.1440075,134,122,50,100,15,130,27,107,17,3,38,23,114,97,61,23,16,41,48,11
2018,17A,2384.1482,1874.5002,349261,259503,.11943759,.23311846,.61561763,.14970101,.38322526,.036746278,.082691312,104.24078,180.62103,204.80399,22.724289,1.7497097,.40044689,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,9.1242084e-15,.21690555,.10215828,.044214778,.94905037,.56807399,0,.22071742,6.5466700e-17,.0009124807,.55634344,.34753275,0,0,0,0,.1167391,4.1142630e-06,88.28772,133.85065,111.77628,145.32907,211.82053,184.25594,197.41562,221.58412,208.48817,4.3888979,39.138966,17.250034,1.7042334,1.8351613,1.7170043,-.13483287,.79897708,.36138535,3.0567185e-10,.36941937,.12789305,134,109,38,92,14,115,35,99,20,13,14,51,131,134,62,24,13,41,47,12
2019,17A,2384.1482,1874.5002,349261,259503,.082939297,.16327,.5222947,.10742828,.3357462,.0038190682,.079120234,107.34132,158.55969,142.24455,53.656269,1.2787284,.1544687,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,1.1744275e-25,.09252885,.035846636,.062796608,.69428706,.43888888,0,.10719796,2.7937973e-38,.00087395112,.45701426,.31025964,0,0,0,3.7606987e-26,.091823891,.030929122,96.602478,123.03354,108.67656,137.27785,182.47227,145.46219,133.64626,140.33105,138.53516,4.2777863,32.583397,17.236145,1.1919243,1.2938915,1.2403958,-.2690877,.33709472,.074836485,7.3403161e-17,.21794185,.12084627,134,130,79,109,24,134,56,125,47,14,7,20,99,81,64,21,15,37,48,14
2020,17A,2384.1482,1874.5002,349261,259503,.10977898,.20112935,.59471399,.12609033,.38531172,.026467044,.08331193,110.73955,175.07709,182.06004,34.170506,1.5612191,.23045585,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,9.1309305e-15,.17802113,.071328267,.1251222,.77092981,.54963875,0,.072017573,1.3982745e-07,.001279926,.56125486,.33274788,0,1.8823999e-07,0,0,.11947467,2.9989117e-10,94.054749,126.73122,113.85788,144.26149,195.19984,189.90627,168.15891,195.19984,182.71371,4.6395202,30.388948,18.263924,1.5045649,1.6888282,1.6130275,-.2003793,.52521062,.15016088,6.4803957e-10,.28546828,.14853375,134,126,63,107,14,127,63,124,37,13,20,46,17,132,65,21,14,35,48,16
2021,17A,2384.1482,1874.5002,349261,259503,.16293383,.24956653,.62634915,.15237319,.37236041,.061318293,.10161554,111.8254,167.55544,171.34616,11.310185,1.3520527,.30415642,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,7.6428408e-10,.25543696,.074266315,.02440758,.96206212,.51613343,3.6374855e-38,.21381387,.0036001375,.00020459064,.55001867,.32819462,0,.045319371,1.6001079e-26,2.9815038e-16,.11822905,.045046479,97.091042,131.7999,113.06164,150.50189,185.11394,162.30002,145.77202,190.91673,164.40002,3.3180621,17.952011,6.7111244,1.1729419,1.4857087,1.281739,-.24286218,.92328674,.12515168,.000042514439,.40864578,.17591864,134,117,51,106,15,112,42,114,31,15,8,22,112,102,59,24,16,33,52,16
2022,17A,2384.1482,1874.5002,349261,259503,.17781587,.27816367,.65046722,.21410489,.37047845,.11193198,.065883882,122.43536,172.93175,167.3019,15.071794,1.3110013,.32172185,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,9.7624886e-10,.29061165,.11425717,.10771514,.95845622,.54868311,7.4228078e-30,.31141385,.068530835,.00075131789,.52212906,.31421921,0,.14774673,.000074064686,0,.10428474,1.0477939e-33,103.99471,140.04404,127.79799,155.57574,192.44566,169.86116,145.95409,190.25755,162.08334,3.8611188,25.611162,15.52781,1.1624393,1.3847103,1.2951663,-.16660041,.92633766,.18518493,.00029519084,.46547994,.17438671,134,115,49,102,11,113,64,108,30,13,10,17,129,94,57,33,10,30,58,12
2012,17B,2539.6094,1905.2476,349261,259503,.028779585,.050373178,.46462253,.078058757,.35778418,0,.028779585,110.95312,189.58176,,16.096283,,.43337059,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.000026633996,.050675903,.023370914,.24530938,.6851784,.52658606,1.0449997e-13,.14241168,.046926521,.22047029,.50687116,.42287382,0,0,0,.000026633996,.050675903,.023370914,106.61639,116.40608,111.43292,157.68103,177.42738,161.61841,,,,4.6673465,15.444478,7.572773,,,,.142703,.75290179,.56121981,.00022068492,.071343713,.057368755,134,57,87,114,46,67.5,57,58,37,28,14,,60,,77,17,6,57,36,7
2013,17B,2539.6094,1905.2476,349261,259503,.061969917,.10171963,.4708426,.078058757,.35714653,.026332622,.035637297,112.88985,166.26103,154.56853,11.421335,1.3099856,.25937924,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.000063990949,.10129964,.067512996,.24662861,.69676697,.5328936,1.0449997e-13,.14241168,.046926521,.22540776,.49671504,.42437041,6.8045674e-14,.037771396,.007515003,.000027858337,.064437039,.036410656,106.94675,118.10844,112.47679,157.15604,173.10559,161.11969,136.26303,169.27226,157.63997,4.1005011,15.472254,7.1925793,1.1971661,1.4170153,1.283736,.078584813,.46456775,.34014279,.00073725946,.15879178,.11674374,134,94,92,115,46,90,50,92,39,25,27,13,46,40,76,17,8,56,37,7
2014,17B,2539.6094,1905.2476,349261,259503,.122402,.21637443,.50789315,.092797987,.37065408,.077960894,.044441096,113.30092,171.35052,161.4521,8.5205345,1.3932345,.24327457,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.023581238,.18921602,.11145264,.24785276,.73126888,.59799612,9.5137703e-16,.20122942,.039675593,.19189192,.50313145,.43800819,1.5848847e-14,.16133317,.027955668,.00098032819,.016766395,.015820999,103.61038,126.0689,120.72453,163.03621,175.97783,167.34392,154.60728,170.83893,160.95752,3.2376776,12.809316,5.9583454,1.301037,1.461895,1.3709408,-.060707927,.45861968,.31444645,.082018405,.27355438,.22133979,134,83,96,113,40,70,61,78,41,28,26,19,50,72,73,18,9,51,40,10
2015,17B,2539.6094,1905.2476,349261,259503,.13854602,.24473256,.50109684,.095194608,.35390377,.086547531,.051998481,111.44422,171.44472,156.23441,8.4091854,1.3483435,.27041444,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.036768828,.20779093,.12698418,.25006819,.69714445,.5825606,9.5020198e-16,.20654242,.043464463,.19398409,.4567655,.40090269,6.0966521e-09,.17072168,.041852683,.0028564811,.033019751,.030448085,100.88673,123.02222,117.55385,163.68776,178.52783,165.98122,147.57819,168.86115,158.85657,3.1551924,12.368281,5.9339366,1.2712888,1.4123735,1.3442495,-.11471228,.53545952,.3428736,.12849213,.31447044,.24574572,134,83,90,108,36,73,57,74,37,28,25,26,54,69,71,19,10,49,41,10
2016,17B,2539.6094,1905.2476,349261,259503,.10004471,.36915785,.20717689,.070440218,.088683285,.051991314,.048053399,81.893837,189.00357,186.72638,12.871342,2.3706641,.29675847,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,.00067907514,.19347101,.091326319,.019409215,.37376809,.20269224,1.2933776e-15,.15662219,.029734453,.0087511642,.14366308,.09056858,1.1454724e-14,.11728551,.011407524,.000053206764,.078989752,.057556584,68.749016,98.462006,88.56105,162.4787,179.61671,169.76306,154.5773,184.49954,160.92856,3.1301432,15.321795,7.3787394,1.643224,2.3041818,1.7682917,.13579603,.48829049,.3486113,.070535749,.52747285,.45631924,134,62,112,101,94,75,20,38,18,24,31,43,62,114,43,34,23,36,55,9
2017,17B,2539.6094,1905.2476,349261,259503,.15510146,.34049195,.38705078,.10882598,.24091177,.11778843,.037313029,120.90294,204.4193,165.71977,10.940387,1.3441294,.23960729,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.028779829,.25536948,.13068186,.15819286,.5815711,.44079614,1.7102440e-15,.23639132,.040249817,.12254708,.32315016,.2804935,.00084481912,.23677774,.073979482,.00030892788,.016705198,.013793282,117.91733,138.91373,129.82254,170.88939,182.32506,173.98956,136.05359,168.59293,160.34137,3.3055623,13.500028,7.1250143,1.1108264,1.3497682,1.2930453,-.035942525,.45738205,.23621389,.23215921,.44397783,.34022525,134,68,91,101,33,60,74,75,33,26,14,19,56,77,62,28,10,41,48,11
