year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium
2018,3652,3135,Benton,.13452971,.62701219,.17670201,.083301894,.039683357,157.83315,236.89894,222.84816,12.914234,1.394062,.075745843,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,28,20,28,77,40,57,75,65,72,44,67
2012,467,393,Big Stone,,.53005815,1.1496626e-14,,.095200956,87.521477,377.48422,,61.905067,,.75010896,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,52,79,,24,,30,6,71,,47,
2013,467,393,Big Stone,.00036079923,.5949595,1.1496626e-14,1.1496626e-14,.08471553,90.035278,132.5761,127.50494,15.97442,1.1584533,.30080774,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,48,79,49,28,44,20,6,14,7,28,14
2014,467,393,Big Stone,.00042810745,.59716755,1.1496626e-14,1.1496626e-14,.08471553,94.595291,133.25279,129.33662,15.086942,1.1924576,.19233166,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,49,79,62,47,57,46,20,10,11,54,18
2015,467,393,Big Stone,.000437982,.62073928,1.1516730e-14,1.1516730e-14,.091798276,89.510849,134.48741,134.48741,15.251574,1.2547116,.27277371,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,44,77,66,43,61,35,12,11,14,57,30
2016,467,393,Big Stone,,.59535062,1.1496626e-14,0,.13373996,94.831825,371.15015,560.24097,28.864689,1.5767316,,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,42,76,83.5,26,,,15,79,83,63,61
2017,467,393,Big Stone,,.55795246,1.1496626e-14,,.091798276,90.836128,396.11548,,75.482147,,,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,49,76,,52,,,19,71,,77,
2018,467,393,Big Stone,,.63591528,1.1496626e-14,,.11276912,95.040092,187.90094,,15.253117,,,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,26,76,,34,,,14,29,,60,
2012,3985,3033,Blue Earth,,.88991404,.23320705,,.16920142,110.87747,151.15738,,32.897255,,1.0064145,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,6,6,,8,,12,56,3,,20,
2013,3985,3033,Blue Earth,.010783652,.89995027,.234593,.007219906,.16724709,117.26051,160.45355,131.36295,13.755829,.99402654,.29156885,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,8,9,38,9,40,24,58,39,10,13,2
2014,3985,3033,Blue Earth,.039927229,.89979202,.27231994,.037691001,.18082389,116.81481,169.84148,164.72809,10.687814,1.2171892,.31178457,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,12,8,38,10,40,30,60,40,31,21,21
2015,3985,3033,Blue Earth,.035934407,.8857525,.28196073,.033053316,.18390708,116.62149,165.42123,132.05508,9.8043766,.96894282,.33017394,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,6,6,43,10,49,26,60,33,11,17,5
2016,3985,3033,Blue Earth,.035054732,.8268699,.28282183,.024112798,.19964756,124.81315,187.31461,162.20784,10.435064,1.0699739,.21046142,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,8,4,59,7,61,43,56,26,32,21,8
2017,3985,3033,Blue Earth,.065697894,.87009436,.36021969,.056973156,.20196886,120.88521,175.73747,166.36761,11.566237,1.1507652,.29039094,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,5,3,54,8,64,26,61,4,36,21,28
2018,3985,3033,Blue Earth,.063938089,.8335678,.33549345,.048725933,.21081027,127.8547,194.74619,158.93433,8.6076612,.97629941,.29714492,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,5,4,54,6,65,19,58,36,40,13,10
2012,1576,1222,Brown,,.93788058,.1391149,,.083518274,99.844902,173.88779,,99.977043,,1.1786355,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,3,24,,30,,3,32,9,,67,
2013,1576,1222,Brown,.012756039,.90580875,.14717846,.014228407,.0079877106,111.45506,149.24594,155.65598,28.708391,1.4073442,.33739972,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,7,25,34,76,37,17,46,22,20,67,31
2014,1576,1222,Brown,.032330364,.94651777,.14717846,.043918196,.10163707,103.36901,142.46637,127.98373,7.8094215,1.1191471,.4130711,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,10,31,33,42,43,17,40,16,10,4,11
2015,1576,1222,Brown,.031545237,.92029977,.1450571,.036503751,.17870906,96.421188,142.63454,130.25266,7.6177526,1.1425401,.46973506,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,4,30,39,12,52,11,26,16,10,3,15
2016,1576,1222,Brown,.070395887,.88767636,.15858126,.07473968,.13779414,111.66706,160.41922,131.21072,10.48495,1.090359,.41965944,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,4,25,33,25,51,14,43,9,7,22,10
2017,1576,1222,Brown,.080911465,.94350916,.18592201,.094003767,.20125952,97.738274,169.50375,123.24014,9.7099638,1.0237057,.50133955,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,3,21,31,9,60,10,28,3,10,12,13
2018,1576,1222,Brown,.058051236,.87269551,.15858126,.069745384,.16116703,108.00591,158.62105,124.69801,7.6989036,.9785791,.40415934,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,3,27,40,12,66,12,37,8,9,6,11
2012,1833,1346,Carlton,,.50132895,.10747224,,.10509999,110.84766,212.34883,,87.431061,,.48379496,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,59,37,,18,,61,55,29,,61,
2013,1833,1346,Carlton,.051119816,.58165753,.13754836,.038447242,.11845055,114.46964,148.49701,158.60742,26.479704,1.2430314,.18815728,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,50,27,18,15,19,45,54,20,22,63,18
2014,1833,1346,Carlton,.13901642,.6644454,.173126,.1158739,.20004371,98.865112,129.47829,116.81297,12.495418,.90066808,.46681765,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,43,20,9,7,11,11,30,6,4,37,2
2015,1833,1346,Carlton,.20622216,.62491339,.18027472,.1331718,.18894665,100.45779,139.59865,125.83649,12.765197,.97300249,.54915386,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,43,16,7,8,6,7,34,13,8,40,6
2016,1833,1346,Carlton,.38359079,.56805193,.23828153,.27306819,.070496142,126.91384,152.81517,159.17436,14.698458,1.1801817,.65191716,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,45,11,2,55,1,6,58,7,29,35,26
2017,1833,1346,Carlton,.38814563,.60699266,.26258829,.2723771,.11985051,119.25127,203.17616,175.44171,19.310688,1.2432671,.63965899,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,35,9,1,34,1,5,60,17,45,33,41
2018,1833,1346,Carlton,.1940303,.53375155,.15864824,.13548774,.1476047,102.12563,161.19658,153.82579,10.827525,1.0993046,.36371115,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,43,26,13,19,22,14,24,11,32,31,34
2012,6403,4796,Carver,,.48343372,.23082836,,.0030655414,194.98212,245.62079,,25.901443,,-.36140358,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,.4841477,.2403207,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,,,,,,,,,,,,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,65,8,,81,,85,84,47,,18,
2013,6403,4796,Carver,.15636496,.50009531,.25156206,.09499339,.0030418378,203.07722,256.62949,262.00607,20.569286,1.363125,-.18950084,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,.49868381,.26189497,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.10785847,.19421174,,,,,,,,,,,,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,65,5,9,80,7,86,85,81,68,49,26
2014,6403,4796,Carver,.14128865,.55001152,.30540365,.097588584,.020636145,195.9814,244.53317,268.25269,10.199839,1.4073225,-.219993,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,.52920616,.29047146,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12775677,.21319695,,,,,,,,,,,,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,59,4,15,82,10,86,83,78,75,18,38
2015,6403,4796,Carver,.20244999,.55150956,.32738537,.1379158,.020937305,202.52658,247.82153,270.17773,9.8316584,1.3994526,-.13564175,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,.50646752,.28420332,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.12965491,.23989481,,,,,,,,,,,,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,54,2,4,85,7,81,83,76,79,18,49
2016,6403,4796,Carver,.22668426,.53480226,.33670124,.15213379,.020929519,214.59308,260.9873,269.02686,9.8674984,1.3004247,-.17911786,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,.5114966,.29942033,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.13189498,.26534769,,,,,,,,,,,,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,53,2,9,86,10,79,85,66,72,18,39
2017,6403,4796,Carver,.25347012,.58965176,.40838966,.17853065,.020822603,213.3945,253.0835,252.70065,9.9440346,1.2245109,-.1304248,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,.52594823,.32267669,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.13390929,.28405517,,,,,,,,,,,,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,39,2,7,86,13,73,85,43,71,13,38
2018,6403,4796,Carver,.21253434,.5551936,.37888706,.14735201,.026736123,232.57683,282.75336,286.11972,8.8683939,1.2300646,-.18831044,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,.49953386,.31540722,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.13458036,.29472584,,,,,,,,,,,,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,39,3,10,83,17,76,84,74,77,16,51
2012,3547,2230,Cass,,.48294595,.036755566,,.20965435,96.86924,344.23752,,71.136475,,.5954808,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,66,64,,7,,48,22,67,,54,
2013,3547,2230,Cass,.010981932,.50816506,.03839108,.0059109968,.19833159,103.74567,161.37502,202.46707,29.02718,1.6090386,.17489991,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,62,65,40,7,39,47,27,41,41,68,45
2014,3547,2230,Cass,.057568781,.7832045,.2686685,.25029165,.1461364,104.56258,219.01851,217.38251,23.435719,1.6973522,.4355132,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,23,10,1,14,31,16,44,70,57,79,59
2015,3547,2230,Cass,.086578816,.5003221,.046028387,.034863263,.1529121,100.7977,191.98085,174.60175,23.358286,1.335749,.25213072,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,67,64,40,16,25,36,35,58,50,79,40
2016,3547,2230,Cass,.17939073,.44878897,.026003823,.091631055,.17201717,100.18203,184.40897,154.57832,47.878124,1.1110984,.33457467,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,74,70,26,12,21,25,22,24,26,79,14
2017,3547,2230,Cass,.16447523,.44786403,.03605013,.096558906,.19349372,90.527702,384.2016,218.30077,53.572803,1.3262905,.30835268,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,74,68,29,11,30,22,18,69,66,69,50
2018,3547,2230,Cass,.19056574,.38268426,.086271085,.10544557,.11458997,108.98296,204.25104,155.99255,23.103807,1.1386771,.21019463,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,80,47,18,32,24,38,40,42,35,80,40
2012,746,589,Chippewa,,.66497433,.084474474,,.086914606,88.211578,182.23247,,19.018106,,.92492765,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,32,48,,28,,16,7,11,,11,
2013,746,589,Chippewa,.013676085,.65041602,.084474474,.014090008,.085184999,87.612968,90.83448,105.41986,13.615007,1.0109102,.38339078,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,37,49,35,27,36,13,4,1,1,11,3
2014,746,589,Chippewa,.05125536,.7271589,.084474474,.049023673,.12834348,88.254951,113.20399,119.85265,13.122483,1.0964768,.44085979,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,33,54,30,25,34,14,11,3,7,42,8
2015,746,589,Chippewa,.068326265,.65006435,.10715707,.05762431,.05394569,103.23401,115.77747,108.01589,15.875443,.96449137,.32532319,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,40,39,27,64,35,28,39,3,2,63,4
2016,746,589,Chippewa,.055147834,.63787484,.084474474,.046636324,.099626169,95.288254,100.20993,127.95827,16.51895,1.1177113,.33207816,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,36,49,49,43,56,27,16,3,4,38,16
2017,746,589,Chippewa,.033902761,.60527003,.10715997,.027169449,.11035623,94.577721,192.75439,126.02464,33.988823,1.1228774,.18496667,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,36,46,66,38,71,41,24,10,12,54,22
2018,746,589,Chippewa,.20068549,.51838815,.093069963,.12865193,.062616125,120.37087,216.73576,214.978,32.986954,1.814374,.26871738,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,47,46,14,62,20,25,53,56,71,85,81
