year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium
2012,2630,2129,Mahnomen,,.34578466,.036196534,,.14238462,67.883362,248.99988,,36.493,,.69379598,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,84,65,,10,,36,1,48,,24,
2013,2630,2129,Mahnomen,.27725852,.36073661,.036196534,.0845723,.14218071,68.279686,112.29554,112.22736,15.750182,.88933784,.87527668,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,86,66,10,11,1,3,1,3,2,25,1
2014,2630,2129,Mahnomen,.16592538,.50748426,.047901716,.11069959,.26535013,54.655399,100.14024,105.41026,12.527681,.88561022,.71606886,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,72,64,10,5,8,3,1,2,2,38,1
2015,2630,2129,Mahnomen,.18485716,.46120474,0,.11968385,.20657618,58.541035,254.78159,145.77151,12.602732,1.2946279,.65170985,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,78,82.5,9,6,8,3,1,78,26,39,38
2016,2630,2129,Mahnomen,.1585284,.44479293,0,.14638814,.18310505,59.029213,180.40894,146.52519,13.9688,1.2294726,.56385541,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,75,82,10,10,26,8,1,20,17,33,32
2017,2630,2129,Mahnomen,.25655875,.43605655,0,.18232028,.19090979,70.870613,499.45886,159.00836,31.027695,1.2601305,.51496392,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,76,82,5,12,12,7,1,78,31,52,44
2018,2630,2129,Mahnomen,.25837117,.4014585,0,.14861366,.15888992,71.758446,259.26169,157.69019,13.189986,1.0545285,.54309189,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,79,82,9,14,9,5,1,72,36,48,25
2012,422,306,Marshall,,.53026354,.046477731,,.083125465,100.85537,693.57764,,455.09064,,.62025213,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,51,61,,31,,42,35,83,,87,
2013,422,306,Marshall,0,.59678108,.056171276,0,.083125465,108.58109,160.13086,245.93619,51.686611,2.0680852,.19648038,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,47,58,70.5,29,70.5,44,38,37,60,81,68
2014,422,306,Marshall,0,.58924299,.046477731,0,.11403307,102.7845,165.11458,213.16525,35.226791,1.8063834,.18518056,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,51,65,76.5,31,76.5,48,39,34,55,83,65
2015,422,306,Marshall,0,.60390925,.049934529,0,.11403307,104.32786,175.59798,223.71185,35.226791,1.8730788,.22604065,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,45,62,79.5,30,79.5,40,41,45,72,86,78
2016,422,306,Marshall,.11705048,.56162119,.047446016,.022222277,.13312933,109.83385,593.85156,672.20844,32.545227,5.2562056,.27228662,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,46,64,62,28,37,34,38,85,85,68,83
2017,422,306,Marshall,.20281275,.63704473,.045509443,.061904915,.17198648,112.62837,731.86591,115.9534,90.238319,1.054383,.31030375,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,31,64,50,16,22,21,50,83,7,82,16
2018,422,306,Marshall,.000052941901,.53263664,.045509443,1.0530276e-06,.12280293,120.207,217.74794,152.43755,38.784882,1.0904292,-.66032881,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,44,61,78,29,78,81,52,57,29,86,31
2012,1065,924,Martin,,.74118519,.080547854,,1.4547989e-14,103.01942,219.19992,,269.56485,,.88296467,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,22,50,,84,,18,38,34,,81,
2013,1065,924,Martin,0,.77224427,.080547854,0,1.4547989e-14,108.78207,153.91122,247.29716,45.669384,2.2668905,.25375482,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,20,50,70.5,83,70.5,33,40,26,61,78,73
2014,1065,924,Martin,0,.85842299,.080547854,0,.11400323,98.191879,162.12486,210.71295,12.026612,1.9514862,.33762166,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,17,55,76.5,32,76.5,26,28,33,52,34,72
2015,1065,924,Martin,2.3651540e-14,.88121843,.099824384,1.1021203e-14,.11400323,100.26665,159.00092,149.83038,12.026612,1.351969,.38018361,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,7,42,67,31,68,21,33,27,30,36,41
2016,1065,924,Martin,3.3460888e-14,.91413635,.14530119,1.5757652e-14,.11400323,123.01347,191.40027,208.16573,17.687576,1.4860123,.2055468,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,3,29,77,34,78,44,52,32,56,42,54
2017,1065,924,Martin,.0099350139,.83595318,.11806915,.011118227,.13124757,106.33185,263.94781,187.45592,29.943193,1.6690545,.29833004,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,6,39,73,29,75,25,40,50,51,50,71
2018,1065,924,Martin,.01326609,.76459122,.057201706,.013207106,.13135886,105.78279,215.28719,110.89154,11.955219,.91866398,.2676785,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,7,57,71,26,74,27,34,54,4,39,5
2012,2272,1740,McLeod,,.69090438,.081349656,,.072204895,109.68294,235.51559,,14.254049,,.75026965,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,26,49,,35,,29,52,42,,3,
2013,2272,1740,McLeod,0,.77548951,.098214097,0,.1142854,110.04289,201.10265,207.77432,10.541366,1.6999699,.22624414,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,19,42,70.5,18,70.5,38,44,65,45,3,52
2014,2272,1740,McLeod,.054599695,.76532751,.15078372,.052587532,.089968324,115.87772,185.77921,232.6286,10.003712,1.8734199,.24384667,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,27,30,25,45,32,38,58,54,65,15,66
2015,2272,1740,McLeod,.058192175,.74728256,.17646548,.049192134,.089926004,121.94443,199.67972,151.74222,10.003024,1.1890291,.21973483,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,24,18,32,45,40,42,65,65,32,19,22
2016,2272,1740,McLeod,.053357136,.68448079,.13564037,.039945181,.091884032,127.48616,203.36819,158.63618,9.8450012,1.1250308,.090024829,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,28,32,54,46,58,59,60,43,28,17,18
2017,2272,1740,McLeod,.12773313,.66118115,.12366951,.078347929,.098706923,118.04988,206.45747,188.64372,10.027808,1.4661249,.20088238,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,26,38,40,48,44,39,58,18,53,15,62
2018,2272,1740,McLeod,.096768677,.6128127,.110392,.051024623,.090852499,128.08247,228.231,161.21472,8.9796677,1.1063627,.13593115,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,30,40,53,41,51,48,59,63,43,18,36
2012,2996,2195,Meeker,,.45895147,.10723922,,.044791352,115.25589,255.88841,,57.679489,,.38374594,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,70,38,,50,,71,59,53,,44,
2013,2996,2195,Meeker,.026735121,.45327944,.09809269,.0073244348,.044702947,114.93414,168.79262,128.0535,22.678419,1.0587962,.047560778,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,76,43,37,47,31,68,56,48,8,54,7
2014,2996,2195,Meeker,.024457451,.53120029,.09809269,.0073244348,.11303939,107.66705,172.56346,123.76949,13.534629,1.0027015,.062485758,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,66,49,51,33,48,68,48,43,9,46,4
2015,2996,2195,Meeker,.0025692286,.52959114,.097949818,.0028969101,.11303939,108.13698,186.7081,137.81895,13.534639,1.0947137,.0075002429,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,59,44,58,32,59,72,51,52,17,48,9
2016,2996,2195,Meeker,.16245347,.46970958,.13026597,.11446361,.072398223,103.48658,197.61609,162.82886,15.097452,1.6418737,.32093522,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,68,33,19,52,23,28,27,36,33,36,66
2017,2996,2195,Meeker,.23370644,.45742249,.13026597,.15309505,.083273306,117.95666,265.54755,211.85252,17.486956,1.7591453,.22171634,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,71,36,15,56,16,34,57,51,64,30,74
2018,2996,2195,Meeker,.31894177,.43909001,.15045816,.19790648,.068817072,128.83023,214.86375,192.65651,12.370349,1.567559,.35481215,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,70,33,3,56,4,15,62,53,64,42,80
2012,4073,2943,Mille Lacs,,.50148767,.24342008,,.0092717037,123.13113,173.54269,,112.57952,,.36412689,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,58,4,,76,,72,67,8,,73,
2013,4073,2943,Mille Lacs,.082087629,.62617534,.24384461,.041596595,.1002503,128.48863,155.3298,164.44508,50.595665,1.3490475,.19981287,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,42,6,17,21,14,41,67,29,26,80,25
2014,4073,2943,Mille Lacs,.073342256,.54544199,.23642035,.041596595,.044839498,121.3569,155.98134,164.73598,15.54049,1.3651563,.085814312,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,61,13,36,69,24,63,65,24,32,56,31
2015,4073,2943,Mille Lacs,.082967967,.52730411,.24073863,.041440412,.044839498,122.24249,156.53986,169.946,15.54049,1.4080776,.07833337,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,60,10,37,69,26,66,66,25,43,60,52
2016,4073,2943,Mille Lacs,.096200898,.53859633,.26495087,.05209586,.055325683,136.81931,181.01199,167.58473,37.531956,1.2199737,-.028619353,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,52,6,45,65,41,69,70,21,37,73,31
2017,4073,2943,Mille Lacs,.19155385,.4877944,.23923388,.098523431,.055334676,123.16019,181.50473,169.32683,44.028133,1.3313123,.14123251,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,61,12,27,71,24,49,63,6,39,64,51
2018,4073,2943,Mille Lacs,.1715197,.46802813,.23049474,.088121265,.055334676,128.80632,166.27475,178.34988,15.748074,1.3438636,.10831056,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,63,14,22,67,26,52,61,15,57,64,63
2012,3652,3135,Morrison,,.51371932,.02227661,,.060785249,100.4174,295.09238,,91.930656,,.60226339,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,55,71,,40,,46,34,60,,62,
2013,3652,3135,Morrison,.0065473798,.5702219,.029256774,.0046456824,.040575087,107.78592,160.34599,148.42311,31.555347,1.3153619,.12944096,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,53,71,41,51,41,52,36,38,16,71,23
2014,3652,3135,Morrison,.10074752,.63622755,.05874683,.048868153,.076230168,105.19693,159.71448,162.98744,18.123573,1.4405603,.32201281,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,44,62,31,51,17,29,45,29,28,70,45
2015,3652,3135,Morrison,.16116029,.57525009,.053163283,.095671229,.073307127,104.58543,173.66745,155.7682,17.690386,1.369472,.38752824,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,47,61,14,51,10,19,43,42,35,68,47
2016,3652,3135,Morrison,.21384281,.54853082,.049358595,.11213055,.070619829,112.16292,206.32161,164.08789,37.728153,1.3430986,.37527138,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,50,63,20,54,15,17,44,47,35,74,45
2017,3652,3135,Morrison,.16816376,.57103318,.073317096,.072368667,.083798096,108.88941,220.82933,183.39551,49.92202,1.5600165,.27888161,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,46,55,43,55,29,28,45,29,50,67,66
2018,3652,3135,Morrison,.19249061,.50680971,.046815272,.058595017,.091687173,111.5013,194.76816,158.00995,17.857986,1.2807637,.29291537,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,52,60,49,40,23,20,42,37,37,67,58
2012,1838,1276,Mower,,.40220529,.094774425,,.010078241,115.33728,163.0565,,18.917124,,.30658948,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,80,44,,74,,73,60,5,,10,
