year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2012,492,328,Stevens,0,.67876714,.11286046,.53140712,,.034499526,99.096451,199.71571,,97.625763,,.83725661,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,30,33,27,,56,44,22,26,23,,66,,78,17,5,57,36,7
2013,492,328,Stevens,.02451461,.80784398,.11286046,.66048402,0,.034499526,105.89486,146.44109,139.00606,20.591028,1.3101041,.26658782,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,17,36,13,70.5,54,75,40,32,19,12,50,20,82,14,4,56,37,7
2014,492,328,Stevens,.046254814,.87153912,.11286046,.67453766,0,.084141009,101.37463,140.27017,141.44525,18.529232,1.3663479,.27973598,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,15,42,8,76.5,48,84,48,34,15,16,72,33,77,13,10,51,40,10
2015,492,328,Stevens,.21835841,.79444999,.08155939,.59014773,.08155939,.12274286,88.170578,127.57941,127.57941,9.7406654,1.2624282,.61273932,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,14,51,11,18,28,32,8,8,7,9,16,32,74,10,15,49,41,10
2016,492,328,Stevens,.30348912,.7297284,.08136452,.49102235,.11943185,.15734155,76.026695,224.37596,128.2883,10.028339,1.5212526,.75856191,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,17,51,18,16,16,15,4,3,54,5,19,56,67,11,22,46,43,11
2017,492,328,Stevens,.26985607,.66613781,.094498724,.41415006,.020990826,.15748902,80.659462,212.82443,107.75696,25.545938,1.0215067,.51412427,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,24,48,26,68,22,35,9,6,24,4,44,12,62,14,24,41,46,13
2018,492,328,Stevens,.34034178,.66501456,.094486147,.41303936,.046646137,.15748902,81.76149,181.86867,117.95858,9.4982872,1.082719,.6833567,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,20,44,22,57,16,13,5,2,25,6,21,28,62,14,24,41,47,12
2012,576,551,Swift,0,.80686629,.10902555,.63533348,,.062507272,97.796707,296.3732,,46.795082,,1.0223218,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,12,36,8,,38,44,10,24,61,,36,,79,14,8,57,36,7
2013,576,551,Swift,.17787929,.88753015,.10902555,.67335153,.10902555,.10515305,93.014717,129.52679,116.48421,23.082876,1.0637608,.70910585,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,9,39,10,6,20,17,6,10,11,5,57,8,76,12,12,56,37,7
2014,576,551,Swift,.22047704,.94808906,.10902555,.69448549,.10902555,.14457802,89.608765,131.29483,117.43527,22.286108,1.0642651,.72776037,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,8,45,7,12,15,24,6,14,8,5,78,6,73,11,15,51,40,10
2015,576,551,Swift,.18630737,.76841253,.10921621,.56868947,.10921621,.090506896,91.442871,132.4232,121.68314,35.34531,1.1190341,.51588118,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,20,38,16,11,44,42,13,15,9,6,87,14,74,14,12,49,41,10
2016,576,551,Swift,.1405765,.72398001,.10902555,.45229545,1.0918731e-23,.16265902,93.236702,215.86952,214.7142,30.225637,1.6342077,.39487243,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,18,41,28,80,14,65,19,12,51,57,66,65,62,15,22,46,43,11
2017,576,551,Swift,.020835815,.64112854,.10902555,.40239957,4.7769447e-23,.1297034,91.244133,301.80856,376.47479,95.213951,2.758388,.050074674,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,29,43,31,81,30,78,59,20,57,81,83,80,63,17,20,41,46,13
2018,576,551,Swift,.0050473898,.76339173,.27874792,.37128833,1.2738520e-22,.11335548,103.46728,154.6149,152.64053,22.593172,1.2583784,.16304781,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,8,9,32,81,33,79,49,28,6,31,78,55,49,37,15,41,47,12
2012,1585,1188,Todd,0,.35014322,2.7148455e-09,.24533205,,.10481117,80.050537,414.60165,,33.900795,,.58091456,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,82,78,81,,19,44,50,2,76,,21,,70,0,30,57,36,7
2013,1585,1188,Todd,.16164662,.36550456,.0017740836,.28858477,.00014440123,.075145699,90.540031,163.86084,167.38066,15.816973,1.5570679,.33891883,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,84,76,73,43,34,24,29,7,44,27,27,41,79,0,21,56,37,7
2014,1585,1188,Todd,.23013794,.36502096,.0026611194,.25257567,.0028055094,.10978419,83.665581,159.04063,163.25497,15.040587,1.5531271,.33724269,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,87,77,80,52,36,20,38,4,26,29,52,52,69,1,30,51,40,10
2015,1585,1188,Todd,.25296402,.42901075,.044830728,.24457502,.015266078,.139605,86.079575,155.33586,123.58161,13.978824,1.1097546,.36564916,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,83,66,77,52,22,18,34,5,24,7,50,13,57,10,33,49,41,10
2016,1585,1188,Todd,.1415652,.43985045,.033903532,.2723543,.063985527,.13359264,103.70325,265.46716,192.0407,20.747599,1.5902957,.080582321,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,76,69,66,38,27,64,58,28,67,50,48,63,62,8,30,46,43,11
2017,1585,1188,Todd,.33586755,.42022854,.040672276,.23882265,.070367925,.14073361,89.103241,343.87015,195.03531,33.789032,1.7049844,.34606296,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,79,66,70,45,26,21,24,16,66,56,53,72,57,10,33,41,46,13
2018,1585,1188,Todd,.25580221,.40899661,.014914579,.2747581,.058760159,.11932395,96.523186,189.54628,134.08067,13.920355,1.1258003,.24853057,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,78,72,58,48,31,33,35,16,31,16,51,37,67,4,29,41,47,12
2012,467,393,Traverse,0,.82693708,0,.6084497,,.21848738,95.107063,549.85657,,193.45331,,1.0755804,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,10,83.5,16,,5,44,6,16,80,,79,,74,0,26,57,36,7
2013,467,393,Traverse,.054298576,1.0455846,0,.82709724,0,.21848738,104.95422,225.24074,203.87093,56.048618,1.8011022,.49309549,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,3,83.5,1,70.5,5,63,17,29,74,43,82,56,79,0,21,56,37,7
2014,467,393,Traverse,.16737004,1.1406966,0,.66932416,0,.47137251,86.920517,220.54076,207.43077,11.112698,1.9095042,.79345953,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,2,83.5,9,76.5,3,40,4,7,72,51,26,71,59,0,41,51,40,10
2015,467,393,Traverse,.1896306,.80948305,0,.55659795,0,.25288513,87.1576,217.31558,217.31558,11.174042,1.8989724,.58234006,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,10,82.5,18,79.5,5,41,10,6,70,69,30,80,69,0,31,49,41,10
2016,467,393,Traverse,0,.80017221,0,.54728711,,.25288513,85.289383,275.39227,,22.31214,,.28062826,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,10,82,12,,4,86.5,32,8,69,,52,,68,0,32,46,43,11
2017,467,393,Traverse,0,.79609215,0,.54320699,,.25288513,86.200508,395.37631,,29.887316,,.18666412,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,8,82,5,,4,85.5,46,9,70,,49,,68,0,32,41,46,13
2018,467,393,Traverse,0,.68383378,0,.43094864,,.25288513,90.856094,283.63702,,10.816198,,.13841143,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,17,82,20,,3,85,53,7,76,,30,,63,0,37,41,47,12
2012,1216,934,Wabasha,0,.68091911,.067089073,.5957765,,.018053589,122.26511,207.29518,,195.81616,,.6140359,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,29,56,18,,68,44,43,65,27,,80,,87,10,3,57,36,7
2013,1216,934,Wabasha,.023733284,.72149068,.067089073,.63434207,0,.020059545,127.14149,183.1926,295.22714,34.362766,2.2736001,.072098434,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,28,57,15,70.5,65,77,68,66,57,79,72,74,88,9,3,56,37,7
2014,1216,934,Wabasha,.078719512,.72715622,.067089073,.58677489,1.8151680e-23,.073292233,119.8711,184.06404,293.06885,14.1372,2.2681749,.11769965,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,34,60,20,64,54,81,63,63,52,84,50,81,81,9,10,51,40,10
2015,1216,934,Wabasha,.16261996,.71226209,.066968851,.57200098,.038876478,.073292233,118.32243,187.31583,214.24825,14.167905,1.6288073,.26985893,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,32,59,15,38,52,52,46,61,53,66,51,72,80,9,10,49,41,10
2016,1216,934,Wabasha,.15013286,.65242922,.067089073,.51693732,.055252772,.06840279,127.39902,213.33531,159.60014,23.737514,1.1519599,.1567252,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,35,59,14,43,57,58,53,59,50,30,56,21,79,10,10,46,43,11
2017,1216,934,Wabasha,.17315745,.6444118,.067089073,.50403053,.05955115,.073292233,125.49811,220.09068,142.58751,28.091026,1.0650412,.10895979,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,28,59,9,51,61,61,49,66,27,26,48,17,78,10,11,41,46,13
2018,1216,934,Wabasha,.17747524,.65721595,.067089073,.51683468,.067837469,.073292233,129.95041,220.40518,152.4614,14.466019,1.0863098,.20816071,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,23,55,8,41,53,55,43,64,59,30,55,29,79,10,11,41,47,12
2012,3300,2408,Wadena,0,.4198063,.03196834,.32607245,,.061765525,90.888504,349.96033,,38.560078,,.56888473,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,78,67,63,,39,44,52,9,69,,28,,78,8,15,57,36,7
2013,3300,2408,Wadena,.22021711,.48825827,.03196834,.37359127,.023144528,.082698666,93.522537,142.98996,129.45554,16.02726,1.1081318,.52039862,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,67,68,57,27,30,10,15,12,17,9,29,11,77,7,17,56,37,7
