year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2015,37163,26404,Ramsey,.4357304,.4430739,.26970354,.1281001,.14412622,.045270257,206.10054,263.04803,274.98416,7.7640243,1.3627907,-.0057264385,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.32421839,.54263556,.4321937,.16494808,.3622331,.2438821,.09200798,.14610946,.11067558,.098870367,.18302488,.13262168,.01735048,.065449104,.039645128,183.24338,225.47379,205.33894,254.13159,267.53937,262.07501,260.67505,284.35861,274.88861,6.3395066,8.8670864,7.5417423,1.2640853,1.4798856,1.3847573,-.17372742,.18517689,.032491773,.35558656,.5158121,.45541549,87,81,7,86,3,68,3,74,85,80,82,4,44,29,61,10,49,41,10
2016,37163,26404,Ramsey,.49726814,.43737823,.26244852,.11545476,.15259387,.059474941,208.95592,275.94485,279.6727,7.4686747,1.3217574,.056620058,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.33080018,.52723825,.42000008,.16983785,.3427406,.24469057,.086813442,.1287106,.1046625,.11265873,.18618989,.14624022,.027208529,.083572492,.057613954,185.92412,230.76073,207.40823,268.30762,282.34686,273.69061,268.53674,287.7851,276.89291,6.3815742,8.115591,7.0311842,1.2148372,1.4153407,1.3515537,-.11292248,.25497237,.1064723,.42959136,.56323802,.52010858,87,78,7,86,5,62,2,66,84,70,74,4,42,26,60,14,46,43,11
2017,37163,26404,Ramsey,.49551815,.45958534,.28890017,.10403865,.15613626,.066968776,207.54887,270.53122,275.28018,7.364687,1.265046,-.0049590906,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.3476927,.55053914,.43556365,.19018623,.37317702,.26275581,.078235842,.11814505,.095672905,.11630696,.19320574,.14338124,.03314599,.093459584,.064537942,186.76016,230.37689,203.43417,262.84576,276.82404,268.99518,260.52029,284.47327,272.32101,6.3638325,8.1978779,7.0631175,1.1792908,1.3275007,1.26411,-.19731489,.19084679,.044848092,.42896801,.55931938,.51171041,87,70,6,86,8,64,3,73,84,52,75,2,46,23,63,15,41,46,13
2018,37163,26404,Ramsey,.48672643,.37784746,.24782091,.097406819,.14669181,.032619733,250.63469,314.60007,318.98697,7.4928193,1.3732437,-.14086996,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.28403538,.45908368,.35741103,.16110131,.3183369,.23053624,.074055254,.10935743,.089575276,.11671654,.17244899,.13908637,.020162031,.045149602,.03025871,231.73154,270.59412,248.53583,299.27411,329.69763,308.901,301.56451,336.09399,313.80127,6.3179865,8.4470272,7.2099981,1.2018404,1.5236285,1.3431187,-.25142291,-.0047921538,-.11836275,.41199017,.55301154,.48751974,87,82,12,86,9,80,2,81,85,83,81,5,66,26,66,9,41,47,12
2012,250,143,Red Lake,.13298066,1.4801029,.10073082,.64737296,0,.7319991,84.309204,397.01013,,62.520679,,2.0599141,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.22026347,1.318244,1.233288,0,.26195037,1.6635082e-17,.22026347,.89551014,.83272529,0,0,0,0,.15553965,.0014873507,83.273178,91.120247,86.184372,95.262611,811.24731,116.62376,,,,4.6111202,30.305618,14.777808,,,,.29701802,1.8384094,1.7034116,0,.11799872,.057173327,87,1,41,6,44,1,16,1,3,74,,48,,44,7,49,57,36,7
2013,250,143,Red Lake,.13335969,1.495304,.10073082,.66257405,0,.7319991,82.255585,124.47134,192.38875,17.131367,2.0618424,1.0994586,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.22760017,1.2628677,1.1937004,0,.26195037,1.6635082e-17,.22760017,.89505076,.80779839,0,0,0,0,.15553965,.0014873507,83.362854,88.972015,85.032196,100.34167,144.00842,121.70282,174.8649,211.08719,178.43436,4.6111202,30.305618,14.777808,1.8120987,2.4225214,1.8648092,.037456959,.89293975,.73280942,0,.12177636,.058780394,87,2,40,11,70.5,2,29,3,2,9,34,34,67,44,7,49,56,37,7
2014,250,143,Red Lake,.25608057,1.5888512,.10073082,.59448165,.039587613,.89363873,78.612755,123.7924,129.54834,10.841484,1.3715661,1.3471478,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.22760017,1.3744771,1.0775896,0,.26195037,1.6635082e-17,.22760017,.74409115,.66055083,0,.09765885,7.2718385e-20,2.4671419e-06,.16443022,.1442946,83.877861,89.670845,85.495956,99.662727,143.32948,121.02388,108.00002,146.47231,125.84727,4.0277858,17.472258,5.7916784,1.1108943,1.6382298,1.1153376,-.17820834,1.0721766,.86019677,.0021040339,.2362832,.22385579,87,1,47,19,37,1,14,2,2,5,12,22,34,37,6,56,51,40,10
2015,250,143,Red Lake,.255817,1.595021,.09904407,.59214514,.047505137,.90383178,80.535645,127.51857,141.54834,10.841484,1.4512427,1.4198656,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.37460148,1.367458,1.0608586,0,.25756398,1.6356526e-17,.37438312,.70011663,.63295591,0,.11719061,8.7262062e-20,2.9025198e-06,.19344732,.16975835,85.173256,100.94892,86.522232,103.38889,147.05565,124.75005,120.00002,158.47231,137.84726,4.0277858,17.472258,5.7916784,1.2046813,1.8520553,1.2971776,-.17001329,1.173744,.94691288,.00042321972,.2882826,.26950538,87,1,43,10,34,1,17,1,4,5,22,27,57,37,6,57,49,41,10
2016,250,143,Red Lake,.26292095,1.6178797,.1058965,.60815138,.033932239,.90383178,97.540222,438.31573,146.35799,11.022635,1.1459759,1.3640283,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.27312022,1.3097061,1.0091585,0,.27538374,1.7488163e-17,.27312022,.98330957,.55999798,0,.083707578,6.2330050e-20,2.9025198e-06,.19344732,.16975835,89.431366,118.29097,107.0941,194.77676,787.77338,216.13791,127.30556,147.63895,128.2639,4.0277858,17.472258,5.7916784,.97069889,1.0861979,.99845767,-.29908004,1.0678371,.7337029,.00058274512,.27172676,.25688922,87,1,42,6,52,1,32,1,19,83,15,24,20,38,7,56,46,43,11
2017,250,143,Red Lake,.25364244,1.6252035,.14002782,.58134383,.033932239,.90383178,87.528481,424.07642,133.50558,10.841484,1.177706,1.3181982,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.27312022,1.2837658,1.1180795,0,.36414218,2.3124742e-17,.27312022,.96385425,.60168564,0,.083707578,6.2330050e-20,2.9025198e-06,.19344732,.16975835,72.071045,107.46687,97.309532,126.40867,853.11237,147.76984,126.94446,139.44447,128.00002,4.0277858,17.472258,5.7916784,1.1236342,1.146583,1.1283706,-.2154711,1.038614,.75902575,.00058282388,.23974784,.22612968,87,1,34,3,60,1,51,1,12,75,18,18,33,36,9,56,41,46,13
2018,250,143,Red Lake,.22745389,1.5708685,.1058965,.56114024,0,.90383178,89.051773,150.79474,,10.841484,,1.3007022,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.22760017,1.315474,1.0546031,0,.27538374,1.7488163e-17,.22760017,.86940998,.60704392,0,0,0,2.9025198e-06,.19344732,.16975835,89.688469,102.52779,96.647278,126.66505,170.3318,148.02621,,,,4.0277858,17.472258,5.7916784,,,,-.30575553,1.0084155,.68269902,.00062264543,.21214212,.16140066,87,1,41,3,84.5,1,52,1,5,3,,32,,36,7,58,41,47,12
2012,804,495,Redwood,.069018297,.60522842,.0030676336,.55792832,0,.04423245,99.090141,408.84155,,123.13905,,.73835868,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.029412406,.90047085,.49249655,0,0,0,.029412406,.81514227,.34418795,0,0,0,0,.077936508,2.1568785e-34,94.529831,108.88406,97.457253,387.26154,543.15613,396.15045,,,,4.5555649,260.50049,27.583391,,,,-.11003417,1.1644056,.64945751,0,.088704452,1.4183300e-34,87,40,75,22,44,51,44,32,25,75,,74,,92,1,7,57,36,7
2013,804,495,Redwood,.042500578,.6653651,.044744138,.59826863,0,.022352288,104.13258,117.71736,213.45758,44.327938,2.0129821,.21731089,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.031892288,.92016822,.50089133,0,.12504239,0,.030629275,.77104002,.46253204,0,0,0,0,0,0,99.417679,112.63271,103.76797,83.876411,138.29103,123.31438,198.81679,238.02798,216.63905,37.027851,54.389,45.611202,1.7203226,2.1014168,2.0817313,-.33455455,.33001634,.088915274,0,0,0,87,34,62,22,70.5,62,71,47,28,5,47,77,63,90,7,3,56,37,7
2014,804,495,Redwood,.12177786,.67175764,.0030676336,.58617598,5.5245988e-37,.082514063,97.524818,151.59435,137.52005,19.606455,1.2724007,.28900248,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.039096579,.96529061,.57308292,0,0,0,.033641312,.816365,.55065799,0,0,0,0,.15531774,.0011303877,92.117867,111.79088,94.396927,115.39634,191.23563,147.41399,125.67414,146.70195,142.00751,2.8742902,37.305634,13.528821,1.1421306,1.4015359,1.3078798,-.48448768,.8826403,.55945963,0,.16273323,.015135058,87,42,76,21,65,49,58,45,26,21,13,75,24,87,0,12,51,40,10
2015,804,495,Redwood,.083712935,.63360715,.0030641546,.5511632,5.6063337e-37,.079379797,99.630753,158.34486,145.98227,21.424692,1.3662632,.17425123,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.0068342248,.91362756,.68955255,0,0,0,.0068342248,.67985952,.53178227,0,0,0,0,.15381114,3.9641830e-20,89.611,112.80875,94.255989,123.88898,194.04179,154.4446,131.19455,154.6946,149.58348,4.1387486,36.305626,23.972269,1.2823843,1.4476324,1.3905607,-.56846696,.59149158,.24567503,0,.18571061,.00030493442,87,42,75,20,71,47,82,57,32,26,27,78,46,87,0,13,49,41,10
2016,804,495,Redwood,.18116058,.55347168,.0022069304,.45209935,.011105395,.099165417,105.92328,188.12587,191.62016,44.943775,1.5312217,.21823041,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,4.9668841e-07,.75756431,.38938373,0,0,0,4.9668841e-07,.62040812,.22069056,0,0,0,0,.13672177,.04068448,99.932503,132.21075,104.61762,144.33238,204.77141,196.29918,192.10472,204.74364,197.54918,2.7302308,48.666763,10.160209,1.3848199,1.6007531,1.5863305,-.68010426,.91651422,.38086522,3.8736090e-25,.19117936,.15363276,87,48,74,29,67,44,62,52,31,29,49,78,58,82,0,18,46,43,11
2017,804,495,Redwood,.16521332,.51431257,.0028694468,.42887318,.021518879,.082569972,98.988235,401.9473,203.94228,71.564034,1.7455308,.099333197,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.0067739333,.68188089,.4781476,0,0,0,.0067739333,.6039291,.2208578,0,.034470338,4.0906170e-27,0,.077973463,.027649451,97.666824,113.20771,102.62276,314.88727,540.49487,412.22821,125.5,151.27783,128.94446,2.6666722,164.16699,9.8889093,1.1363018,1.630002,1.1714841,-.65327287,.87773514,.2094702,0,.19075188,.14513464,87,53,74,23,63,57,77,62,31,73,60,76,73,83,1,16,41,46,13
2018,804,495,Redwood,.16230725,.49677354,.0025333592,.41167021,.021518879,.082569972,102.30922,164.93129,142.14073,18.79921,1.2133607,.13928801,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,3.4873909e-07,.64863467,.48003972,0,0,0,3.4873889e-07,.57697552,.30319902,0,.034470338,4.0906170e-27,0,.077973463,.027649451,101.85063,115.08911,107.16342,133.8318,186.05562,182.30562,129.99846,154.69446,143.27626,2.6666722,36.500072,9.8889093,1.0045406,1.3154292,1.2793756,-.58761495,.83614218,.24409714,0,.18883359,.15907297,87,54,74,23,64,46,72,58,25,14,21,73,49,83,1,17,41,47,12
2012,877,629,Renville,.09979336,.9167223,.077846564,.61015087,0,.22872485,99.755348,298.07126,,70.430428,,1.1510371,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.093800671,1.8215718,.3131502,0,2.6366343e-20,0,.093221366,.86736518,.30309781,0,0,0,0,.0091389008,1.4462561e-09,91.750931,110.45496,103.71729,181.13893,382.31708,369.70593,,,,14.527806,109.91689,19.902817,,,,.023081303,2.3060966,.30306655,0,.033963468,3.1882887e-06,87,5,52,15,44,4,28,4,31,62,,53,,67,8,25,57,36,7
2013,877,629,Renville,.13258563,2.3934417,.077846937,.61794132,2.2221454e-07,1.6976535,101.70388,145.8588,162.94835,26.401539,1.4182876,1.5827498,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.17369527,1.7835866,.34756351,0,1.6194313e-14,0,.17369527,.87164569,.27622879,0,0,0,0,.048633359,4.3199805e-14,95.910469,121.58802,108.47035,132.87651,164.57784,145.44307,110.03882,197.19481,169.61035,14.527806,39.972301,21.858398,.87690651,1.8004603,1.4575102,-.23354715,.84162092,.1323469,0,.11839664,9.7337383e-10,87,1,52,19,46,1,30,1,23,18,25,62,32,26,3,71,56,37,7
2014,877,629,Renville,.17776659,.83604097,.11214487,.59863925,2.2221454e-07,.12525685,97.896706,176.42215,198.44975,12.412304,1.7085571,.51431984,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.26555732,1.7124693,.40587482,0,.0015753752,8.3711902e-18,.14342736,.95988464,.28443348,0,0,0,1.1851350e-10,.20345239,.11683182,89.747414,119.27377,93.774673,145.64449,201.00571,183.57474,101.07745,255.44725,240.60001,2.6111164,20.000038,7.069458,.8286044,2.2954755,1.9542136,-.0995254,1.1758801,.43004012,6.4284547e-09,.29891062,.12908235,87,19,43,16,58,26,39,16,27,48,45,35,60,72,13,15,51,40,10
2015,877,629,Renville,.15004785,.79882616,.14825554,.55366766,2.2216878e-07,.096902989,98.905304,161.01033,183.29323,13.22956,1.5968369,.43665978,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.26877117,1.6730783,.37166646,0,.0027027475,8.7226526e-18,.15243638,.95554376,.2656455,0,0,0,5.0209520e-12,.18606435,.0005409146,88.304337,116.87997,95.47345,131.19447,189.97232,150.06387,101.33343,225.00012,205.84735,2.6111164,20.722263,14.597251,.80656737,2.0265977,1.7832353,-.19893382,1.2114276,.43468639,8.0446910e-10,.33141634,.0027286194,87,13,28,19,65,36,58,23,30,28,56,45,69,69,19,12,49,41,10
2016,877,629,Renville,.26912394,.66539931,.13717189,.41643223,2.9463828e-07,.11179522,81.220543,171.97739,197.41791,11.748839,1.9446013,.59894764,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.1865817,1.379963,.34886664,0,.0020439615,8.6865007e-18,.00032256279,.70284557,.22584507,0,0,0,6.1531882e-06,.18504623,.10488302,56.044918,120.3129,78.81076,70.466385,217.66678,143.55617,188.05511,200.2218,192.77435,2.4444492,16.722256,7.2361259,1.5106034,2.3101301,1.680075,-.26734161,1.3586731,.57311183,.000013585524,.34523678,.099326484,87,31,31,36,75,35,29,10,5,15,53,25,71,63,21,17,46,43,11
