year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2018,244,180,Cook,.23509017,1.1417999,.60581881,.39283282,.20666559,.14314832,162.52768,223.31871,176.10725,32.538261,.99082083,.57980758,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,0,2.4233656,1.0269796,0,1.2833698,.2948018,0,.80011451,.0025888069,0,.35338816,.0014284002,0,.34237057,8.7645958e-07,166.06821,173.40282,169.1673,223.79971,251.56366,224.77194,155.22963,184.04613,159.43152,2.2638936,54.152885,18.027813,.75379866,.92984611,.75924993,-.77919781,1.8243216,.53458953,0,.28785965,.28337532,87,2,1,27,1,21,50,8,77,60,53,84,13,34,53,13,41,47,12
2012,1053,893,Cottonwood,.089201748,.49373886,.03421938,.41124946,0,.048270032,95.321907,237.14827,,54.087692,,.62510598,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.4687753,.60761124,.58995539,0,2.9935946e-22,1.7899578e-33,.22853149,.58128941,.49688491,0,0,0,7.6293267e-14,.039935999,.038988393,93.205147,101.36754,93.849823,106.33168,329.12997,108.99835,,,,1.972226,21.361158,3.6944516,,,,.52569103,.83216411,.72860235,.00037350901,.075161003,.065643474,87,60,66,43,44,47,35,41,18,43,,42,,83,7,10,57,36,7
2013,1053,893,Cottonwood,.086788297,.50692821,.03421938,.42443877,0,.048270032,100.27444,123.27447,259.86664,14.103905,2.378695,.22315736,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.51230323,.63603485,.60433477,0,4.1545104e-23,5.3828352e-34,.22853149,.62727273,.54059851,0,0,0,7.6293267e-14,.039935999,.038988393,100.28463,106.63797,100.7672,114.55736,120.97404,117.22403,248.30582,261.13916,258.77805,1.972226,21.361158,3.6944516,2.3682499,2.4197288,2.4058766,.050394636,.28343517,.24365917,.00037350901,.070277192,.061299145,87,64,67,46,70.5,45,52,46,20,8,66,15,78,84,7,10,56,37,7
2014,1053,893,Cottonwood,.12803097,.54348737,.03421938,.41726059,0,.092007428,95.810356,117.51856,148.7191,11.347468,1.3585767,.21309857,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.33525249,.70183772,.64228076,0,4.1545104e-23,5.3828352e-34,.28535405,.60699397,.4743911,0,0,0,.00092577829,.095216945,.078908302,92.402489,101.83926,93.039574,110.11536,115.89314,112.72647,139.45195,152.50323,150.36433,2.8940239,13.058449,5.2210722,1.2582157,1.4271713,1.4190452,-.26958737,.3849628,.30102229,.074197806,.13739221,.12166879,87,62,69,43,76.5,44,56,55,24,4,21,28,30,77,6,17,51,40,10
2015,1053,893,Cottonwood,.13349289,.56463033,.045248568,.42737433,0,.092007428,92.784966,114.13471,133.29901,11.588778,1.2478197,.23950018,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.40522632,.73555326,.59546775,0,5.4935434e-23,7.1177675e-34,.15099372,.64423162,.52671897,0,0,0,.00092577829,.095216945,.078908302,91.662308,101.29221,92.622505,101.91672,119.81953,104.58339,126.72232,132.55569,130.00012,2.8940239,13.058449,5.2210722,1.2046791,1.2441868,1.2375473,.14083716,.40482798,.31217694,.075989768,.14073671,.11838072,87,50,65,39,79.5,42,69,51,19,2,13,33,28,76,8,16,49,41,10
2016,1053,893,Cottonwood,.23630495,.51606774,.03421938,.40160659,.03421938,.080241762,81.714432,247.96457,214.99702,17.336636,4.5427446,.40734023,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.37764353,.69638062,.58242345,0,4.1545104e-23,5.3828352e-34,.049725547,.60987264,.53312463,0,4.1545104e-23,5.3828352e-34,.00070027815,.085563064,.069384977,71.773262,100.64434,75.362831,192.74503,218.66176,216.77286,207.35617,218.77286,217.41174,2.991158,13.059372,5.4651299,2.5951366,6.4317384,2.6757956,.20170516,.46844995,.40034053,.068231694,.13624407,.10949846,87,58,68,40,50,50,40,24,6,62,58,41,82,78,7,16,46,43,11
2017,1053,893,Cottonwood,.38599893,.49861041,.045248568,.33398974,.080727167,.1193721,83.030014,181.29147,126.39581,43.047745,1.1551753,.51377815,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.50298852,.65459538,.56891286,0,5.4935434e-23,7.1177675e-34,.10946456,.50719583,.44623196,7.6108596e-36,.027691685,1.4349053e-26,.0010953271,.1467682,.12658791,80.94825,90.46199,83.425362,85.420952,239.96072,88.087624,114.77265,146.31602,143.83685,2.6772008,13.176511,5.1275277,.90106684,1.3897184,1.3772178,.2666063,.79971582,.39948216,.20310025,.66866928,.21079616,87,59,65,45,34,35,13,12,8,5,13,63,31,67,9,24,41,46,13
2018,1053,893,Cottonwood,.3677597,.49587077,.042774223,.36486539,.087676041,.088231146,93.391083,108.97717,107.71799,14.77208,.93480134,.49752441,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.36260882,.71584213,.56171227,0,5.1931379e-23,6.7285439e-34,.10946456,.56688929,.5024302,.0022829268,.037087053,.018697271,1.7492313e-13,.1414931,.10014252,87.397797,94.53788,88.597733,95.828598,102.24528,98.49527,101.94048,118.37741,105.9127,3.5990033,21.805599,6.5856524,.89183378,.98618895,.96606302,.33934775,.86909682,.52574617,.19305931,.66841704,.22737929,87,55,63,35,20,43,14,14,11,1,2,57,6,74,9,18,41,47,12
2012,4073,2943,Crow Wing,.067144118,.50758684,.12413579,.33643892,0,.047012147,121.08829,200.56537,,45.739227,,.39227173,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.13174847,.78238094,.53475505,4.2140634e-17,.17883006,.045037962,.093585134,.53523815,.3329097,0,0,0,4.8395600e-27,.09498217,.000012542109,112.46026,131.92366,123.15556,145.10933,161.91676,149.84898,,,,7.5833483,25.944498,16.333366,,,,-.15441683,.82259136,.39410588,4.4096237e-26,.13145512,.000045946319,87,57,26,62,44,49,45,69,63,25,,34,,66,24,9,57,36,7
2013,4073,2943,Crow Wing,.052490897,.56547266,.14845891,.3738223,9.6027210e-15,.043191481,125.76528,152.42046,181.12347,19.255661,1.3697355,.032780025,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.17384525,.87416339,.56228954,2.6500243e-13,.22249343,.059464034,.11025786,.58586699,.3681336,0,0,0,5.2412438e-29,.085697249,1.1863867e-06,117.03947,135.06891,126.08541,145.98691,156.56248,149.2619,165.55563,195.63902,171.97231,7.7500148,26.361164,17.4167,1.2370312,1.4774003,1.2976835,-.35484934,.43663412,-.034313515,3.5640493e-27,.11037563,2.5541131e-06,87,54,24,56,51,48,64,70,64,23,30,45,28,66,26,8,56,37,7
2014,4073,2943,Crow Wing,.10314324,.59629446,.17995712,.34613758,.0082443878,.070199765,123.56911,160.39635,156.91492,15.768521,1.1664453,.04044738,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.1841532,.91361856,.55881286,2.4695701e-12,.2599299,.071951948,.10520305,.52472138,.33748236,0,.012230991,1.3347488e-07,3.2141084e-12,.14495552,.026221298,112.02473,131.50375,121.34972,150.21033,166.28087,155.11118,133.74243,174.11119,146.7476,6.3943696,20.777884,10.336796,.98823416,1.2885752,1.0888581,-.43490073,.54852611,.028096417,6.2395110e-11,.19001678,.086276919,87,50,18,62,50,57,72,71,68,30,24,61,15,58,30,12,51,40,10
2015,4073,2943,Crow Wing,.16558094,.56396157,.17795108,.31418705,.044258222,.07182344,125.34267,167.7657,156.49561,15.754431,1.1561023,.10476944,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.17665184,.88224775,.52814281,3.8566347e-16,.27284095,.073522098,.089848951,.46215931,.29834259,0,.076305211,.0014617146,3.2141084e-12,.14833173,.026838819,113.94573,133.8176,122.68517,154.56319,180.55563,158.94447,143.48944,169.27783,154.47206,6.3896165,20.777884,10.336796,1.0219223,1.2681594,1.1078349,-.46176052,.63513649,.16927844,4.1739759e-07,.30014157,.16511302,87,51,17,66,35,54,51,66,67,37,36,61,18,56,32,13,49,41,10
2016,4073,2943,Crow Wing,.18457426,.48171291,.16152732,.26286474,.038771298,.057320826,130.44902,161.80943,150.17511,34.113621,1.0980104,.023178438,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.1421182,.74982542,.4311685,5.1587229e-16,.27705023,.059035674,.067668863,.36503538,.22463082,8.3106670e-34,.055105995,.00086546445,3.2141084e-12,.11352911,.023640646,119.54533,137.78149,128.04382,153.84798,165.87108,158.09558,142.8689,157.33336,148.54662,6.2969351,20.777884,10.277798,1.0032901,1.171913,1.0393227,-.45938557,.48672786,.14395373,.00014404656,.26447237,.14332612,87,67,21,70,46,64,61,69,66,11,20,70,13,55,34,12,46,43,11
2017,4073,2943,Crow Wing,.27775484,.50508064,.19916497,.24013318,.10557133,.065782502,126.77359,222.9586,206.17529,37.633877,1.5032295,.12078913,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.12889972,.8168112,.44595701,3.8711139e-16,.33007377,.078393973,.053228073,.34389544,.20983157,7.0216989e-28,.20057277,.012036575,3.2141084e-12,.13094752,.026561432,117.90564,137.09,126.37883,155.30554,178.19295,159.21114,151.35004,162.04172,154.81097,6.3290868,20.777884,10.336795,1.0625463,1.2474993,1.1022099,-.508551,.66273874,.22245531,.001143706,.49246857,.26073304,87,56,18,69,21,65,41,61,69,32,62,59,65,48,39,13,41,46,13
2018,4073,2943,Crow Wing,.27012366,.50682533,.18980752,.24340874,.10117054,.073609062,131.44342,179.98199,158.22903,15.707529,1.098966,.18375954,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.14028612,.80607468,.46068931,3.8711139e-16,.3194043,.070792489,.06400381,.32306781,.20964053,7.0216989e-28,.18907444,.011989002,3.2141084e-12,.1573254,.033999886,118.98918,143.23412,129.64226,162.7287,195.63361,170.50107,155.04677,162.3056,157.15677,6.1944566,20.77931,10.332982,1.0189086,1.1847655,1.0524503,-.48294792,.72079313,.30046088,.0011435101,.50071067,.26055399,87,51,17,65,15,52,39,55,66,22,38,63,33,48,37,15,41,47,12
2012,26474,20503,Dakota,.013450718,.58447027,.27166882,.30531767,0,.0074837701,201.18448,252.81328,,16.425701,,-.28597346,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.4491092,.70777249,.57654488,.16037075,.36256647,.26437402,.23488982,.37075239,.3001146,0,0,0,1.3004546e-06,.0086909961,.0018236986,181.94072,219.83508,206.07344,242.85732,264.58368,254.47867,,,,8.1213903,16.346745,11.472245,,,,-.45661312,-.1222586,-.28381547,2.4977953e-06,.015002079,.0029598675,87,43,3,68,44,78,77,83,86,50,,6,,52,46,1,57,36,7
2013,26474,20503,Dakota,.21320046,.57864624,.28499642,.28697112,.11863822,.0066786939,208.02568,257.78079,279.89264,13.687115,1.4599397,-.15718067,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.45544145,.70286578,.56534165,.17301126,.38994902,.26686996,.22998777,.34626675,.28552827,.073100582,.16164692,.11869285,1.3868015e-06,.0084249591,.0017743082,189.4832,226.35223,212.20036,248.11568,267.9205,258.73349,276.0567,290.50748,285.01517,8.1130762,16.333366,11.472497,1.3773673,1.5330898,1.4385741,-.28420496,-.020990631,-.13919842,.1567899,.28718701,.21756199,87,51,2,74,3,79,12,82,86,82,73,12,35,50,49,1,56,37,7
2014,26474,20503,Dakota,.25795382,.58748788,.29372433,.27327374,.1331377,.020489821,207.77759,262.8194,277.50967,8.4182472,1.4344357,-.19056077,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.46533737,.70879793,.58239049,.18057996,.39450344,.29285669,.21448061,.32792628,.26793194,.08336135,.18056218,.13807563,.0081933821,.02929551,.018197102,192.13467,224.59615,212.60089,253.45038,271.10864,262.04794,259.94485,298.97086,287.72897,6.2774158,9.6795502,7.9811053,1.3482798,1.5250765,1.4623629,-.34105965,-.025058499,-.17550555,.19483966,.34247079,.2683571,87,52,5,74,6,83,13,83,86,84,81,8,42,47,50,3,51,40,10
2015,26474,20503,Dakota,.27167511,.55622625,.28909084,.24775954,.13695398,.019375905,214.05338,267.89474,281.75534,8.1702604,1.4119818,-.23539743,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.43208149,.6811282,.54522592,.18777269,.386323,.28036845,.19057629,.29394501,.24030794,.079568461,.18808991,.1378547,.010405797,.024952054,.018615281,196.12138,234.7113,215.22684,254.73952,283.18332,265.42468,263.0206,303.00107,291.26425,6.0277553,9.4834499,7.6201296,1.3204061,1.4953867,1.4209189,-.40784669,-.074568659,-.22189187,.19960935,.36442366,.28435573,87,52,5,75,5,86,14,85,86,82,83,8,53,45,52,3,49,41,10
2016,26474,20503,Dakota,.30244145,.57078898,.3175838,.21939084,.14057571,.033814326,221.06488,276.92398,285.82922,8.0885735,1.3449348,-.20501715,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.4526788,.6943714,.56594604,.20837942,.43941766,.29984316,.16730548,.2652663,.21266599,.077888034,.19657396,.14198808,.012744895,.033679523,.023407329,197.73076,247.0517,231.41708,265.01501,288.87109,278.53732,267.45297,312.0383,300.59967,6.2739282,8.9295139,7.574996,1.2846888,1.4314282,1.3418176,-.38204142,-.055055447,-.23103915,.20734273,.39099532,.30478579,87,44,3,79,8,80,18,83,86,71,76,7,46,38,56,6,46,43,11
2017,26474,20503,Dakota,.35690385,.58605933,.32962894,.20237076,.15989798,.054082811,214.00789,271.24774,279.53986,7.9889922,1.3166119,-.13933413,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.48013192,.7065891,.58225638,.21738793,.44402707,.32319844,.15783291,.24279954,.19833219,.098619483,.21223456,.16024548,.017764872,.05751032,.028431028,187.73122,243.38911,227.66467,258.34512,285.49146,271.39502,263.72009,301.04379,286.79111,6.1940517,8.8034267,7.4833579,1.2535012,1.3832077,1.3030093,-.35256007,.064046532,-.16607837,.27150881,.44815618,.35297593,87,41,5,79,7,74,20,80,86,53,76,5,48,35,56,9,41,46,13
2018,26474,20503,Dakota,.32168296,.53877854,.33195743,.18490306,.15795676,.021918036,250.8596,306.58765,316.10614,8.3773966,1.3478591,-.24798942,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.41364935,.65951538,.51614469,.21632585,.44468167,.32148251,.14015225,.22259475,.18005836,.093610652,.20942433,.15696011,.012192941,.030464252,.022356039,229.67923,275.57651,262.67648,289.42618,326.25128,308.43701,293.7529,343.30042,331.14563,6.2155671,9.0833511,7.5243611,1.2758126,1.4379895,1.3429823,-.41239387,-.083596595,-.23414955,.24712786,.40833354,.32451457,87,41,5,80,4,86,23,85,86,82,80,12,64,34,62,4,41,47,12
2012,1549,1049,Dodge,.051145177,.69939882,.097266644,.56148678,0,.040645365,122.71103,226.48686,,32.740894,,.63455164,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.18927953,1.2403703,.68415791,0,.24116609,4.6129379e-08,.18927953,.85761571,.50426799,0,0,0,2.5276571e-15,.095860824,.00041112065,115.5268,132.35086,125.35815,182.99446,284.23917,194.02226,,,,4.3333421,22.194588,14.138918,,,,.036918104,1.2760352,.60910422,7.9846671e-09,.07953658,.020604134,87,25,43,21,44,54,55,39,66,37,,19,,80,14,6,57,36,7
