year,uni_nam,s_uni_nam_N_below_supply,s_uni_nam_N_above_cost,s_uni_nam_N_below_quality
2014,Kenyon-Wanamingo,.71186441,0,.23728813
2018,Kenyon-Wanamingo,.72881359,0,.20338982
2015,Kenyon-Wanamingo,.71186441,0,.22033899
2020,Kenyon-Wanamingo,.76271188,0,.18644068
2016,Kenyon-Wanamingo,.76271188,0,.22033899
2017,Kenyon-Wanamingo,.76271188,0,.20338982
2013,Kerkhoven-Murdock-Sunburg,.55263156,0,.44736841
2015,Kerkhoven-Murdock-Sunburg,.34210527,0,.68421054
2012,Kerkhoven-Murdock-Sunburg,.55263156,0,
2020,Kerkhoven-Murdock-Sunburg,.7631579,0,.18421052
2017,Kerkhoven-Murdock-Sunburg,.7368421,0,.28947368
2018,Kerkhoven-Murdock-Sunburg,.34210527,0,.65789473
2016,Kerkhoven-Murdock-Sunburg,.42105263,0,.68421054
2014,Kerkhoven-Murdock-Sunburg,.31578946,0,.68421054
2019,Kerkhoven-Murdock-Sunburg,.81578946,0,.18421052
2013,Kimball,.56818181,0,0
2014,Kimball,.56818181,.11363637,.34090909
2016,Kimball,.56818181,.022727273,.34090909
2017,Kimball,.52272725,0,.34090909
2019,Kimball,.63636363,.022727273,.34090909
2012,Kimball,.56818181,0,
2018,Kimball,.56818181,.090909094,.34090909
2015,Kimball,.52272725,.11363637,.34090909
2020,Kimball,.63636363,0,.31818181
2020,Kingsland,.3137255,0,0
2018,Kingsland,.3137255,0,.58823532
2014,Kingsland,.29411766,0,0
2012,Kingsland,.27450982,.039215688,
2015,Kingsland,.29411766,0,0
2019,Kingsland,.3137255,0,.019607844
2016,Kingsland,.33333334,0,0
2017,Kingsland,.33333334,0,0
2013,Kingsland,.27450982,0,0
2016,Kittson Central,.66666669,0,.33333334
2018,Kittson Central,.66666669,0,.33333334
2013,Kittson Central,.58333331,0,0
2017,Kittson Central,.66666669,.041666668,.33333334
2015,Kittson Central,.66666669,0,.33333334
2020,Kittson Central,.66666669,0,.33333334
2012,Kittson Central,.58333331,0,
2019,Kittson Central,.58333331,0,.33333334
2014,Kittson Central,.58333331,0,.33333334
2016,La Crescent-Hokah,.25688073,0,.22935779
2019,La Crescent-Hokah,.95412844,0,.42201835
2014,La Crescent-Hokah,.17431192,0,.11009175
2017,La Crescent-Hokah,.3119266,0,.52293581
2013,La Crescent-Hokah,.18348624,0,.11926606
2012,La Crescent-Hokah,.18348624,0,
2015,La Crescent-Hokah,.44036698,0,0
2020,La Crescent-Hokah,.85321099,0,.44954127
2018,La Crescent-Hokah,.38532111,0,.55045873
2015,Lac Qui Parle Valley,.52272725,0,.45454547
2019,Lac Qui Parle Valley,.53409094,0,.022727273
2017,Lac Qui Parle Valley,.54545456,0,.079545453
2013,Lac Qui Parle Valley,.54545456,0,.44318181
2020,Lac Qui Parle Valley,.52272725,0,.22727273
2016,Lac Qui Parle Valley,.54545456,0,.20454545
2012,Lac Qui Parle Valley,.54545456,0,
2014,Lac Qui Parle Valley,.51136363,0,.45454547
2018,Lac Qui Parle Valley,.54545456,0,.20454545
2019,Lake Benton,.5,0,.40000001
2015,Lake Benton,.60000002,0,.40000001
2016,Lake Benton,.5,0,.40000001
2020,Lake Benton,.55000001,0,.40000001
2014,Lake Benton,.89999998,0,0
2013,Lake Benton,.89999998,0,0
2017,Lake Benton,.5,0,.40000001
2012,Lake Benton,.94999999,0,
2018,Lake Benton,.5,0,.40000001
2019,Lake City,.41463414,0,.29268292
2015,Lake City,.41463414,0,.48780489
2020,Lake City,.40243903,0,.20731707
2016,Lake City,.40243903,0,.51219511
2018,Lake City,.41463414,0,.42682928
2013,Lake City,.39024389,0,0
2014,Lake City,.37804878,0,0
2012,Lake City,.36585367,0,
2017,Lake City,.42682928,0,.37804878
2019,Lake Crystal-Wellcome Memorial,.38461539,0,0
2012,Lake Crystal-Wellcome Memorial,.36923078,0,
2016,Lake Crystal-Wellcome Memorial,.36923078,.15384616,0
2017,Lake Crystal-Wellcome Memorial,.43076923,0,0
2013,Lake Crystal-Wellcome Memorial,.38461539,.16923077,0
2015,Lake Crystal-Wellcome Memorial,.38461539,0,0
2018,Lake Crystal-Wellcome Memorial,.40000001,0,0
2014,Lake Crystal-Wellcome Memorial,.36923078,.15384616,0
2020,Lake Crystal-Wellcome Memorial,.41538462,0,0
2012,Lake Park-Audubon,.44230768,0,
2020,Lake Park-Audubon,.57692307,.096153848,.1923077
2014,Lake Park-Audubon,.25,0,.44230768
2015,Lake Park-Audubon,.55769229,0,.17307693
2019,Lake Park-Audubon,.76923078,.11538462,.21153846
2013,Lake Park-Audubon,.46153846,0,.15384616
2017,Lake Park-Audubon,.65384614,0,.21153846
2016,Lake Park-Audubon,.40384614,0,.25
2018,Lake Park-Audubon,.65384614,.11538462,.1923077
2016,Lake Superior,.994012,0,0
2018,Lake Superior,.98802394,0,.14371258
2020,Lake Superior,.97604793,.011976048,.023952097
2015,Lake Superior,.98802394,.011976048,0
2014,Lake Superior,.98203593,.011976048,.45508981
2013,Lake Superior,.9461078,.023952097,0
2012,Lake Superior,.97005987,.041916169,
2017,Lake Superior,.994012,.017964073,.14371258
2019,Lake Superior,.97005987,.011976048,.065868266
2014,Lake of the Woods,.53571427,0,.39285713
2018,Lake of the Woods,.53571427,0,.4642857
2020,Lake of the Woods,.5714286,0,.39285713
2013,Lake of the Woods,.53571427,0,.35714287
2015,Lake of the Woods,.5,0,.4642857
2017,Lake of the Woods,.5714286,0,.4642857
2019,Lake of the Woods,.42857143,0,.39285713
2016,Lake of the Woods,.53571427,0,.4642857
2012,Lake of the Woods,.5714286,.035714287,
2014,Lakeview,.2631579,0,.44736841
2019,Lakeview,.23684211,.02631579,.44736841
2018,Lakeview,.2631579,0,.71052629
2012,Lakeview,.47368422,0,
2013,Lakeview,.39473686,0,.44736841
2020,Lakeview,.23684211,.02631579,.2631579
2017,Lakeview,.47368422,0,.42105263
2016,Lakeview,.2631579,0,.2631579
2015,Lakeview,.2631579,0,.44736841
2016,Lakeville,.6857143,.88571429,.30476192
2013,Lakeville,.82539684,.8952381,.51428574
2017,Lakeville,.64920634,.88571429,.20476191
2012,Lakeville,.74444443,.88095236,
2014,Lakeville,.8888889,.89047617,.37301588
2015,Lakeville,.8888889,.8952381,.35714287
2018,Lakeville,.61269844,.86825395,.23650794
2019,Lakeville,.51746035,.85079366,.23650794
2020,Lakeville,.5031746,.86349207,.20634921
2018,Lancaster,.36363637,0,.63636363
2015,Lancaster,.36363637,0,0
2012,Lancaster,.36363637,0,
2017,Lancaster,.36363637,0,.63636363
2013,Lancaster,.36363637,0,.63636363
2014,Lancaster,.36363637,0,.63636363
2016,Lancaster,.36363637,0,.63636363
2020,Lancaster,.36363637,0,.63636363
2019,Lancaster,.36363637,0,.63636363
2015,Lanesboro,.53333336,0,0
2017,Lanesboro,.53333336,0,0
2016,Lanesboro,.53333336,.80000001,0
2020,Lanesboro,.53333336,0,0
2013,Lanesboro,.53333336,0,0
2018,Lanesboro,.53333336,0,0
2019,Lanesboro,.53333336,0,0
2012,Lanesboro,.53333336,0,
2014,Lanesboro,.53333336,0,0
2013,Laporte,.83333331,0,0
2016,Laporte,.76666665,0,.2
2014,Laporte,.80000001,0,.23333333
2012,Laporte,.89999998,0,
2018,Laporte,.83333331,0,.2
2020,Laporte,.86666667,0,.2
2017,Laporte,.76666665,0,.2
2015,Laporte,.76666665,0,.23333333
2019,Laporte,.86666667,0,.2
2017,Le Sueur-Henderson,.22352941,0,.16470589
2012,Le Sueur-Henderson,.15294118,0,
2015,Le Sueur-Henderson,.14117648,0,.71764708
2019,Le Sueur-Henderson,.14117648,0,.16470589
2018,Le Sueur-Henderson,.16470589,0,.16470589
2014,Le Sueur-Henderson,.15294118,0,.65882355
2016,Le Sueur-Henderson,.1882353,0,.68235296
2020,Le Sueur-Henderson,.17647059,0,.16470589
2013,Le Sueur-Henderson,.16470589,0,0
2019,Leroy-Ostrander,.46153846,0,.53846157
2020,Leroy-Ostrander,.38461539,0,.53846157
2012,Leroy-Ostrander,.23076923,0,
2018,Leroy-Ostrander,.46153846,0,.53846157
2013,Leroy-Ostrander,.23076923,0,.07692308
2016,Leroy-Ostrander,.46153846,0,.53846157
2015,Leroy-Ostrander,.46153846,0,.53846157
2017,Leroy-Ostrander,.46153846,0,.53846157
2014,Leroy-Ostrander,.46153846,0,.53846157
2018,Lester Prairie,.25714287,0,0
2015,Lester Prairie,.25714287,0,.54285717
2017,Lester Prairie,.25714287,0,0
2014,Lester Prairie,.25714287,0,.5714286
2019,Lester Prairie,.37142858,0,0
2012,Lester Prairie,.31428573,0,
2013,Lester Prairie,.2857143,0,.6857143
2020,Lester Prairie,.37142858,0,.37142858
2016,Lester Prairie,.25714287,0,0
2012,Lewiston-Altura,.5925926,0,
2017,Lewiston-Altura,.6111111,0,.37037036
2019,Lewiston-Altura,.46296296,0,.37037036
2014,Lewiston-Altura,.5925926,0,.2962963
2016,Lewiston-Altura,.6111111,0,0
2020,Lewiston-Altura,.6111111,0,.35185185
2018,Lewiston-Altura,.5925926,0,.3888889
2015,Lewiston-Altura,.5925926,0,.2962963
2013,Lewiston-Altura,.44444445,0,0
2019,Litchfield,.36090225,0,.63909775
2015,Litchfield,.33834586,0,.56390977
2018,Litchfield,.35338345,0,.63909775
2014,Litchfield,.35338345,0,.64661652
2016,Litchfield,.35338345,0,.63909775
2012,Litchfield,.34586465,0,
2017,Litchfield,.35338345,0,.63909775
2020,Litchfield,.32330826,0,.63909775
2013,Litchfield,.35338345,0,0
2013,Little Falls,.33689839,0,.5026738
2012,Little Falls,.34759358,0,
2020,Little Falls,.43850267,0,.26737967
2015,Little Falls,.35828876,.0053475937,.657754
2018,Little Falls,.36898395,0,.52406418
2019,Little Falls,.39037433,0,.5775401
2014,Little Falls,.342246,0,.59358287
2016,Little Falls,.39037433,0,.63636363
2017,Little Falls,.36898395,.0053475937,.55080211
2020,Littlefork-Big Falls,.45454547,0,.54545456
2015,Littlefork-Big Falls,.45454547,0,.54545456
2019,Littlefork-Big Falls,.45454547,0,.54545456
2013,Littlefork-Big Falls,1,.090909094,0
2018,Littlefork-Big Falls,.45454547,0,.54545456
2012,Littlefork-Big Falls,1,.27272728,
2014,Littlefork-Big Falls,1,.090909094,0
2016,Littlefork-Big Falls,.45454547,0,.54545456
2017,Littlefork-Big Falls,.45454547,.090909094,.54545456
2016,Long Prairie-Grey Eagle,.95689654,0,0
2013,Long Prairie-Grey Eagle,.91379309,0,0
2014,Long Prairie-Grey Eagle,.9741379,0,0
2019,Long Prairie-Grey Eagle,.95689654,0,0
2015,Long Prairie-Grey Eagle,.9741379,0,0
2017,Long Prairie-Grey Eagle,.96551722,0,0
2012,Long Prairie-Grey Eagle,.84482759,0,
2020,Long Prairie-Grey Eagle,.96551722,.0086206896,.0086206896
2018,Long Prairie-Grey Eagle,.96551722,0,0
2013,Luverne,.19512194,0,0
2017,Luverne,.19512194,0,.75609756
2020,Luverne,.20731707,.036585364,.74390244
2015,Luverne,.19512194,0,0
2016,Luverne,.19512194,0,0
2014,Luverne,.19512194,0,0
2018,Luverne,.20731707,0,0
2012,Luverne,.21951219,0,
2019,Luverne,.19512194,.036585364,.73170733
2018,Lyle,.30000001,0,.60000002
2017,Lyle,.30000001,0,.60000002
2020,Lyle,.30000001,0,.60000002
2013,Lyle,.30000001,0,0
2016,Lyle,.30000001,0,.60000002
2014,Lyle,.30000001,0,.60000002
2012,Lyle,.40000001,0,
2019,Lyle,.30000001,0,.60000002
2015,Lyle,.30000001,0,.60000002
2020,Lynd,.46153846,0,.76923078
2014,Lynd,.38461539,0,.76923078
2013,Lynd,1,0,0
2012,Lynd,1,0,
2019,Lynd,.30769232,0,.76923078
2017,Lynd,.38461539,0,.76923078
2015,Lynd,.30769232,0,.76923078
2016,Lynd,.30769232,0,.76923078
2018,Lynd,.30769232,0,.76923078
2015,M.A.C.C.R.A.Y.,.65454543,0,.18181819
2020,M.A.C.C.R.A.Y.,.5090909,0,.4909091
2014,M.A.C.C.R.A.Y.,.65454543,0,.30909091
2012,M.A.C.C.R.A.Y.,.65454543,0,
2019,M.A.C.C.R.A.Y.,.63636363,0,.4909091
2018,M.A.C.C.R.A.Y.,.5090909,0,.4909091
2016,M.A.C.C.R.A.Y.,.5090909,0,.4909091
2013,M.A.C.C.R.A.Y.,.65454543,0,.12727273
2017,M.A.C.C.R.A.Y.,.5090909,0,.4909091
2020,Mabel-Canton,.45833334,0,.5
2014,Mabel-Canton,.5,0,.45833334
2019,Mabel-Canton,.5,.041666668,.5
2012,Mabel-Canton,.5,0,
2016,Mabel-Canton,.45833334,0,.45833334
2017,Mabel-Canton,.5,0,.45833334
2018,Mabel-Canton,.45833334,0,.45833334
2015,Mabel-Canton,.5,0,.45833334
2013,Mabel-Canton,.5,0,0
2014,Madelia,.98000002,0,0
2016,Madelia,1,0,.92000002
2012,Madelia,.98000002,0,
2017,Madelia,.98000002,0,.92000002
2019,Madelia,.18000001,0,0
2018,Madelia,.98000002,0,0
2015,Madelia,.98000002,0,0
2020,Madelia,.98000002,0,0
2013,Madelia,.98000002,0,0
2017,Mahnomen,.54285717,0,.69999999
2012,Mahnomen,.87142855,0,
2019,Mahnomen,.40000001,0,.71428573
2014,Mahnomen,.44285715,0,.72857141
2020,Mahnomen,.5,0,.69999999
2013,Mahnomen,.89999998,0,.55714285
2016,Mahnomen,.54285717,0,.71428573
2018,Mahnomen,.91428572,0,.69999999
2015,Mahnomen,.51428574,0,.72857141
2014,Mahtomedi,.95302016,.81879193,.033557046
2019,Mahtomedi,.63758391,.37583894,.69127518
2013,Mahtomedi,.89932889,.93959731,.27516779
2020,Mahtomedi,.85906041,.81879193,.41610739
2018,Mahtomedi,.79194629,.35570469,.55704701
2012,Mahtomedi,.83221477,.9194631,
2017,Mahtomedi,.83221477,.38926175,.32885906
2016,Mahtomedi,.97986579,.58389264,.073825501
2015,Mahtomedi,.98657715,.75167787,.147651
2020,Mankato,.30769232,.010159652,.52394778
2016,Mankato,.28447026,.0072568939,.37155297
2017,Mankato,.29898402,.0087082731,.43976778
2014,Mankato,.2467344,.0043541365,.52539915
2013,Mankato,.18722786,0,.36284471
2015,Mankato,.28011611,.0029027576,.42089987
2012,Mankato,.19448476,0,
2019,Mankato,.27431059,.010159652,.4034833
2018,Mankato,.34107402,.0087082731,.43541363
2018,Maple Lake,.95555556,0,.40000001
2016,Maple Lake,.35555556,0,.75555557
2015,Maple Lake,.31111112,0,.75555557
2013,Maple Lake,.37777779,0,.73333335
2012,Maple Lake,.42222223,0,
2020,Maple Lake,.24444444,.022222223,.80000001
2017,Maple Lake,.24444444,.022222223,.71111113
2014,Maple Lake,.35555556,0,.75555557
2019,Maple Lake,.24444444,.022222223,.73333335
2015,Maple River,.36507937,0,.36507937
2018,Maple River,.31746033,0,.20634921
2016,Maple River,.30158731,.015873017,.58730161
2014,Maple River,.34920636,0,.36507937
2020,Maple River,.30158731,0,.5714286
2013,Maple River,.34920636,0,0
2019,Maple River,.30158731,0,.5714286
2012,Maple River,.2857143,0,
2017,Maple River,.31746033,0,.5714286
2013,Marshall,.096385539,0,0
2019,Marshall,.084337346,.012048192,.79518074
2018,Marshall,.12048193,.012048192,0
2020,Marshall,.14457831,.012048192,.8012048
2016,Marshall,.096385539,.012048192,0
2017,Marshall,.10843374,0,0
2015,Marshall,.12650603,0,0
2012,Marshall,.084337346,0,
2014,Marshall,.096385539,0,.048192769
2013,Marshall County Central,.5,0,.30769232
2016,Marshall County Central,.53846157,0,.11538462
2012,Marshall County Central,.53846157,0,
2014,Marshall County Central,.53846157,0,.11538462
2015,Marshall County Central,.53846157,0,.11538462
2020,Marshall County Central,.46153846,0,.11538462
2017,Marshall County Central,.5,0,.11538462
2019,Marshall County Central,.53846157,0,.11538462
2018,Marshall County Central,.5,0,.11538462
2012,Martin County West,.2682927,0,
2017,Martin County West,.29268292,0,.70731705
2015,Martin County West,.29268292,0,.70731705
2014,Martin County West,.29268292,0,.70731705
2013,Martin County West,.29268292,0,0
2020,Martin County West,.29268292,0,.70731705
2016,Martin County West,.29268292,0,.70731705
2018,Martin County West,.29268292,0,.70731705
2019,Martin County West,.29268292,0,.29268292
2016,McGregor,.60465115,0,.46511629
2019,McGregor,.67441863,0,.46511629
2018,McGregor,.60465115,0,.46511629
2020,McGregor,.62790698,0,.46511629
2017,McGregor,.60465115,0,.46511629
2013,McGregor,.51162791,0,.46511629
2015,McGregor,.51162791,0,.46511629
2014,McGregor,.48837209,.046511628,.46511629
2012,McGregor,.67441863,0,
2020,Medford,.32258064,0,.61290324
2017,Medford,.3548387,0,.64516127
2016,Medford,.3548387,0,.61290324
2019,Medford,.32258064,0,.67741936
2015,Medford,.29032257,0,.61290324
2014,Medford,.29032257,0,.61290324
2018,Medford,.3548387,0,.64516127
2012,Medford,.29032257,0,
2013,Medford,.29032257,0,0
2015,Melrose,.43298969,0,.39175257
2018,Melrose,.45360824,.010309278,0
2014,Melrose,.43298969,0,.37113401
2012,Melrose,.31958762,0,
2019,Melrose,.41237113,.010309278,.26804122
2020,Melrose,.44329897,.010309278,0
2016,Melrose,.49484536,0,.28865978
2013,Melrose,.40206185,0,.39175257
2017,Melrose,.46391752,0,.35051546
2015,Menahga,.97560978,0,0
2018,Menahga,1,0,.024390243
2014,Menahga,.97560978,0,0
2017,Menahga,1,0,.024390243
2016,Menahga,1,0,.58536583
2013,Menahga,.9512195,0,.63414633
2019,Menahga,.97560978,0,.024390243
2020,Menahga,.9512195,0,.48780489
2012,Menahga,.97560978,0,
2016,Mesabi East,.97014928,0,.13432837
2013,Mesabi East,.9402985,0,.35820895
2014,Mesabi East,.9402985,0,.44776121
2012,Mesabi East,.9402985,0,
2019,Mesabi East,1,0,0
2018,Mesabi East,.97014928,0,0
2015,Mesabi East,.9402985,0,.13432837
2020,Mesabi East,1,0,0
2017,Mesabi East,.97014928,0,0
2015,Milaca,.6855346,0,.28301886
2014,Milaca,.6918239,0,.28930819
2020,Milaca,.73584908,0,.2389937
2012,Milaca,.66666669,0,
2016,Milaca,.72327042,.006289308,.26415095
2013,Milaca,.6855346,0,.28301886
2017,Milaca,.73584908,0,.27672955
2019,Milaca,.73584908,0,.2389937
2018,Milaca,.75471699,0,.26415095
2020,Milroy,.75,0,.25
2016,Milroy,.5,0,.375
2017,Milroy,.5,0,.375
2012,Milroy,.5,0,
2019,Milroy,.625,0,.375
2018,Milroy,.5,0,.375
2015,Milroy,.5,0,0
2014,Milroy,.5,0,0
2013,Milroy,.5,0,0
2017,Minneapolis,.46367672,1,.6031301
2019,Minneapolis,.4326092,1,.73277271
2015,Minneapolis,.61083859,1,.58631164
2020,Minneapolis,.45409951,1,.71221679
2012,Minneapolis,.75496382,1,
2013,Minneapolis,.70030367,1,.52230787
2018,Minneapolis,.41485634,1,.78229386
2014,Minneapolis,.61854708,1,.50852603
2016,Minneapolis,.49310908,1,.60172856
2019,Minneota,.2972973,0,.081081077
2013,Minneota,.32432431,0,0
2020,Minneota,.32432431,0,.054054055
2015,Minneota,.32432431,0,.081081077
2016,Minneota,.2972973,0,.027027028
2012,Minneota,.32432431,0,
2014,Minneota,.32432431,0,0
2017,Minneota,.32432431,0,.027027028
2018,Minneota,.32432431,0,.027027028
2015,Minnetonka,.48607594,1,.65063292
2020,Minnetonka,.32151899,1,.67594939
2012,Minnetonka,.73417723,1,
2016,Minnetonka,.49873418,1,.6126582
2018,Minnetonka,.38481012,1,.6126582
2013,Minnetonka,.69367087,1,.70126581
2019,Minnetonka,.37721518,1,.57974684
2017,Minnetonka,.39746836,1,.61518985
2014,Minnetonka,.64810127,.99746835,.5721519
2017,Minnewaska,.65048546,0,.17475729
2020,Minnewaska,.50485438,0,0
2016,Minnewaska,.65048546,0,0
2018,Minnewaska,.65048546,.009708738,0
2014,Minnewaska,.46601942,0,.17475729
2019,Minnewaska,.64077669,.019417476,.17475729
2015,Minnewaska,.46601942,0,.17475729
2013,Minnewaska,.46601942,0,.17475729
2012,Minnewaska,.62135923,0,
2014,Montevideo,.20618556,0,.77319586
2013,Montevideo,.21649484,0,.65979379
2012,Montevideo,.20618556,0,
2017,Montevideo,.2371134,.020618556,0
2016,Montevideo,.2371134,.020618556,0
2015,Montevideo,.21649484,.010309278,.61855668
2018,Montevideo,.29896906,.020618556,.62886596
2019,Montevideo,.95876288,0,0
2020,Montevideo,.65979379,0,0
2012,Monticello,.64037853,0,
2015,Monticello,.63722396,.047318611,.43533123
2014,Monticello,.60567826,.059936907,.52996844
2016,Monticello,.63091481,.072555207,.4384858
2020,Monticello,.84542584,.059936907,.0031545742
2018,Monticello,.70347005,0,.41955835
2017,Monticello,.74447948,.012618297,.10410095
2013,Monticello,.64668769,0,0
2019,Monticello,.85488957,.018927446,0
2014,Moorhead,.34449762,0,.20893142
2017,Moorhead,.34768739,0,.32216907
2018,Moorhead,.3524721,0,.2631579
2016,Moorhead,.40510365,0,.031897925
2019,Moorhead,.49760765,0,.38437003
2012,Moorhead,.26634768,0,
2015,Moorhead,.33971292,0,.074960127
2020,Moorhead,.40031898,.0031897926,.39553428
2013,Moorhead,.24880382,0,.44816586
2019,Moose Lake,.5,0,.55882353
2015,Moose Lake,.47058824,0,.52941179
2014,Moose Lake,.47058824,0,.52941179
2020,Moose Lake,.52941179,0,.52941179
2017,Moose Lake,.5,.088235296,.55882353
2012,Moose Lake,.91176468,0,
2018,Moose Lake,.55882353,0,.5
2013,Moose Lake,.91176468,0,0
2016,Moose Lake,.47058824,0,.52941179
2020,Mora,.38028169,0,.61971831
2013,Mora,.3943662,0,.53521127
2018,Mora,.43661973,0,.36619717
2016,Mora,.3943662,0,.57746476
2017,Mora,.38028169,0,.59154928
2014,Mora,.3943662,0,.53521127
2015,Mora,.40845069,0,.53521127
2012,Mora,.36619717,0,
2019,Mora,.35211268,0,.63380283
2019,Morris Area,.328125,0,.609375
2013,Morris Area,.171875,.03125,0
2020,Morris Area,.34375,0,.484375
2014,Morris Area,.3125,.03125,0
2018,Morris Area,.328125,0,.625
2015,Morris Area,.3125,0,.609375
2017,Morris Area,.328125,0,.46875
2016,Morris Area,.3125,0,.65625
2012,Morris Area,.21875,0,
2018,Mounds View,.790932,.98866498,.47984886
2019,Mounds View,.74055415,.91057932,.4282116
2020,Mounds View,.67254406,.98740554,.50251889
2012,Mounds View,.59445846,1,
2017,Mounds View,.70277077,.98866498,.49874055
2013,Mounds View,.69521409,.89042819,.55667508
2014,Mounds View,.71788412,.89420652,.66120905
2015,Mounds View,.66624683,.97732997,.55415618
2016,Mounds View,.74433249,.99622166,.57808566
2017,Mountain Iron-Buhl,.47457626,.016949153,.52542371
2014,Mountain Iron-Buhl,.44067797,0,.59322035
2013,Mountain Iron-Buhl,.47457626,0,.54237288
2016,Mountain Iron-Buhl,.45762712,0,.54237288
2012,Mountain Iron-Buhl,.49152541,0,
2020,Mountain Iron-Buhl,.47457626,0,.54237288
2019,Mountain Iron-Buhl,.45762712,.016949153,.54237288
2015,Mountain Iron-Buhl,.45762712,0,.74576271
2018,Mountain Iron-Buhl,.47457626,0,.54237288
2014,Mountain Lake,.26190478,0,.71428573
2017,Mountain Lake,.26190478,0,.71428573
2019,Mountain Lake,1,0,.71428573
2015,Mountain Lake,.26190478,0,.71428573
2012,Mountain Lake,.26190478,0,
2016,Mountain Lake,.97619045,0,.71428573
2018,Mountain Lake,.97619045,0,.71428573
2020,Mountain Lake,.2857143,0,.71428573
2013,Mountain Lake,.26190478,0,.71428573
2020,Murray County Central,.44444445,0,0
2012,Murray County Central,.55555558,0,
2017,Murray County Central,.51111114,0,0
2015,Murray County Central,.51111114,0,.44444445
2014,Murray County Central,.51111114,0,.44444445
2019,Murray County Central,.42222223,0,0
2016,Murray County Central,.51111114,0,.42222223
2018,Murray County Central,.51111114,0,0
2013,Murray County Central,.51111114,0,0
2014,N.R.H.E.G.,.40000001,0,.56
2012,N.R.H.E.G.,.25999999,0,
2020,N.R.H.E.G.,.40000001,0,.56
2019,N.R.H.E.G.,.40000001,0,.56
2015,N.R.H.E.G.,.38,.02,.31999999
2018,N.R.H.E.G.,.36000001,0,.56
2013,N.R.H.E.G.,.40000001,0,0
2017,N.R.H.E.G.,.40000001,0,.56
2016,N.R.H.E.G.,.36000001,0,.56
2020,Nashwauk-Keewatin,.63414633,0,.73170733
2019,Nashwauk-Keewatin,1,.024390243,.36585367
2015,Nashwauk-Keewatin,.56097561,0,.39024389
2018,Nashwauk-Keewatin,.53658539,0,.78048778
2013,Nashwauk-Keewatin,.9512195,0,.39024389
2016,Nashwauk-Keewatin,.58536583,0,.36585367
2012,Nashwauk-Keewatin,.9512195,0,
2017,Nashwauk-Keewatin,.60975611,0,.70731705
2014,Nashwauk-Keewatin,.92682928,.048780486,.39024389
2017,Nett Lake,.33333334,0,.66666669
2012,Nett Lake,.33333334,0,
2018,Nett Lake,.33333334,0,.66666669
2020,Nett Lake,.33333334,0,.66666669
2013,Nett Lake,.33333334,0,0
2014,Nett Lake,.33333334,0,.66666669
2015,Nett Lake,.33333334,0,.66666669
2016,Nett Lake,.33333334,0,.66666669
2019,Nett Lake,.33333334,0,.66666669
2019,Nevis,.75999999,0,.2
2012,Nevis,.75999999,0,
2013,Nevis,.75999999,0,.079999998
2020,Nevis,.75999999,0,.2
2017,Nevis,.80000001,0,.16
2015,Nevis,.60000002,0,.28
2014,Nevis,.72000003,0,.079999998
2016,Nevis,.80000001,0,.16
2018,Nevis,.75999999,0,.16
2014,New London-Spicer,.62385321,0,.24770643
2019,New London-Spicer,.86238533,0,.064220183
2015,New London-Spicer,.57798165,0,.19266056
2016,New London-Spicer,.66972476,0,.018348623
2017,New London-Spicer,.73394495,0,0
2020,New London-Spicer,.64220184,0,0
2012,New London-Spicer,.72477067,0,
2013,New London-Spicer,.79816514,0,.0091743115
2018,New London-Spicer,.71559632,0,0
2012,New Prague Area,.31666666,.0083333338,
2019,New Prague Area,.54166669,.0083333338,0
2016,New Prague Area,.35416666,0,0
2013,New Prague Area,.33750001,.016666668,0
2015,New Prague Area,.42916667,0,0
2020,New Prague Area,.80000001,.0041666669,0
2017,New Prague Area,.52916664,0,0
2018,New Prague Area,.53333336,.0041666669,.095833331
2014,New Prague Area,.33750001,.0041666669,.10833333
2013,New Ulm,.26180258,0,.025751073
2012,New Ulm,.29613733,0,
2018,New Ulm,.29613733,0,.06437768
2019,New Ulm,.3004292,0,.11587983
2014,New Ulm,.3004292,0,.38626608
2017,New Ulm,.29613733,0,.64377683
2016,New Ulm,.2918455,0,.06437768
2015,New Ulm,.27896994,0,.28755364
2020,New Ulm,.3004292,0,.45922747
2015,New York Mills,.76595747,0,0
2013,New York Mills,.44680852,0,.46808511
2019,New York Mills,.97872341,0,.44680852
2017,New York Mills,1,0,0
2020,New York Mills,.97872341,0,0
2016,New York Mills,.85106385,0,.46808511
2012,New York Mills,.46808511,0,
2014,New York Mills,.46808511,0,.4893617
2018,New York Mills,.97872341,0,.40425533
2018,Nicollet,.38461539,0,.61538464
2016,Nicollet,.38461539,0,0
2012,Nicollet,.38461539,0,
2015,Nicollet,.38461539,0,.61538464
2019,Nicollet,.38461539,0,.61538464
2014,Nicollet,.38461539,0,.61538464
2017,Nicollet,.38461539,0,.61538464
2013,Nicollet,.38461539,0,0
2020,Nicollet,.38461539,0,.61538464
2018,Norman County East,.63636363,0,.045454547
2012,Norman County East,.63636363,0,
2013,Norman County East,.63636363,0,.045454547
2014,Norman County East,.68181819,0,.045454547
2017,Norman County East,.63636363,0,.045454547
2015,Norman County East,.72727275,0,.045454547
2016,Norman County East,.72727275,0,.045454547
2020,Norman County East,.90909094,0,.045454547
2019,Norman County East,.90909094,.5,.045454547
2013,Norman County West,.41176471,0,.58823532
