year,uni_nam,s_uni_nam_N_below_supply,s_uni_nam_N_above_cost,s_uni_nam_N_below_quality
2015,Norman County West,.41176471,0,.58823532
2019,Norman County West,1,0,.58823532
2017,Norman County West,.41176471,0,.58823532
2012,Norman County West,.41176471,0,
2018,Norman County West,.41176471,0,.58823532
2014,Norman County West,.41176471,0,.58823532
2020,Norman County West,1,0,.58823532
2016,Norman County West,.41176471,0,.58823532
2015,North Branch,.82894737,.03508772,.13157895
2020,North Branch,.86842108,.3640351,.2850877
2017,North Branch,.58333331,.043859649,.41666666
2016,North Branch,.87280703,.043859649,.013157895
2018,North Branch,.81578946,.03508772,.013157895
2014,North Branch,.78070176,.043859649,.21052632
2019,North Branch,.56140351,.030701755,.41228071
2012,North Branch,.70175439,.048245613,
2013,North Branch,.71929824,.03508772,.23684211
2014,North St. Paul-Maplewood,.5869565,.99885583,.51601833
2020,North St. Paul-Maplewood,.71167046,.99771166,.55835241
2013,North St. Paul-Maplewood,.6270023,.99771166,.51601833
2017,North St. Paul-Maplewood,.70594966,.99885583,.3409611
2016,North St. Paul-Maplewood,.67048055,.99885583,.66475976
2015,North St. Paul-Maplewood,.62814647,1,.71967965
2019,North St. Paul-Maplewood,.7139588,.99771166,.55720824
2018,North St. Paul-Maplewood,.73913044,.99885583,.33867276
2012,North St. Paul-Maplewood,.51716244,.99771166,
2020,Northfield,.3515625,.09375,.265625
2013,Northfield,.34765625,.0625,.15234375
2018,Northfield,.3828125,.14453125,.00390625
2019,Northfield,.48046875,.15234375,.01171875
2012,Northfield,.29296875,.1640625,
2014,Northfield,.4140625,.12109375,0
2017,Northfield,.44921875,.21484375,.03515625
2015,Northfield,.3828125,.18359375,.00390625
2016,Northfield,.46875,.39453125,0
2012,Northland Community,.75510204,.020408163,
2020,Northland Community,.69387758,0,.30612245
2014,Northland Community,.69387758,.081632651,.30612245
2019,Northland Community,.95918369,.020408163,.30612245
2017,Northland Community,.69387758,.12244898,.30612245
2015,Northland Community,.69387758,.020408163,.32653061
2016,Northland Community,.69387758,.020408163,.30612245
2018,Northland Community,.69387758,0,.30612245
2013,Northland Community,.75510204,0,.26530612
2020,Ogilvie,.69565219,0,.26086956
2015,Ogilvie,.56521738,0,.30434781
2013,Ogilvie,.86956519,0,0
2012,Ogilvie,.82608694,0,
2017,Ogilvie,.65217394,0,.30434781
2019,Ogilvie,.56521738,0,.30434781
2014,Ogilvie,.60869563,0,.30434781
2018,Ogilvie,.65217394,0,.30434781
2016,Ogilvie,.47826087,0,.39130434
2019,Onamia,.57575756,0,.15151516
2015,Onamia,.5151515,0,.13636364
2020,Onamia,.62121212,0,.15151516
2012,Onamia,.530303,0,
2013,Onamia,.530303,0,.25757575
2014,Onamia,.54545456,0,.13636364
2018,Onamia,.54545456,0,.13636364
2017,Onamia,.56060606,0,.13636364
2016,Onamia,.5151515,.37878788,.13636364
2017,Orono,.38938054,.99115044,.76106197
2012,Orono,.7079646,1,
2016,Orono,.50442475,.99115044,.74336284
2019,Orono,.3539823,1,.78761059
2020,Orono,.37168142,1,.77876109
2013,Orono,.69026548,1,.2920354
2015,Orono,.49557522,.99115044,.75221241
2018,Orono,.46902654,.99115044,.75221241
2014,Orono,.48672566,.99115044,.77876109
2018,Ortonville,.36538461,0,0
2013,Ortonville,.38461539,0,.63461536
2014,Ortonville,.36538461,0,0
2016,Ortonville,.36538461,0,0
2015,Ortonville,.36538461,0,.23076923
2017,Ortonville,.36538461,0,0
2020,Ortonville,.36538461,0,0
2019,Ortonville,.5,0,0
2012,Ortonville,.38461539,0,
2020,Osakis,.65909094,.022727273,.29545453
2016,Osakis,.65909094,0,0
2015,Osakis,.63636363,0,.29545453
2014,Osakis,.61363637,0,.34090909
2018,Osakis,.68181819,0,.34090909
2013,Osakis,.63636363,0,.34090909
2012,Osakis,.63636363,0,
2017,Osakis,.70454544,0,.31818181
2019,Osakis,.63636363,0,.34090909
2013,Osseo,.7775619,1,.36911121
2014,Osseo,.7440505,.99757165,.32977173
2017,Osseo,.65517241,.95968914,.54103935
2012,Osseo,.77999032,1,
2019,Osseo,.55900925,.95726079,.66488588
2020,Osseo,.59106362,.90577948,.53569692
2016,Osseo,.63768822,.93929094,.5968917
2018,Osseo,.57892179,.94900435,.65760076
2015,Osseo,.6571151,.99757165,.54298204
2018,Owatonna,.22811671,.0053050397,.55437666
2020,Owatonna,.40318301,.018567638,.43236074
2013,Owatonna,.16180371,0,.68700266
2012,Owatonna,.14323607,0,
2014,Owatonna,.23342176,.0053050397,.63660479
2019,Owatonna,.28912467,.0132626,.50663131
2016,Owatonna,.24668436,.0053050397,.43501326
2017,Owatonna,.31034482,.0053050397,.49336872
2015,Owatonna,.19098143,.0053050397,.63925731
2017,Park Rapids,.56153846,0,.43846154
2016,Park Rapids,.56923079,.015384615,.43846154
2012,Park Rapids,.56153846,0,
2019,Park Rapids,.57692307,0,.45384616
2014,Park Rapids,.56923079,0,.43846154
2020,Park Rapids,.59230769,0,.44615385
2013,Park Rapids,.57692307,0,.45384616
2018,Park Rapids,.54615384,0,.45384616
2015,Park Rapids,.59230769,0,.44615385
2014,Parkers Prairie,.75,0,.5
2020,Parkers Prairie,.5,0,.5714286
2012,Parkers Prairie,.4642857,0,
2017,Parkers Prairie,.4642857,0,.5
2016,Parkers Prairie,.6785714,0,.5
2013,Parkers Prairie,.75,0,0
2015,Parkers Prairie,.71428573,0,.5
2018,Parkers Prairie,.42857143,0,.5
2019,Parkers Prairie,.71428573,0,.5714286
2015,Paynesville,.36206895,0,.5
2019,Paynesville,.39655173,.034482758,.46551725
2016,Paynesville,.39655173,0,.48275861
2013,Paynesville,.36206895,0,0
2017,Paynesville,.39655173,0,.46551725
2014,Paynesville,.36206895,0,.51724136
2020,Paynesville,.41379312,.034482758,0
2018,Paynesville,.39655173,0,.46551725
2012,Paynesville,.37931034,0,
2018,Pelican Rapids,.9770115,0,.65517241
2014,Pelican Rapids,.36781609,0,.68965518
2017,Pelican Rapids,.9770115,0,0
2013,Pelican Rapids,.96551722,0,.68965518
2012,Pelican Rapids,.94252872,0,
2020,Pelican Rapids,.91954023,.034482758,.068965517
2015,Pelican Rapids,.98850572,0,0
2019,Pelican Rapids,.96551722,.045977011,.045977011
2016,Pelican Rapids,.98850572,0,0
2019,Pequot Lakes,.52808988,.10112359,.33707866
2018,Pequot Lakes,.53932583,.078651689,.30337077
2012,Pequot Lakes,.5955056,.011235955,
2017,Pequot Lakes,.55056179,0,.29213482
2014,Pequot Lakes,.52808988,.25842696,.22471911
2020,Pequot Lakes,.53932583,.067415729,.29213482
2016,Pequot Lakes,.53932583,.25842696,.25842696
2013,Pequot Lakes,.5955056,.011235955,0
2015,Pequot Lakes,.52808988,.25842696,.28089887
2018,Perham-Dent,.52212387,0,.4159292
2020,Perham-Dent,.55752212,0,.40707964
2016,Perham-Dent,.53097343,0,.43362832
2017,Perham-Dent,.53097343,0,.44247788
2015,Perham-Dent,.52212387,0,.43362832
2014,Perham-Dent,.51327431,0,.40707964
2012,Perham-Dent,.54867256,0,
2019,Perham-Dent,.54867256,0,.40707964
2013,Perham-Dent,.50442475,0,0
2019,Pierz,.50819671,0,0
2018,Pierz,.47540984,0,0
2012,Pierz,.57377046,0,
2014,Pierz,.49180329,0,.27868852
2013,Pierz,.54098362,0,0
2017,Pierz,.52459013,0,0
2020,Pierz,.49180329,0,0
2016,Pierz,.52459013,0,.21311475
2015,Pierz,.47540984,0,.26229507
2020,Pillager,.74747473,.090909094,.25252524
2017,Pillager,.79797977,.090909094,.24242425
2015,Pillager,.80808079,.01010101,0
2018,Pillager,.78787881,.05050505,.24242425
2013,Pillager,.79797977,.01010101,.1010101
2014,Pillager,.71717173,.01010101,0
2019,Pillager,.83838385,.12121212,.2020202
2012,Pillager,.80808079,.01010101,
2016,Pillager,.79797977,.01010101,.25252524
2014,Pine City,.53191489,0,.35106382
2012,Pine City,.5,0,
2016,Pine City,.58510637,.010638298,.35106382
2017,Pine City,.57446808,0,.37234041
2020,Pine City,.58510637,.14893617,.40425533
2018,Pine City,.58510637,0,.37234041
2019,Pine City,.56382978,0,.37234041
2013,Pine City,.47872341,0,.34042552
2015,Pine City,.56382978,0,.35106382
2018,Pine Island,.63414633,.1097561,.048780486
2020,Pine Island,.63414633,.036585364,0
2019,Pine Island,.65853661,.012195121,.036585364
2015,Pine Island,.41463414,.1097561,0
2014,Pine Island,.58536583,.1097561,0
2013,Pine Island,.63414633,0,0
2017,Pine Island,.64634144,.1097561,.036585364
2016,Pine Island,.60975611,.1097561,.048780486
2012,Pine Island,.57317072,0,
2014,Pine Point,0,0,1
2019,Pine Point,0,0,1
2013,Pine Point,1,0,0
2012,Pine Point,1,0,
2018,Pine Point,0,0,1
2015,Pine Point,0,0,1
2020,Pine Point,0,0,1
2017,Pine Point,0,0,1
2016,Pine Point,0,0,1
2020,Pine River-Backus,.91752577,0,.20618556
2015,Pine River-Backus,.63917524,.051546391,.34020618
2018,Pine River-Backus,.94845361,0,.26804122
2013,Pine River-Backus,.87628865,0,.082474224
2017,Pine River-Backus,.89690721,0,.29896906
2012,Pine River-Backus,.94845361,.010309278,
2014,Pine River-Backus,.59793812,.20618556,.3298969
2019,Pine River-Backus,.95876288,0,.051546391
2016,Pine River-Backus,.70103091,.051546391,.3298969
2016,Pipestone Area,.2647059,0,.4852941
2015,Pipestone Area,.2647059,0,.41911766
2012,Pipestone Area,.28676471,0,
2019,Pipestone Area,.41176471,0,.044117648
2018,Pipestone Area,.25735295,0,0
2017,Pipestone Area,.2647059,0,.33088234
2013,Pipestone Area,.2647059,0,.0073529412
2020,Pipestone Area,.24264705,0,.67647058
2014,Pipestone Area,.27205881,0,.49264705
2016,Plainview-Elgin-Millville,.24418604,.034883723,0
2013,Plainview-Elgin-Millville,.19767442,.011627907,0
2017,Plainview-Elgin-Millville,.31395349,.023255814,0
2018,Plainview-Elgin-Millville,.25581396,.011627907,.24418604
2019,Plainview-Elgin-Millville,.40697673,.069767445,.31395349
2014,Plainview-Elgin-Millville,.3255814,.011627907,0
2020,Plainview-Elgin-Millville,.23255815,.011627907,.62790698
2015,Plainview-Elgin-Millville,.20930232,.011627907,0
2012,Plainview-Elgin-Millville,.20930232,.023255814,
2019,Princeton,.61471862,.0043290043,.29870129
2013,Princeton,.52380955,.0086580086,0
2015,Princeton,.55844158,.012987013,0
2017,Princeton,.58008659,.0043290043,.32900432
2014,Princeton,.54545456,.012987013,0
2018,Princeton,.56709957,0,.34199134
2020,Princeton,.59307361,0,.35064936
2012,Princeton,.56709957,.051948052,
2016,Princeton,.55844158,0,.0043290043
2014,Prinsburg,1,0,0
2018,Prinsburg,1,0,0
2012,Prinsburg,1,0,
2013,Prinsburg,1,0,0
2017,Prinsburg,1,0,0
2019,Prinsburg,.875,0,0
2016,Prinsburg,1,0,0
2020,Prinsburg,1,0,0
2015,Prinsburg,1,0,0
2013,Prior Lake-Savage,.41397849,.9641577,.23655914
2017,Prior Lake-Savage,.4641577,.94982082,.21863799
2016,Prior Lake-Savage,.45878136,.90681005,.19713262
2018,Prior Lake-Savage,.35842294,.75627238,.25806451
2020,Prior Lake-Savage,.49103943,.82437277,.13261649
2019,Prior Lake-Savage,.39784947,.91756272,.15412186
2014,Prior Lake-Savage,.49462366,.96594983,.13978495
2015,Prior Lake-Savage,.53942651,.96057349,.19175628
2012,Prior Lake-Savage,.40681005,.97849464,
2018,Proctor,.91735536,0,.099173553
2014,Proctor,.86776859,0,.05785124
2012,Proctor,.65289259,0,
2015,Proctor,.8595041,0,.049586777
2013,Proctor,.61157024,0,.0082644625
2019,Proctor,.90082645,.016528925,.099173553
2016,Proctor,.90082645,0,.090909094
2020,Proctor,.90082645,0,.082644626
2017,Proctor,.90082645,0,.12396694
2012,Randolph,.875,.083333336,
2014,Randolph,.875,.041666668,0
2017,Randolph,.54166669,0,.41666666
2016,Randolph,.58333331,0,.375
2019,Randolph,.5,0,.375
2020,Randolph,.54166669,0,.375
2013,Randolph,.79166669,.083333336,0
2015,Randolph,.91666669,0,0
2018,Randolph,.91666669,0,0
2019,Red Lake,.96551722,0,.080459774
2018,Red Lake,.9770115,0,.10344828
2017,Red Lake,.98850572,0,.068965517
2016,Red Lake,1,0,.068965517
2012,Red Lake,.954023,0,
2020,Red Lake,1,0,.057471264
2013,Red Lake,.96551722,0,.10344828
2014,Red Lake,.9770115,0,.10344828
2015,Red Lake,1,0,.091954023
2012,Red Lake County Central,.45454547,0,
2014,Red Lake County Central,.5,0,.45454547
2015,Red Lake County Central,.5,0,.45454547
2017,Red Lake County Central,.40909091,0,.45454547
2018,Red Lake County Central,.54545456,0,.45454547
2016,Red Lake County Central,.40909091,0,.45454547
2020,Red Lake County Central,.54545456,0,.45454547
2013,Red Lake County Central,.36363637,0,.18181819
2019,Red Lake County Central,.40909091,0,.45454547
2019,Red Lake Falls,.34615386,0,.61538464
2012,Red Lake Falls,.38461539,0,
2020,Red Lake Falls,.34615386,0,.61538464
2018,Red Lake Falls,.34615386,0,.23076923
2017,Red Lake Falls,.34615386,0,.61538464
2016,Red Lake Falls,.34615386,0,.61538464
2013,Red Lake Falls,.38461539,0,.61538464
2014,Red Lake Falls,.34615386,0,.61538464
2015,Red Lake Falls,.34615386,0,.61538464
2020,Red Rock Central,.66666669,.16666667,.35714287
2019,Red Rock Central,.64285713,0,.35714287
2015,Red Rock Central,.64285713,0,.35714287
2018,Red Rock Central,.64285713,0,.35714287
2017,Red Rock Central,.90476191,0,.35714287
2013,Red Rock Central,.90476191,0,0
2012,Red Rock Central,1,0,
2016,Red Rock Central,.90476191,0,.35714287
2014,Red Rock Central,.64285713,0,.35714287
2019,Red Wing,.39779004,.055248618,.5690608
2017,Red Wing,.6077348,.15469614,.53591162
2015,Red Wing,.59116024,.011049724,.23756906
2013,Red Wing,.42541435,0,0
2012,Red Wing,.37569061,.022099448,
2014,Red Wing,.48066297,.016574586,0
2020,Red Wing,.48066297,.022099448,.52486187
2018,Red Wing,.49723756,.049723756,.50828731
2016,Red Wing,.55801105,.011049724,.60220993
2013,Redwood Area,.32307693,0,0
2017,Redwood Area,.35384616,0,0
2018,Redwood Area,.35384616,0,0
2012,Redwood Area,.33846155,0,
2020,Redwood Area,.27692309,0,.092307694
2019,Redwood Area,.33846155,0,0
2016,Redwood Area,.33846155,0,0
2015,Redwood Area,.32307693,0,.2
2014,Redwood Area,.32307693,0,.49230769
2013,Renville County West,.78181821,.018181818,.2
2012,Renville County West,.78181821,0,
2016,Renville County West,1,0,0
2015,Renville County West,.80000001,0,0
2020,Renville County West,.81818181,0,0
2019,Renville County West,.81818181,0,0
2017,Renville County West,.81818181,0,0
2018,Renville County West,.81818181,0,0
2014,Renville County West,.80000001,.018181818,0
2014,Richfield,.50758851,1,.6964587
2017,Richfield,.3895447,1,.72344011
2012,Richfield,.70826304,1,
2018,Richfield,.47217539,1,.77571672
2015,Richfield,.53288364,1,.77234399
2019,Richfield,.4974705,1,.73187184
2013,Richfield,.82799327,1,.64924115
2016,Richfield,.4890388,1,.79089373
2020,Richfield,.34738618,1,.65092748
2020,Robbinsdale,.78829604,.89759034,.34337351
2014,Robbinsdale,.7547332,1,.23235801
2017,Robbinsdale,.77969021,.9767642,.39672977
2015,Robbinsdale,.78743547,1,.30981067
2012,Robbinsdale,.77710843,1,
2016,Robbinsdale,.77710843,.96815836,.43287435
2013,Robbinsdale,.83132529,1,.21600689
2018,Robbinsdale,.83648878,.93373495,.39242685
2019,Robbinsdale,.80895007,.93201375,.36230636
2016,Rochester,.27438641,.61296415,.73505348
2019,Rochester,.20641913,.71869099,.80616742
2013,Rochester,.22655758,.51164252,.73757082
2020,Rochester,.2271869,.71554434,.78036499
2014,Rochester,.20704846,.58590311,.80239147
2015,Rochester,.20453115,.71491504,.83574575
2017,Rochester,.25173065,.72813088,.74952799
2018,Rochester,.22026432,.66268092,.77281308
2012,Rochester,.2057898,.51227188,
2019,Rockford,.47857141,.16428572,0
2013,Rockford,.8142857,.94285715,0
2017,Rockford,.5,.15714286,0
2014,Rockford,.60714287,.30000001,0
2015,Rockford,.75,.18571429,.0071428572
2018,Rockford,.4642857,.19285715,.0071428572
2012,Rockford,.80000001,.95714283,
2016,Rockford,.52857143,.18571429,.014285714
2020,Rockford,.52857143,.11428571,0
2017,Rocori,.33103448,.013793103,0
2016,Rocori,.41379312,0,0
2020,Rocori,.44137931,.0068965517,.4275862
2013,Rocori,.41379312,0,0
2014,Rocori,.46206897,.027586207,0
2019,Rocori,.45517242,.013793103,0
2015,Rocori,.44827586,.0068965517,0
2012,Rocori,.4275862,0,
2018,Rocori,.45517242,0,0
2016,Roseau,.38461539,0,0
2014,Roseau,.3956044,0,.47252747
2012,Roseau,.30769232,0,
2017,Roseau,.35164836,0,0
2015,Roseau,.40659341,0,.47252747
2019,Roseau,.36263737,0,0
2020,Roseau,.36263737,0,.48351648
2013,Roseau,.32967034,0,.53846157
2018,Roseau,.3956044,0,0
2015,Rosemount-Apple Valley-Eagan,.3415992,.99949396,.50657892
2014,Rosemount-Apple Valley-Eagan,.36589068,.99949396,.59362346
2018,Rosemount-Apple Valley-Eagan,.31781375,.99949396,.65536439
2016,Rosemount-Apple Valley-Eagan,.29149798,.99949396,.51366395
2012,Rosemount-Apple Valley-Eagan,.23076923,.99949396,
2019,Rosemount-Apple Valley-Eagan,.30364373,.99949396,.64726722
2013,Rosemount-Apple Valley-Eagan,.29402834,.99949396,.71356273
2020,Rosemount-Apple Valley-Eagan,.28491902,.99949396,.54453439
2017,Rosemount-Apple Valley-Eagan,.28087044,.99898785,.61943322
2013,Roseville,.8056013,1,.65897858
2019,Roseville,.80724877,.98023063,.45799011
2012,Roseville,.73476112,1,
2018,Roseville,.89126855,1,.5930807
2020,Roseville,.73146623,.97528833,.61943984
2017,Roseville,.79571664,.97693574,.66886324
2015,Roseville,.81054366,.99670511,.51235586
2014,Roseville,.88632619,1,.24546953
2016,Roseville,.85337728,.97693574,.73476112
2017,Rothsay,.36842105,0,.63157892
2018,Rothsay,.36842105,0,0
2020,Rothsay,.36842105,0,.63157892
2016,Rothsay,.36842105,0,.68421054
2015,Rothsay,.2631579,0,.63157892
2014,Rothsay,.2631579,0,.63157892
2019,Rothsay,.36842105,0,.63157892
2012,Rothsay,1,0,
2013,Rothsay,.31578946,0,0
2020,Round Lake-Brewster,.70833331,0,.16666667
2019,Round Lake-Brewster,.75,0,.16666667
2014,Round Lake-Brewster,.75,0,.16666667
2016,Round Lake-Brewster,.70833331,0,.16666667
2017,Round Lake-Brewster,.75,0,.16666667
2013,Round Lake-Brewster,.75,0,0
2015,Round Lake-Brewster,.75,0,.16666667
2018,Round Lake-Brewster,.70833331,0,.16666667
2012,Round Lake-Brewster,.75,0,
2016,Royalton,.53333336,0,.44
2013,Royalton,.70666665,0,0
2014,Royalton,.58666664,0,0
2020,Royalton,.62666667,0,.42666668
2018,Royalton,.88,0,.40000001
2019,Royalton,.46666667,0,.42666668
2012,Royalton,.77333331,0,
2015,Royalton,.83999997,0,.45333335
2017,Royalton,.53333336,0,.42666668
2020,Rush City,.95161289,0,0
2019,Rush City,.85483873,0,.016129032
2012,Rush City,.88709676,0,
2014,Rush City,.61290324,.016129032,0
2015,Rush City,.59677422,0,0
2018,Rush City,.93548387,0,.016129032
2013,Rush City,.87096775,.016129032,0
2016,Rush City,.90322578,.016129032,.016129032
2017,Rush City,.88709676,0,.016129032
2018,Rushford-Peterson,.34999999,0,.60000002
2017,Rushford-Peterson,.375,0,.60000002
2015,Rushford-Peterson,.34999999,0,.60000002
2012,Rushford-Peterson,.34999999,0,
2019,Rushford-Peterson,.34999999,0,.57499999
2014,Rushford-Peterson,.34999999,0,.60000002
2016,Rushford-Peterson,.34999999,.025,.60000002
2013,Rushford-Peterson,.34999999,0,.625
2020,Rushford-Peterson,.34999999,0,.60000002
2020,Russell-Tyler-Ruthton,.36363637,0,.59090906
2016,Russell-Tyler-Ruthton,.56818181,0,.25
2019,Russell-Tyler-Ruthton,.79545456,0,.22727273
2012,Russell-Tyler-Ruthton,.5,0,
2018,Russell-Tyler-Ruthton,.56818181,0,.25
2015,Russell-Tyler-Ruthton,.40909091,0,.25
2017,Russell-Tyler-Ruthton,.38636363,0,.59090906
2013,Russell-Tyler-Ruthton,.5,0,0
2014,Russell-Tyler-Ruthton,.34090909,0,.59090906
2016,Sartell-St. Stephen,.35545024,.0094786733,.14691943
2019,Sartell-St. Stephen,.46919432,.023696683,.061611373
2020,Sartell-St. Stephen,.45971563,.0094786733,.075829387
2013,Sartell-St. Stephen,.26540285,0,.0094786733
2014,Sartell-St. Stephen,.3507109,0,.061611373
2018,Sartell-St. Stephen,.43601894,.014218009,.075829387
2015,Sartell-St. Stephen,.35545024,0,.33175355
2017,Sartell-St. Stephen,.46919432,.0094786733,.047393367
2012,Sartell-St. Stephen,.25118482,0,
2019,Sauk Centre,.37704918,0,0
2012,Sauk Centre,.36065573,0,
2014,Sauk Centre,.37704918,0,0
2015,Sauk Centre,.38524589,0,0
2013,Sauk Centre,.35245901,0,0
2017,Sauk Centre,.36065573,0,0
2020,Sauk Centre,.5,0,.0081967209
2016,Sauk Centre,.36065573,0,0
2018,Sauk Centre,.35245901,0,0
2020,Sauk Rapids-Rice,.45390069,0,.13947991
2016,Sauk Rapids-Rice,.34278959,0,.20803782
2019,Sauk Rapids-Rice,.62884158,.04255319,.09456265
2017,Sauk Rapids-Rice,.46808511,.021276595,.14893617
2012,Sauk Rapids-Rice,.43735224,0,
2014,Sauk Rapids-Rice,.36643025,0,.04255319
2018,Sauk Rapids-Rice,.39243498,.023640662,.1891253
2015,Sauk Rapids-Rice,.42316785,0,.26950353
2013,Sauk Rapids-Rice,.41371158,0,.011820331
2020,Sebeka,.82352942,0,.44117647
2012,Sebeka,.5,0,
2013,Sebeka,.47058824,0,.47058824
2014,Sebeka,.55882353,0,.44117647
2018,Sebeka,.70588237,0,.44117647
2019,Sebeka,.7647059,0,.44117647
2015,Sebeka,.55882353,0,.44117647
2016,Sebeka,.5,0,.44117647
2017,Sebeka,.58823532,0,.44117647
2020,Shakopee,.46694797,.99156117,.032348804
2016,Shakopee,.52742618,.97890294,.022503516
2012,Shakopee,.38255978,.98874825,
2018,Shakopee,.49226442,.97890294,.042194095
2019,Shakopee,.44303799,.99296767,.022503516
2015,Shakopee,.62306613,.97468352,.030942334
2013,Shakopee,.45710269,.9774965,.045007031
2014,Shakopee,.57243317,.98452884,.028129395
2017,Shakopee,.62869197,.97890294,.030942334
2020,Sibley East,.61176473,0,.27058825
2012,Sibley East,.17647059,0,
2015,Sibley East,.62352943,0,.27058825
2013,Sibley East,.35294119,0,0
2017,Sibley East,.60000002,0,.27058825
2018,Sibley East,.45882353,0,0
2016,Sibley East,.60000002,.011764706,.27058825
2019,Sibley East,.62352943,0,.27058825
2014,Sibley East,.40000001,0,.27058825
2018,Sleepy Eye,.081081077,0,.8918919
2019,Sleepy Eye,.13513513,0,0
2015,Sleepy Eye,.081081077,0,.8918919
2016,Sleepy Eye,.081081077,0,.8918919
2012,Sleepy Eye,.081081077,0,
2013,Sleepy Eye,.081081077,0,0
2014,Sleepy Eye,.081081077,0,0
2017,Sleepy Eye,.094594598,0,.8918919
2020,Sleepy Eye,.094594598,0,0
2020,South Koochiching,.71428573,0,.42857143
2012,South Koochiching,.71428573,.14285715,
2014,South Koochiching,.71428573,0,.14285715
2016,South Koochiching,.5714286,0,.42857143
2019,South Koochiching,.71428573,0,.42857143
2017,South Koochiching,.5714286,0,.42857143
2018,South Koochiching,.5714286,0,.42857143
2015,South Koochiching,.5714286,0,.42857143
2013,South Koochiching,.71428573,0,.42857143
2012,South St. Paul,.49576271,.98728812,
2014,South St. Paul,.66101694,.96610171,.80932206
2016,South St. Paul,.47033897,.69491524,.91525424
2017,South St. Paul,.26694915,.0042372881,.84322035
2019,South St. Paul,.75847459,.29661018,.88135594
2013,South St. Paul,.68644071,1,.40254238
2018,South St. Paul,.82627118,.99152541,.48728815
2020,South St. Paul,.65677965,.97881359,.69915253
2015,South St. Paul,.65254235,.99576271,.79237288
2019,South Washington County,.5400697,.78954703,.37770036
2017,South Washington County,.53101045,.53310102,.36794424
2013,South Washington County,.71149826,.82578397,.40487805
2020,South Washington County,.53240418,.84320557,.35609755
2012,South Washington County,.62439024,.88083625,
2016,South Washington County,.53310102,.53170735,.45226482
2015,South Washington County,.67386758,.74494773,.30452961
2018,South Washington County,.55818814,.55400699,.35261324
2014,South Washington County,.6815331,.77979094,.24738675
2015,Southland,.51612902,0,.22580644
2020,Southland,.61290324,0,.22580644
2018,Southland,.61290324,0,.22580644
2013,Southland,.54838711,0,0
2016,Southland,.54838711,0,.22580644
2012,Southland,.61290324,0,
2017,Southland,.61290324,0,.22580644
2019,Southland,.61290324,0,.22580644
2014,Southland,.51612902,0,.22580644
2015,Spring Grove,.15384616,0,0
2012,Spring Grove,.23076923,0,
2020,Spring Grove,.23076923,0,0
2013,Spring Grove,.23076923,0,0
2016,Spring Grove,.23076923,0,0
2018,Spring Grove,.23076923,0,0
2019,Spring Grove,.23076923,0,.69230771
2014,Spring Grove,.23076923,0,0
2017,Spring Grove,.23076923,0,0
2018,Spring Lake Park,.76985413,1,.67423016
2013,Spring Lake Park,.60940033,.96272284,.64343596
2014,Spring Lake Park,.6580227,.98865479,.61750406
2015,Spring Lake Park,.73905998,1,.49594814
2017,Spring Lake Park,.76661265,.8962723,.72609401
2012,Spring Lake Park,.57212317,.90113455,
2016,Spring Lake Park,.77471638,1,.636953
2020,Spring Lake Park,.77471638,.94975686,.52998382
2019,Spring Lake Park,.85413289,1,.45705023
2012,Springfield,.42857143,0,
2013,Springfield,.42857143,0,0
2017,Springfield,.42857143,0,.54761904
2014,Springfield,.42857143,0,.54761904
2018,Springfield,.42857143,0,.54761904
2020,Springfield,.42857143,.023809524,.54761904
2015,Springfield,.42857143,0,.54761904
2019,Springfield,.42857143,0,.54761904
2016,Springfield,.42857143,0,.54761904
2017,St. Anthony-New Brighton,.92366409,1,.35877863
2016,St. Anthony-New Brighton,.89312977,1,.69465649
2018,St. Anthony-New Brighton,.93129772,1,.25954199
2019,St. Anthony-New Brighton,.98473281,.90076333,0
2020,St. Anthony-New Brighton,1,.99236643,.045801528
2014,St. Anthony-New Brighton,1,.97709924,.015267176
2015,St. Anthony-New Brighton,1,.98473281,0
2012,St. Anthony-New Brighton,1,1,
2013,St. Anthony-New Brighton,1,.98473281,0
2019,St. Charles,.32222223,0,.13333334
2018,St. Charles,.30000001,0,.67777777
2012,St. Charles,.30000001,0,
2020,St. Charles,.35555556,0,.077777781
2016,St. Charles,.30000001,0,.54444444
2014,St. Charles,.30000001,0,0
2013,St. Charles,.31111112,0,0
2017,St. Charles,.34444445,0,.56666666
2015,St. Charles,.2888889,0,0
2014,St. Clair,.94285715,0,0
2016,St. Clair,.48571429,.028571429,.42857143
2013,St. Clair,.82857144,.057142857,0
2018,St. Clair,.51428574,0,0
2015,St. Clair,.54285717,0,.62857145
2020,St. Clair,.97142857,0,.62857145
2012,St. Clair,.62857145,.11428571,
2017,St. Clair,.54285717,0,0
2019,St. Clair,.97142857,0,0
2013,St. Cloud,.4878661,0,.24351464
2018,St. Cloud,.55230123,.023430962,.36987448
2014,St. Cloud,.4962343,.030125523,.34979078
2012,St. Cloud,.49456066,0,
2019,St. Cloud,.57238495,.030962342,.4502092
2020,St. Cloud,.58493721,.014225941,.42761508
2015,St. Cloud,.5179916,.010041841,.45355648
2017,St. Cloud,.55230123,.025941422,.3506276
2016,St. Cloud,.52552301,.022594143,.35146442
2013,St. Francis,.54569191,.20626631,.031331591
2018,St. Francis,.68146217,.41775456,.067885116
2014,St. Francis,.55352479,.54308093,.065274149
