year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p25_totcost_any,p75_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p25_totcost_public,p75_totcost_public,p25_quality_premium,p75_quality_premium,p25_access_index,p75_access_index,p25_share_hr,p75_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2012,604,445,Koochiching,.13645694,.42010224,.025823832,.28573784,0,.10854054,99.281677,711.10779,,45.737114,,.487369,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.24490239,.49820471,0,0,.15948837,.41380736,0,0,.0082444735,.08219514,91.596497,101.08577,716.02881,721.33441,,,3.0833395,11.555578,,,.12411901,.66754371,.10906587,.16712418,87,77,70,73,44,16,15,60,27,84,,33,,68,6,26,57,36,7
2013,604,445,Koochiching,.13487117,.44678375,.025823832,.34023669,0,.080723234,102.82372,284.79816,382.26678,15.79056,3.2335911,.26258096,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.27367124,.60560346,0,0,.19535045,.50254142,0,0,.0098544769,.10270114,97.032204,104.78645,284.87262,289.03928,380.87448,386.18005,3.0833395,11.611135,3.249069,3.2969508,-.065359056,.47770998,.085265197,.17327556,87,79,72,66,70.5,31,26,42,25,85,84,26,84,76,6,18,56,37,7
2014,604,445,Koochiching,.20162505,.50177139,.034147069,.33194721,0,.13567713,93.701752,328.09299,383.69342,13.990829,3.3298612,.32871023,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.3007406,.61098731,0,0,.23610838,.46526617,0,0,.023030385,.15411593,83.865494,96.439529,335.75806,337.6886,387.64102,394.72437,4.8730898,10.444607,3.3529801,3.5431991,-.00071876374,.56982994,.20579877,.25285736,87,77,70,64,76.5,21,30,40,19,87,86,49,87,66,7,27,51,40,10
2015,604,445,Koochiching,.22703092,.54737866,.034147069,.32536805,0,.18786351,90.370026,298.56091,292.20261,10.167528,2.524528,.39935103,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.30962977,.59511214,0,0,.22653709,.45102948,0,0,.036037128,.14452769,86.098831,94.37336,303.50037,307.63925,291.72266,296.30597,4.6934996,8.8728342,2.5438659,2.5956614,.048075844,.49185118,.20988256,.24769592,87,55,70,63,79.5,9,29,32,13,85,85,21,85,59,6,34,49,41,10
2016,604,445,Koochiching,.20706134,.52205777,0,.33165216,0,.19040561,94.804832,299.29593,336.96753,10.081962,2.5741119,.29308349,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.27859849,.5560177,0,0,.18173742,.43072113,0,0,.035904717,.11981975,92.253235,99.672546,287.92828,294.12277,312.09793,382.09564,4.7413716,8.8699846,2.3247712,2.7230771,-.029615184,.35091507,.19189879,.22652757,87,55,82,55,84,8,46,43,14,77,79,20,78,64,0,36,46,43,11
2017,604,445,Koochiching,.32082164,.43070576,0,.23683356,.014745934,.19387221,79.797539,820.21735,127.23508,11.980645,1.1427524,.36651921,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.24124494,.49656501,0,0,.14967446,.34659243,.00001101355,.025722904,.036037128,.14452769,76.740791,86.030014,826.22339,831.33447,114.87219,121.17776,4.5586185,8.8728342,1.0575582,1.0895957,-.01414755,.47703269,.24959871,.35602045,87,77,82,71,69,10,29,26,5,85,14,22,25,55,0,45,41,46,13
2018,604,445,Koochiching,.17454748,.35550326,0,.20077921,0,.15472405,94.85186,333.62756,277.98441,10.70349,1.4834195,.060525883,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.14967446,.32480505,0,0,.11485006,.27700117,0,0,.011226559,.049550142,92.279785,101.69126,329.7677,335.2677,165.84338,390.12543,4.3611193,10.416687,.66629606,2.3005428,-.26273763,.0060432553,.10016494,.17956704,87,84,82,77,84.5,18,70,65,13,86,74,28,77,56,0,44,41,47,12
2012,372,277,Lac qui Parle,.10975187,.44745779,3.1838642e-06,.37038633,0,.077068262,95.243645,396.80634,,69.663445,,.56359035,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.70913082,0,0,0,.56395614,0,0,0,.14471713,77.104614,119.07559,383.81998,414.45892,,,3.1527841,41.500084,,,-.26814824,1.0981436,0,.20140284,87,73,77,51,44,32,23,53,17,73,,51,,83,0,17,57,36,7
2013,372,277,Lac qui Parle,.10982164,.44808358,3.1838642e-06,.36875576,0,.079324625,93.650391,120.7253,123.73044,18.907043,1.1074522,.27136761,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,0,.79177463,0,0,0,.63901567,0,0,0,.15322991,82.96888,101.16651,111.04753,130.77191,112.93855,130.77191,3.1527841,34.388958,1.0243837,1.2163234,-.28236112,.73718226,0,.20185989,87,78,78,58,70.5,32,36,38,13,7,6,42,10,82,0,18,56,37,7
2014,372,277,Lac qui Parle,.19115108,.5219655,.017109176,.35702047,8.1120816e-06,.14783584,95.563942,180.48543,142.71748,17.984888,1.1684226,.31369743,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,3.6731817e-26,.81020427,0,.051872231,0,.59449387,0,0,0,.15129983,73.846725,115.81223,166.82231,204.50693,114.92302,153.11121,2.8333392,33.902847,1.0375624,1.3124945,-.51705641,.87740469,0,.2359167,87,70,73,59,55,13,33,43,23,50,17,68,16,68,3,28,51,40,10
2015,372,277,Lac qui Parle,.17559649,.5219357,.018099727,.35985935,9.3957151e-06,.14397663,96.112038,167.58185,144.17586,17.971014,1.1542108,.25531638,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,0,.85772783,0,.054872867,0,.64023864,0,0,0,.15129983,77.945251,114.70838,156.77788,189.44449,115.81956,153.11121,2.8333392,33.902847,.96224499,1.3300544,-.58802372,.85076165,0,.20738277,87,64,72,54,62,18,48,49,25,36,24,70,16,69,3,28,49,41,10
2016,372,277,Lac qui Parle,.22578521,.5161894,.02262258,.31959334,1.8044163e-06,.17397347,86.549385,290.6394,233.65791,18.81184,2.1230338,.36369655,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,0,.85034943,0,.068591088,0,.49075618,0,0,0,.2727218,71.677925,102.97179,204.93634,423.84778,224.74368,255.49374,2.8333392,35.819515,2.0234857,2.493654,-.54496908,.90918684,0,.32680145,87,57,71,57,73,11,43,32,9,75,65,45,74,62,4,34,46,43,11
2017,372,277,Lac qui Parle,.12239341,.42530331,.017110202,.30870745,7.3284805e-09,.09948568,112.38525,337.6131,140.82613,197.9393,1.1488394,-.1197201,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,0,.52920008,0,.051872231,0,.46438104,0,0,0,3.5425104e-11,85.812302,137.75269,192.50128,432.37561,132.75667,148.89558,21.111153,301.2645,.95141721,1.3462615,-.82559323,.64256513,0,.19614372,87,78,72,50,78,47,83,79,49,65,24,86,27,73,4,23,41,46,13
2018,372,277,Lac qui Parle,.20607932,.45494691,.034216195,.27610201,4.2173783e-06,.1446287,97.40403,172.78862,180.90001,18.343035,1.0404885,.19046488,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,0,.7014519,0,.10374446,0,.40655038,0,0,0,.16811092,88.800751,115.37124,148.31769,183.67285,143.55009,222.05859,2.8333392,34.416733,.68725896,1.4339709,-.5986554,.65002978,0,.24152398,87,66,66,57,76,20,61,52,17,17,58,72,21,61,8,32,41,47,12
2012,520,530,Lake,.071366496,.25294879,.03003733,.20290156,0,.020009916,114.99422,390.40918,,107.50165,,.10908642,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.25375709,.33089802,0,0,.16931342,.26511759,0,0,0,.037254285,104.17738,119.77449,444.11166,451.22278,,,6.0555677,192.13928,,,.1592468,.28964466,0,.11820072,87,87,69,83,44,65,41,77,58,72,,70,,80,12,8,57,36,7
2013,520,530,Lake,.10818546,.36358351,.03003733,.28294575,0,.050600424,113.31261,193.93701,216.12265,27.20941,1.6919339,.086449139,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.3331728,.48431724,0,0,.17279087,.39823255,0,0,0,.087890916,100.20238,125.91393,163.01833,216.64453,188.41232,260.5097,2.6111164,72.06958,1.5272849,1.8740976,-.2313841,.39915866,0,.18404748,87,85,70,77,70.5,42,37,65,52,62,49,64,50,78,8,14,56,37,7
2014,520,530,Lake,.2975955,.38899162,0,.26967987,0,.11931174,87.135742,248.91095,185.76535,9.2230024,1.4751569,.45801973,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.31519175,.51593614,0,0,.17932047,.35157821,0,0,.11686973,.16388178,79.353821,83.585419,224.0862,294.53079,157.74179,229.83917,2.2091041,7.0293851,1.3712893,1.5750622,.61707807,.65069759,.29440296,.32979798,87,84,83.5,76,76.5,29,9,23,8,80,41,11,48,69,0,31,51,40,10
2015,520,530,Lake,.18344836,.28338614,0,.23221874,0,.051167395,101.11508,260.43234,177.92087,9.3225269,1.399586,.03164681,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.30276549,.35586482,0,0,.1788961,.31006423,0,0,.0392299,.046122104,102.70361,103.77835,235.31953,306.51413,149.84732,221.94467,2.152782,6.9722357,1.2764249,1.5836554,-.025252704,.0025426098,.11565211,.13609667,87,87,82.5,82,79.5,66,44,71,36,79,54,14,50,82,0,18,49,41,10
2016,520,530,Lake,.18074974,.23906493,0,.19266872,0,.0463962,102.48406,257.40811,257.47189,15.379848,1.9608833,-.049057659,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.2144326,.31881875,0,0,.17231804,.26875728,0,0,.032140054,.037788272,87.599213,112.34268,234.86954,297.2948,235.18898,305.46689,2.152782,6.9722357,1.8497076,1.9003764,-.14803684,-.12382199,.11053112,.12951648,87,87,82,83,84,72,63,77,25,64,70,37,72,81,0,19,46,43,11
2017,520,530,Lake,.25065738,.27642739,0,.22305997,.012364234,.053367414,102.2962,485.38589,413.88666,23.263527,3.201947,-.003032184,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.24830958,.38872591,0,0,.12369464,.33933836,0,0,.042499058,.049965613,94.958893,107.39839,449.76849,521.87976,445.32404,452.22681,2.152782,6.9722357,3.3561096,3.7519412,-.13602772,-.09079051,.11570288,.14168468,87,87,82,76,70,75,52,72,36,77,83,42,82,81,0,19,41,46,13
2018,10506,8069,Lake,.27952534,.28221533,0,.21344778,.012364234,.06876754,99.845421,278.31406,146.99184,9.3225269,.85853404,.13244514,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.25992319,.38391575,0,0,.12527901,.30750608,0,0,.055567864,.076870173,97.728607,102.67168,253.5233,323.9679,134.38014,157.6302,2.152782,6.9722357,.88532859,.90447289,.07005804,.10979757,.18031375,.22183302,87,87,82,76,68,57,33,59,20,73,25,20,4,76,0,24,41,47,12
2012,296,171,Lake of the Woods,.10391897,.41836333,0,.32533985,0,.093023494,95.567665,996.38208,,274.85519,,.52127624,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.94523674,0,0,0,.67932487,0,0,0,.27319419,70.317169,114.37029,890.52924,1063.0238,,,3.6666739,659.72357,,,-.22521216,1.4883575,0,.2801958,87,79,83.5,64,44,26,25,55,20,86,,82,,78,0,22,57,36,7
2013,296,171,Lake of the Woods,.10385205,.4599666,0,.36694309,0,.093023494,92.885414,415.84015,500.92365,25.85746,4.5680208,.27230075,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,0,.94523674,0,0,0,.68939656,0,0,0,.27319419,70.434769,103.26094,395.30963,443.05933,492.19827,513.42108,3.6666739,41.972305,3.8734334,5.1048899,-.30528346,1.1154003,0,.2801958,87,73,83.5,59,70.5,25,38,37,9,87,87,61,87,80,0,20,56,37,7
2014,296,171,Lake of the Woods,.1820952,.40009415,0,.30695936,0,.093134783,93.346397,260.10754,260.10754,25.627829,2.348424,.21768509,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,2.1510683e-35,.78202707,0,0,2.1510683e-35,.54106069,0,0,0,.19397777,69.526451,116.83225,240.401,269.65106,240.401,269.65106,8.3055716,37.388962,2.1147983,2.7065146,-.55730671,.90028775,0,.31771564,87,83,83.5,70,76.5,43,35,54,18,83,74,81,82,77,0,23,51,40,10
2015,296,171,Lake of the Woods,.24953391,.44088703,0,.34775224,.041603252,.093134783,92.612701,385.25235,116.31025,25.692644,1.0287182,.33211842,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,1.8718134e-07,.78202707,0,0,1.8718134e-07,.54189128,0,1.7024968e-11,0,.19397777,70.358971,118.22738,371.22269,401.86166,106.36115,123.08341,8.3055716,37.388962,.93453991,1.076897,-.62461942,.9360016,0,.337585,87,82,82.5,57,36,40,19,38,18,87,4,82,7,79,0,21,49,41,10
2016,296,171,Lake of the Woods,.347229,.43951142,0,.28437912,.041603252,.15513231,99.463425,433.05518,140.9973,240.69316,1.0574068,.4197076,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,4.7424834e-08,.81084329,0,0,4.7424834e-08,.42618081,0,1.7024968e-11,0,.38884234,59.590488,140.81511,413.66367,452.30264,138.75728,144.37866,4.946609,627.36237,1.0388997,1.2113003,-.77099079,1.2780939,0,.5338859,87,77,82,64,44,18,11,22,21,82,10,87,7,65,0,35,46,43,11
2017,296,171,Lake of the Woods,.41774932,.41778699,0,.24713221,.041603252,.17065477,75.998268,779.64862,133.50053,111.24813,.94282317,.52608794,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.000085034779,.7851935,0,0,.000027561038,.31026378,0,1.7024968e-11,0,.42063758,42.136456,112.77261,725.22198,766.08319,104.0226,113.60594,5.1196795,262.6394,.90400153,1.0640093,-.70372003,1.3717725,0,.63755721,87,80,82,66,54,17,9,10,2,84,17,84,4,59,0,41,41,46,13
