year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p25_totcost_any,p75_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p25_totcost_public,p75_totcost_public,p25_quality_premium,p75_quality_premium,p25_access_index,p75_access_index,p25_share_hr,p75_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2015,3547,2230,Beltrami,.25804594,.55329394,.068428077,.33995843,.0032984321,.14490744,93.387688,178.21933,158.56265,16.589237,1.2729149,.44029853,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.058376193,1.0274031,0,.14902768,.0013426446,.56542051,0,.00035318633,5.4590790e-17,.24247114,75.114983,118.9394,146.38405,204.36127,124.94447,189.41682,6.9603782,22.654072,.97600579,1.3570421,-.37932852,1.2835172,2.2297338e-10,.44011623,87,53,58,59,57,17,16,22,21,48,38,65,34,61,12,26,49,41,10
2016,3547,2230,Beltrami,.2781527,.51961637,.045095861,.33157611,.011642704,.14294441,90.400139,168.60765,146.36603,24.292927,1.1111965,.43048185,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.032282531,.9865731,0,.10919894,8.0461461e-08,.54081893,0,.017210599,3.5538140e-19,.25134909,62.89856,125.22483,144.81818,192.09222,128.46353,147.17528,7.4104409,23.694492,.96306229,1.1219466,-.37394086,1.3746021,7.1076477e-16,.5144192,87,56,65,56,66,24,27,21,11,13,16,57,15,64,9,28,46,43,11
2017,3547,2230,Beltrami,.36498973,.51907462,.049938131,.30758598,.026015874,.16155052,90.113396,332.47626,241.63289,29.962656,1.5741096,.46253714,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.032184299,.96879154,0,.12390469,8.0461461e-08,.49659327,0,.035441265,4.3342767e-18,.27293625,68.600075,122.36143,168.29286,590.00812,130.2289,292.94003,6.986536,23.38006,.99357057,1.2902296,-.31739032,1.3199824,6.4855163e-07,.61414194,87,51,62,51,62,18,18,20,17,64,69,51,67,59,10,31,41,46,13
2018,3547,2230,Beltrami,.30177471,.46513167,.051343165,.3152467,.032459285,.098541796,104.27106,208.00417,139.01295,18.064039,1.0051606,.3172279,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.040884018,.83330011,0,.12919717,.014193309,.50258422,0,.046523303,5.1138350e-23,.1734775,102.68711,125.75865,178.01782,235.38901,134.71089,155.61113,7.4575105,24.847746,.9021306,1.1993052,-.36625236,.84058982,2.2969888e-09,.51263314,87,64,59,48,59,39,31,32,31,45,20,69,15,68,11,21,41,47,12
2012,3652,3135,Benton,.016152523,.61543185,.11675816,.48964265,0,.0090310639,129.86037,206.66479,,40.703285,,.45178464,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.42171946,.74874103,.00032760674,.20598389,.34842047,.53433019,0,0,0,.012410025,121.58862,139.72073,185.58339,202.53307,,,8.9509115,50.481583,,,.24271664,.55843091,0,.021884037,87,38,29,30,44,77,74,65,73,26,,30,,80,19,1,57,36,7
2013,3652,3135,Benton,.059947398,.66435719,.12538692,.52333814,.024547659,.015632132,132.04605,197.30544,239.76779,18.910778,1.82947,.074889921,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.45426306,.79127288,.00032760674,.21419312,.35047981,.55978948,8.2296970e-28,.042896118,0,.02244327,123.68263,140.98094,190.02943,205.88837,232.19832,251.19006,8.9382572,30.63895,1.683736,1.9064465,-.11081317,.22539239,9.7676087e-25,.11577827,87,35,30,30,25,67,61,67,71,63,59,43,57,79,19,2,56,37,7
2014,3652,3135,Benton,.10238491,.70265412,.14158411,.51983529,.030293329,.041234754,129.43433,200.7744,228.713,13.033881,1.7235198,.084701069,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.50974005,.81311375,.00040955452,.23356843,.34161082,.54249632,6.0957634e-25,.055486202,.0011515572,.066188969,120.63297,140.8163,194.22227,211.74228,206.45595,250.18762,7.343163,13.415565,1.5180389,1.87703,-.1001822,.3037518,.0062213722,.16211922,87,37,33,30,42,71,73,67,73,62,64,41,61,74,20,6,51,40,10
2015,3652,3135,Benton,.14275272,.64282387,.13517666,.46685481,.053770822,.040792417,128.07301,199.38863,199.56435,13.006777,1.5264118,.11842372,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.45171478,.7814185,.00041071506,.22573024,.30592877,.52983582,.0000950174,.090130739,.0011515572,.065886408,119.26472,139.13884,188.67055,212.42979,187.9776,229.07567,7.3189774,13.415556,1.3866243,1.730306,-.15392174,.37799841,.0072651678,.23916641,87,41,31,32,28,73,64,65,71,64,60,42,64,73,21,6,49,41,10
2016,3652,3135,Benton,.14255519,.65968817,.18066531,.44697255,.06038668,.032050341,142.78761,204.7753,192.21242,16.540901,1.3323442,.048585061,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.48461723,.74934185,.068622813,.25156844,.28838211,.46259075,.00014647045,.10644217,.0011515572,.048848029,135.12094,153.87938,197.20192,218.36682,155.98756,228.18549,7.0397234,13.415551,1.1730427,1.5899982,-.19336237,.2440684,.0073225545,.23780815,87,33,16,31,36,82,77,67,74,46,51,39,44,68,27,5,46,43,11
2017,3652,3135,Benton,.17638503,.61748356,.18046476,.40812752,.081094213,.028891254,143.85805,216.37959,206.12177,22.198845,1.4543948,-.024116633,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.43881604,.71875286,.059977885,.26309639,.2668407,.40412864,.015099526,.12762861,.0011515572,.042417865,137.70378,155.65286,202.3764,219.50139,169.53444,229.26494,6.8751745,13.415741,1.1874415,1.604332,-.27277273,.16089432,.072700486,.26509723,87,34,24,30,32,82,74,74,76,25,61,39,61,66,29,5,41,46,13
2018,3652,3135,Benton,.1889393,.62701219,.17670201,.41062683,.07638143,.039683357,157.83315,236.89894,222.84816,12.914234,1.394062,.050115719,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.44454986,.72278285,.059384588,.2460369,.26892519,.40589949,.013514179,.11821402,.0010660444,.068774566,142.51866,176.74988,227.21284,251.79253,189.04639,261.23468,7.2169013,13.527804,1.2062807,1.5947649,-.16781126,.25364441,.10300328,.27213001,87,28,20,25,28,77,67,67,75,65,72,44,67,65,28,6,41,47,12
2012,467,393,Big Stone,.15781353,.53005815,1.1496626e-14,.43485719,0,.095200956,87.521477,377.48422,,61.905067,,.75010896,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,1.6114496e-12,.72897983,0,0,1.6105571e-12,.59329927,0,0,1.5570434e-32,.14143121,78.751953,100.75592,381.93106,401.61166,,,1.9722261,28.972279,,,-.091156811,1.11481,1.1231115e-15,.20104578,87,52,79,38,44,24,10,30,6,71,,47,,82,0,18,57,36,7
2013,467,393,Big Stone,.18121307,.5949595,1.1496626e-14,.51024395,1.1496626e-14,.08471553,90.035278,132.5761,127.50494,15.97442,1.1584533,.53660232,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,1.6265030e-12,.82721639,0,0,1.6256106e-12,.68566084,0,0,1.5570434e-32,.14143121,83.630188,101.91144,113.64688,148.48029,113.64688,146.77194,1.9722261,28.513943,1.0698447,1.3867719,-.16117224,.70539463,3.4578846e-14,.19651744,87,48,79,31,49,28,15,13,6,14,7,28,14,86,0,14,56,37,7
2014,467,393,Big Stone,.12400618,.59716755,1.1496626e-14,.51245207,1.1496626e-14,.08471553,94.595291,133.25279,129.33662,15.086942,1.1924576,.25393647,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,1.8377203e-12,.89925051,0,0,1.8368280e-12,.7580297,0,0,1.5570434e-32,.14143121,88.536652,103.81924,115.47858,150.31198,115.47858,148.60364,1.9722261,28.263943,1.0703566,1.4967378,-.41140029,.58327532,5.0193817e-13,.1630066,87,49,79,32,62,47,57,49,20,10,11,54,18,86,0,14,51,40,10
2015,467,393,Big Stone,.14537656,.62073928,1.1516730e-14,.52894098,1.1516730e-14,.091798276,89.510849,134.48741,134.48741,15.251574,1.2547116,.32791784,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,1.7568016e-12,1.0137732,0,0,1.7874691e-13,.85685027,0,0,1.7300482e-32,.15714578,86.431,97.170349,116.37512,151.20853,116.37512,151.20853,1.9722261,28.500057,1.12398,1.5585892,-.46739736,.71505713,4.7014181e-14,.16374916,87,44,77,25,66,43,61,39,12,11,14,57,30,85,0,15,49,41,10
2016,467,393,Big Stone,.1880019,.59535062,1.1496626e-14,.46161062,0,.13373996,94.831825,371.15015,560.24097,28.864689,1.5767316,.32860288,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,6.6101307e-13,.88039041,0,0,1.0155926e-13,.71173018,0,0,1.7300482e-32,.15714578,95.822891,113.61675,323.79199,414.29224,558.81042,561.67157,1.9722261,29.675335,1.5705483,1.5829148,-.56245434,.56604308,2.1427660e-14,.1917558,87,42,76,25,84,26,59,39,15,79,83,63,61,78,0,22,46,43,11
2017,467,393,Big Stone,.14477992,.55795246,1.1496626e-14,.46615419,0,.091798276,90.836128,396.11548,,75.482147,,.15030721,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,6.6096185e-13,.84661889,0,0,1.0155906e-13,.68934822,0,0,1.7300482e-32,.15714578,81.89093,110.23689,399.84772,419.52832,,,1.9722261,28.972279,,,-.69029075,.53276688,9.9632335e-16,.19562639,87,49,76,18,85,52,79,55,19,71,,77,,84,0,16,41,46,13
2018,467,393,Big Stone,.12613194,.63591528,1.1496626e-14,.52314615,0,.11276912,95.040092,187.90094,,15.253117,,.24572098,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,2.5791264e-12,.88789064,0,0,2.5782339e-12,.7161181,0,0,1.7300482e-32,.15714578,81.7509,110.04845,166.70847,201.54187,,,1.9722261,28.513943,,,-.59832644,.61782849,1.5526864e-15,.18610597,87,26,76,7,84.5,34,80,44,14,29,,60,,82,0,18,41,47,12
2012,3985,3033,Blue Earth,.12960738,.88991404,.23320705,.48750558,0,.16920142,110.87747,151.15738,,32.897255,,1.0064145,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.48446548,1.2383544,.011118522,.37341872,.33831197,.61390418,0,0,.00017640465,.36683279,98.813942,123.52966,145.20113,165.13431,,,7.4768939,15.138954,,,.29943788,1.5657481,.00066307868,.29273909,87,6,6,31,44,8,17,12,56,3,,20,,55,26,19,57,36,7
2013,3985,3033,Blue Earth,.13625294,.89995027,.234593,.49811018,.007219906,.16724709,117.26051,160.45355,131.36295,13.755829,.99402654,.48071429,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.53081048,1.2589656,.017505078,.37341246,.34015334,.65809566,1.5009617e-08,.012029466,.00017460747,.36258909,101.0247,133.34367,154.91818,168.42848,118.94346,136.02794,7.4693398,15.138954,.867796,.96978605,-.082153626,1.1967552,.007165031,.28966808,87,8,9,37,38,9,25,18,58,39,10,13,2,55,26,19,56,37,7
2014,3985,3033,Blue Earth,.19190149,.89979202,.27231994,.44664815,.037691001,.18082389,116.81481,169.84148,164.72809,10.687814,1.2171892,.47469929,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.4844718,1.3396374,.017157946,.44285387,.28396198,.54322785,6.4459919e-06,.050341114,.0060323649,.34165266,101.3047,132.12759,173.13036,177.51768,142.70691,184.05437,5.0945172,12.838976,1.0054455,1.27659,-.094481714,1.0333101,.097395785,.32475534,87,12,8,39,38,10,32,20,60,40,31,21,21,50,30,20,51,40,10
2015,3985,3033,Blue Earth,.2002089,.8857525,.28196073,.41988471,.033053316,.18390708,116.62149,165.42123,132.05508,9.8043766,.96894282,.49572107,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.46169692,1.3485854,.020825563,.4666366,.24491677,.54307067,3.8609037e-06,.044392619,.020020349,.34170809,102.55237,132.6691,162.41357,177.74628,115.05882,145.83546,4.7365026,11.879696,.7721597,1.09895,-.057315163,1.0716844,.11539011,.33513048,87,6,6,40,43,10,35,17,60,33,11,17,5,47,32,21,49,41,10
2016,3985,3033,Blue Earth,.22504406,.8268699,.28282183,.34440047,.022753322,.19964756,124.81315,187.31461,162.20784,10.435064,1.0699739,.43347117,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.3845256,1.2681907,.092242844,.43194413,.19471723,.42607194,1.5010189e-08,.027390145,.02304933,.34838492,105.28286,136.35062,182.65112,199.83777,143.24506,169.40329,4.526967,11.444052,.91594827,1.1008477,-.13140829,1.0491139,.10919219,.37391943,87,8,4,50,58,7,44,20,56,26,32,21,8,42,34,24,46,43,11
2017,3985,3033,Blue Earth,.26049748,.87009436,.36021969,.33421674,.055113498,.20196886,120.88521,175.73747,166.36761,11.566237,1.1507652,.46005288,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.42587623,1.3001997,.11939726,.60179847,.19053885,.38337833,8.4457170e-06,.065621763,.042227477,.3375403,109.71712,135.71373,166.78337,190.21597,124.95572,160.7547,4.5360303,9.589735,.78168052,1.1477469,-.040322773,.99590981,.16110055,.34137455,87,5,3,44,49,8,49,21,61,4,36,21,28,37,40,23,41,46,13
2018,3985,3033,Blue Earth,.26640651,.8335678,.33549345,.28726405,.042508677,.21081027,127.8547,194.74619,158.93433,8.6076612,.97629941,.49854976,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.3589026,1.3578295,.09190312,.60239786,.15108994,.3261992,6.7801534e-06,.048031613,.041980326,.36757711,114.1153,139.9868,191.96207,204.19368,149.02228,161.81514,4.6408277,9.2791786,.86126781,1.041548,-.034835275,1.0423222,.15481639,.39181751,87,5,4,55,51,6,40,13,58,36,40,13,10,34,40,25,41,47,12
